SOURCE	CODE1	CODE2	CODE3	vocabulary	n_events	n_patients
OUTPAT	C1620	NA	NA	10	146	26
OUTPAT	C1621	NA	NA	10	13	6
OUTPAT	C1623	NA	NA	10	543	28
OUTPAT	C1624	NA	NA	10	230	12
OUTPAT	C1629	NA	NA	10	183	17
OUTPAT	C1630	NA	NA	10	116	20
OUTPAT	C1633	NA	NA	10	426	20
OUTPAT	C1634	NA	NA	10	348	20
OUTPAT	C1639	NA	NA	10	135	22
OUTPAT	C164	NA	NA	10	90	12
OUTPAT	C165	NA	NA	10	117	9
OUTPAT	C166	NA	NA	10	54	7
OUTPAT	C168	NA	NA	10	174	18
OUTPAT	C169	NA	NA	10	1431	94
OUTPAT	C170	NA	NA	10	374	19
OUTPAT	C171	NA	NA	10	166	12
OUTPAT	C172	NA	NA	10	576	36
OUTPAT	C178	NA	NA	10	25	7
OUTPAT	C179	NA	NA	10	1507	66
OUTPAT	C180	NA	NA	10	7	7
OUTPAT	C1800	NA	NA	10	749	154
OUTPAT	C1801	NA	NA	10	4445	199
OUTPAT	C1802	NA	NA	10	230	28
OUTPAT	C1809	NA	NA	10	376	48
OUTPAT	C1810	NA	NA	10	258	33
OUTPAT	C1811	NA	NA	10	1803	64
OUTPAT	C1812	NA	NA	10	24	8
OUTPAT	C1819	NA	NA	10	205	37
OUTPAT	C182	NA	NA	10	22	11
OUTPAT	C1820	NA	NA	10	855	158
OUTPAT	C1821	NA	NA	10	3181	189
OUTPAT	C1822	NA	NA	10	157	36
OUTPAT	C1829	NA	NA	10	218	43
OUTPAT	C1830	NA	NA	10	258	60
OUTPAT	C1831	NA	NA	10	1415	74
OUTPAT	C1832	NA	NA	10	100	15
OUTPAT	C1839	NA	NA	10	22	9
OUTPAT	C1840	NA	NA	10	322	66
OUTPAT	C1841	NA	NA	10	1284	80
OUTPAT	C1842	NA	NA	10	78	15
OUTPAT	C1849	NA	NA	10	87	10
OUTPAT	C1850	NA	NA	10	112	23
OUTPAT	C1851	NA	NA	10	592	36
OUTPAT	C1859	NA	NA	10	65	8
OUTPAT	C1860	NA	NA	10	263	32
OUTPAT	C1861	NA	NA	10	845	56
OUTPAT	C1862	NA	NA	10	35	14
OUTPAT	C1869	NA	NA	10	32	10
OUTPAT	C187	NA	NA	10	41	20
OUTPAT	C1870	NA	NA	10	1553	250
OUTPAT	C1871	C1871	NA	10	123	8
OUTPAT	C1871	NA	NA	10	8737	353
OUTPAT	C1872	NA	NA	10	509	72
OUTPAT	C1879	NA	NA	10	388	71
OUTPAT	C1880	NA	NA	10	16	10
OUTPAT	C1881	NA	NA	10	65	10
OUTPAT	C1890	NA	NA	10	203	48
OUTPAT	C1891	NA	NA	10	345	32
OUTPAT	C1899	NA	NA	10	187	42
OUTPAT	C19	NA	NA	10	1877	106
OUTPAT	C20	NA	NA	10	36	11
OUTPAT	C209	C209	NA	10	28	9
OUTPAT	C2090	C2090	NA	10	16	8
OUTPAT	C2090	NA	NA	10	2296	378
OUTPAT	C2091	C2091	NA	10	34	8
OUTPAT	C2091	NA	NA	10	25087	676
OUTPAT	C2092	NA	NA	10	814	124
OUTPAT	C2099	NA	NA	10	561	101
OUTPAT	C210	NA	NA	10	565	31
OUTPAT	C211	NA	NA	10	1158	34
OUTPAT	C218	NA	NA	10	220	12
OUTPAT	C220	NA	NA	10	2531	122
OUTPAT	C221	NA	NA	10	1547	60
OUTPAT	C229	NA	NA	10	161	50
OUTPAT	C23	NA	NA	10	860	33
OUTPAT	C2400	NA	NA	10	220	11
OUTPAT	C2402	NA	NA	10	270	15
OUTPAT	C2409	NA	NA	10	102	10
OUTPAT	C241	NA	NA	10	130	8
OUTPAT	C248	NA	NA	10	67	9
OUTPAT	C249	NA	NA	10	622	35
OUTPAT	C250	NA	NA	10	7484	250
OUTPAT	C251	NA	NA	10	1671	69
OUTPAT	C252	NA	NA	10	1205	58
OUTPAT	C254	NA	NA	10	790	23
OUTPAT	C257	NA	NA	10	128	6
OUTPAT	C258	NA	NA	10	582	32
OUTPAT	C259	NA	NA	10	1789	161
OUTPAT	C260	NA	NA	10	37	7
OUTPAT	C268	NA	NA	10	189	6
OUTPAT	C269	NA	NA	10	219	31
OUTPAT	C300	NA	NA	10	819	19
OUTPAT	C310	NA	NA	10	635	13
OUTPAT	C318	NA	NA	10	763	8
OUTPAT	C320	C320	NA	10	19	8
OUTPAT	C320	NA	NA	10	2605	82
OUTPAT	C321	NA	NA	10	786	20
OUTPAT	C322	NA	NA	10	383	8
OUTPAT	C328	NA	NA	10	1077	20
OUTPAT	C329	NA	NA	10	96	14
OUTPAT	C3400	NA	NA	10	176	64
OUTPAT	C3401	NA	NA	10	488	23
OUTPAT	C3402	NA	NA	10	97	10
OUTPAT	C3406	NA	NA	10	299	18
OUTPAT	C3409	NA	NA	10	103	17
OUTPAT	C341	C341	NA	10	49	16
OUTPAT	C341	NA	NA	10	20	11
OUTPAT	C3410	NA	NA	10	1201	168
OUTPAT	C3411	C3411	NA	10	23	6
OUTPAT	C3411	NA	NA	10	3886	172
OUTPAT	C3412	NA	NA	10	7157	296
OUTPAT	C3413	NA	NA	10	59	7
OUTPAT	C3415	NA	NA	10	510	33
OUTPAT	C3416	NA	NA	10	1553	62
OUTPAT	C3417	NA	NA	10	151	15
OUTPAT	C3419	NA	NA	10	600	59
OUTPAT	C3420	NA	NA	10	138	20
OUTPAT	C3421	NA	NA	10	296	17
OUTPAT	C3422	NA	NA	10	546	35
OUTPAT	C3426	NA	NA	10	77	7
OUTPAT	C3427	NA	NA	10	166	6
OUTPAT	C3429	NA	NA	10	117	9
OUTPAT	C3430	NA	NA	10	890	99
OUTPAT	C3431	C3431	NA	10	22	6
OUTPAT	C3431	NA	NA	10	2326	121
OUTPAT	C3432	NA	NA	10	3300	174
OUTPAT	C3433	NA	NA	10	157	11
OUTPAT	C3435	NA	NA	10	249	16
OUTPAT	C3436	NA	NA	10	586	28
OUTPAT	C3437	NA	NA	10	197	11
OUTPAT	C3439	NA	NA	10	315	44
OUTPAT	C3480	NA	NA	10	124	38
OUTPAT	C3481	NA	NA	10	474	40
OUTPAT	C3482	NA	NA	10	1669	86
OUTPAT	C3483	NA	NA	10	63	7
OUTPAT	C3485	NA	NA	10	108	8
OUTPAT	C3486	NA	NA	10	743	37
OUTPAT	C3489	NA	NA	10	315	28
OUTPAT	C349	C349	NA	10	51	7
OUTPAT	C3490	NA	NA	10	633	126
OUTPAT	C3491	NA	NA	10	316	24
OUTPAT	C3492	NA	NA	10	637	43
OUTPAT	C3496	NA	NA	10	106	13
OUTPAT	C3497	NA	NA	10	39	8
OUTPAT	C3499	NA	NA	10	351	83
OUTPAT	C37	NA	NA	10	645	14
OUTPAT	C381	NA	NA	10	43	10
OUTPAT	C384	NA	NA	10	54	9
OUTPAT	C4020	NA	NA	10	43	8
OUTPAT	C4021	NA	NA	10	370	9
OUTPAT	C4022	NA	NA	10	69	9
OUTPAT	C4029	NA	NA	10	157	7
OUTPAT	C43	NA	NA	10	15	10
OUTPAT	C4300	NA	NA	10	29	18
OUTPAT	C4311	NA	NA	10	36	6
OUTPAT	C4312	NA	NA	10	63	6
OUTPAT	C4320	NA	NA	10	124	12
OUTPAT	C4322	NA	NA	10	116	7
OUTPAT	C4329	NA	NA	10	58	8
OUTPAT	C4330	NA	NA	10	337	38
OUTPAT	C4331	NA	NA	10	107	27
OUTPAT	C4332	NA	NA	10	185	27
OUTPAT	C4333	NA	NA	10	86	11
OUTPAT	C4339	NA	NA	10	231	29
OUTPAT	C4340	NA	NA	10	197	15
OUTPAT	C4341	NA	NA	10	72	9
OUTPAT	C4342	NA	NA	10	257	21
OUTPAT	C4343	NA	NA	10	52	10
OUTPAT	C4349	NA	NA	10	88	17
OUTPAT	C435	C435	NA	10	22	12
OUTPAT	C435	NA	NA	10	38	11
OUTPAT	C4350	C4350	NA	10	18	9
OUTPAT	C4350	NA	NA	10	840	120
OUTPAT	C4351	NA	NA	10	244	44
OUTPAT	C4352	NA	NA	10	1595	184
OUTPAT	C4353	NA	NA	10	791	58
OUTPAT	C4359	NA	NA	10	1235	114
OUTPAT	C436	C436	NA	10	14	8
OUTPAT	C436	NA	NA	10	10	6
OUTPAT	C4360	NA	NA	10	344	65
OUTPAT	C4361	NA	NA	10	69	14
OUTPAT	C4362	NA	NA	10	524	100
OUTPAT	C4363	NA	NA	10	609	35
OUTPAT	C4369	NA	NA	10	477	52
OUTPAT	C437	C437	NA	10	20	8
OUTPAT	C437	NA	NA	10	27	7
OUTPAT	C4370	NA	NA	10	695	82
OUTPAT	C4371	NA	NA	10	129	13
OUTPAT	C4372	NA	NA	10	526	75
OUTPAT	C4373	NA	NA	10	594	29
OUTPAT	C4374	NA	NA	10	278	16
OUTPAT	C4379	NA	NA	10	883	62
OUTPAT	C4389	NA	NA	10	36	6
OUTPAT	C4390	NA	NA	10	54	15
OUTPAT	C4399	NA	NA	10	610	52
OUTPAT	C44	NA	NA	10	13	11
OUTPAT	C4400	NA	NA	10	63	17
OUTPAT	C4401	NA	NA	10	147	40
OUTPAT	C4402	NA	NA	10	144	25
OUTPAT	C4409	NA	NA	10	15	7
OUTPAT	C4410	NA	NA	10	235	96
OUTPAT	C4411	NA	NA	10	1043	213
OUTPAT	C4412	NA	NA	10	60	12
OUTPAT	C4419	NA	NA	10	128	28
OUTPAT	C4420	NA	NA	10	78	25
OUTPAT	C4421	NA	NA	10	772	202
OUTPAT	C4422	NA	NA	10	649	82
OUTPAT	C4429	NA	NA	10	166	28
OUTPAT	C443	C443	NA	10	44	24
OUTPAT	C443	NA	NA	10	56	19
OUTPAT	C4430	C4430	NA	10	30	13
OUTPAT	C4430	NA	NA	10	552	245
OUTPAT	C4431	C4431	NA	10	58	24
OUTPAT	C4431	NA	NA	10	9469	2055
OUTPAT	C4432	NA	NA	10	2495	354
OUTPAT	C4439	NA	NA	10	529	124
OUTPAT	C4440	NA	NA	10	95	41
OUTPAT	C4441	NA	NA	10	1389	341
OUTPAT	C4442	NA	NA	10	511	73
OUTPAT	C4449	NA	NA	10	168	14
OUTPAT	C445	C445	NA	10	6	6
OUTPAT	C4450	NA	NA	10	230	89
OUTPAT	C4451	C4451	NA	10	18	6
OUTPAT	C4451	NA	NA	10	2377	670
OUTPAT	C4452	NA	NA	10	385	86
OUTPAT	C4459	NA	NA	10	285	33
OUTPAT	C4460	NA	NA	10	65	22
OUTPAT	C4461	NA	NA	10	770	193
OUTPAT	C4462	NA	NA	10	404	67
OUTPAT	C4469	NA	NA	10	30	12
OUTPAT	C4470	NA	NA	10	62	20
OUTPAT	C4471	NA	NA	10	617	160
OUTPAT	C4472	NA	NA	10	325	59
OUTPAT	C4479	NA	NA	10	47	14
OUTPAT	C4480	NA	NA	10	13	8
OUTPAT	C4481	NA	NA	10	447	98
OUTPAT	C4490	NA	NA	10	40	15
OUTPAT	C4491	NA	NA	10	163	43
OUTPAT	C4492	NA	NA	10	50	9
OUTPAT	C4499	NA	NA	10	94	26
OUTPAT	C450	NA	NA	10	1348	50
OUTPAT	C459	NA	NA	10	22	9
OUTPAT	C4800	NA	NA	10	92	9
OUTPAT	C4802	NA	NA	10	95	8
OUTPAT	C4809	NA	NA	10	139	10
OUTPAT	C4819	NA	NA	10	104	6
OUTPAT	C4829	NA	NA	10	28	7
OUTPAT	C4889	NA	NA	10	654	21
OUTPAT	C4900	NA	NA	10	40	7
OUTPAT	C4910	NA	NA	10	69	9
OUTPAT	C4919	NA	NA	10	181	8
OUTPAT	C4920	NA	NA	10	488	31
OUTPAT	C4922	NA	NA	10	392	22
OUTPAT	C4923	NA	NA	10	344	10
OUTPAT	C4925	NA	NA	10	183	7
OUTPAT	C4929	NA	NA	10	678	34
OUTPAT	C4930	NA	NA	10	121	8
OUTPAT	C4939	NA	NA	10	551	19
OUTPAT	C4940	NA	NA	10	64	7
OUTPAT	C4942	NA	NA	10	171	6
OUTPAT	C4949	NA	NA	10	751	21
OUTPAT	C4990	NA	NA	10	34	6
OUTPAT	C4999	NA	NA	10	78	8
OUTPAT	C50	C50	NA	10	56	11
OUTPAT	C50	NA	NA	10	170	90
OUTPAT	C5000	NA	NA	10	356	104
OUTPAT	C5001	NA	NA	10	747	38
OUTPAT	C5002	NA	NA	10	74	8
OUTPAT	C5009	NA	NA	10	60	17
OUTPAT	C501	C501	NA	10	59	9
OUTPAT	C501	NA	NA	10	28	6
OUTPAT	C5010	NA	NA	10	493	69
OUTPAT	C5011	C5011	NA	10	66	11
OUTPAT	C5011	NA	NA	10	9641	351
OUTPAT	C5012	NA	NA	10	2682	90
OUTPAT	C5019	NA	NA	10	1168	81
OUTPAT	C502	C502	NA	10	262	24
OUTPAT	C502	NA	NA	10	41	16
OUTPAT	C5020	C5020	NA	10	15	8
OUTPAT	C5020	NA	NA	10	695	92
OUTPAT	C5021	C5021	NA	10	303	36
OUTPAT	C5021	NA	NA	10	18196	585
OUTPAT	C5022	C5022	NA	10	46	6
OUTPAT	C5022	NA	NA	10	3417	131
OUTPAT	C5029	C5029	NA	10	58	7
OUTPAT	C5029	NA	NA	10	2450	122
OUTPAT	C503	C503	NA	10	11	7
OUTPAT	C5030	NA	NA	10	222	27
OUTPAT	C5031	C5031	NA	10	98	7
OUTPAT	C5031	NA	NA	10	9486	277
OUTPAT	C5032	NA	NA	10	737	40
OUTPAT	C5039	NA	NA	10	808	54
OUTPAT	C504	C504	NA	10	692	73
OUTPAT	C504	NA	NA	10	217	43
OUTPAT	C5040	C5040	NA	10	73	15
OUTPAT	C5040	NA	NA	10	2877	500
OUTPAT	C5041	C5041	NA	10	663	91
OUTPAT	C5041	NA	NA	10	61975	1900
OUTPAT	C5042	C5042	NA	10	128	15
OUTPAT	C5042	NA	NA	10	11965	432
OUTPAT	C5049	C5049	NA	10	32	10
OUTPAT	C5049	NA	NA	10	6851	387
OUTPAT	C505	C505	NA	10	66	17
OUTPAT	C505	NA	NA	10	124	15
OUTPAT	C5050	NA	NA	10	481	47
OUTPAT	C5051	C5051	NA	10	114	19
OUTPAT	C5051	NA	NA	10	13265	399
OUTPAT	C5052	NA	NA	10	2486	82
OUTPAT	C5059	NA	NA	10	1419	93
OUTPAT	C5061	NA	NA	10	564	17
OUTPAT	C5069	NA	NA	10	40	6
OUTPAT	C508	NA	NA	10	29	9
OUTPAT	C5080	NA	NA	10	376	66
OUTPAT	C5081	C5081	NA	10	83	8
OUTPAT	C5081	NA	NA	10	15067	431
OUTPAT	C5082	NA	NA	10	6287	178
OUTPAT	C5089	NA	NA	10	2479	138
OUTPAT	C509	C509	NA	10	218	35
OUTPAT	C509	NA	NA	10	39	10
OUTPAT	C5090	C5090	NA	10	82	21
OUTPAT	C5090	NA	NA	10	1895	353
OUTPAT	C5091	C5091	NA	10	78	11
OUTPAT	C5091	NA	NA	10	5520	317
OUTPAT	C5092	NA	NA	10	1352	85
OUTPAT	C5093	NA	NA	10	1295	53
OUTPAT	C5099	C5099	NA	10	46	13
OUTPAT	C5099	NA	NA	10	5121	568
OUTPAT	C5100	NA	NA	10	44	13
OUTPAT	C5101	NA	NA	10	581	24
OUTPAT	C5111	NA	NA	10	345	20
OUTPAT	C5121	NA	NA	10	409	9
OUTPAT	C5181	NA	NA	10	187	17
OUTPAT	C5189	NA	NA	10	84	8
OUTPAT	C519	NA	NA	10	51	14
OUTPAT	C5290	NA	NA	10	139	6
OUTPAT	C5291	NA	NA	10	661	10
OUTPAT	C5300	NA	NA	10	67	9
OUTPAT	C5301	NA	NA	10	620	27
OUTPAT	C5302	NA	NA	10	1039	35
OUTPAT	C5309	NA	NA	10	89	9
OUTPAT	C5310	NA	NA	10	73	7
OUTPAT	C5311	NA	NA	10	1338	39
OUTPAT	C5312	NA	NA	10	370	14
OUTPAT	C5389	NA	NA	10	395	6
OUTPAT	C5390	NA	NA	10	24	12
OUTPAT	C5399	NA	NA	10	22	6
OUTPAT	C540	NA	NA	10	44	14
OUTPAT	C541	C541	NA	10	25	6
OUTPAT	C541	NA	NA	10	8	7
OUTPAT	C5410	NA	NA	10	143	44
OUTPAT	C5411	C5411	NA	10	81	16
OUTPAT	C5411	NA	NA	10	8568	451
OUTPAT	C5412	NA	NA	10	112	18
OUTPAT	C5413	NA	NA	10	294	18
OUTPAT	C5414	NA	NA	10	1018	39
OUTPAT	C5419	NA	NA	10	413	34
OUTPAT	C5421	NA	NA	10	406	16
OUTPAT	C5422	NA	NA	10	270	14
OUTPAT	C5423	NA	NA	10	236	12
OUTPAT	C5429	NA	NA	10	123	13
OUTPAT	C548	NA	NA	10	137	6
OUTPAT	C549	NA	NA	10	174	43
OUTPAT	C55	NA	NA	10	6	6
OUTPAT	C56	NA	NA	10	18	8
OUTPAT	C5600	NA	NA	10	629	103
OUTPAT	C567	C567	NA	10	18	7
OUTPAT	C5671	C5671	NA	10	56	11
OUTPAT	C5671	NA	NA	10	7637	174
OUTPAT	C5672	NA	NA	10	308	23
OUTPAT	C5673	NA	NA	10	1039	38
OUTPAT	C5674	NA	NA	10	740	21
OUTPAT	C5679	NA	NA	10	465	34
OUTPAT	C5691	NA	NA	10	196	16
OUTPAT	C5692	NA	NA	10	492	34
OUTPAT	C5698	NA	NA	10	445	42
OUTPAT	C570	NA	NA	10	2436	69
OUTPAT	C578	NA	NA	10	459	24
OUTPAT	C579	NA	NA	10	778	51
OUTPAT	C600	NA	NA	10	29	7
OUTPAT	C601	NA	NA	10	245	18
OUTPAT	C609	NA	NA	10	84	16
OUTPAT	C61	C61	NA	10	935	172
OUTPAT	C61	NA	NA	10	104709	3491
OUTPAT	C6210	NA	NA	10	124	17
OUTPAT	C6211	NA	NA	10	748	48
OUTPAT	C6212	NA	NA	10	385	25
OUTPAT	C6219	NA	NA	10	270	16
OUTPAT	C6290	NA	NA	10	30	12
OUTPAT	C6299	NA	NA	10	31	10
OUTPAT	C64	C64	NA	10	33	7
OUTPAT	C64	NA	NA	10	32	15
OUTPAT	C648	C648	NA	10	45	9
OUTPAT	C648	NA	NA	10	16	8
OUTPAT	C6480	NA	NA	10	950	20
OUTPAT	C6488	C6488	NA	10	119	23
OUTPAT	C6488	NA	NA	10	10206	607
OUTPAT	C65	C65	NA	10	16	6
OUTPAT	C65	NA	NA	10	926	56
OUTPAT	C66	NA	NA	10	535	35
OUTPAT	C67	C67	NA	10	17	7
OUTPAT	C670	NA	NA	10	257	66
OUTPAT	C671	NA	NA	10	98	18
OUTPAT	C672	C672	NA	10	24	12
OUTPAT	C672	NA	NA	10	2265	196
OUTPAT	C673	NA	NA	10	143	18
OUTPAT	C674	NA	NA	10	318	25
OUTPAT	C675	NA	NA	10	25	8
OUTPAT	C678	C678	NA	10	36	13
OUTPAT	C678	NA	NA	10	10422	505
OUTPAT	C679	C679	NA	10	56	19
OUTPAT	C679	NA	NA	10	4082	341
OUTPAT	C680	NA	NA	10	278	11
OUTPAT	C688	NA	NA	10	72	8
OUTPAT	C689	NA	NA	10	27	8
OUTPAT	C6902	NA	NA	10	186	7
OUTPAT	C6930	NA	NA	10	1116	51
OUTPAT	C6932	NA	NA	10	361	26
OUTPAT	C6939	NA	NA	10	13	6
OUTPAT	C6940	NA	NA	10	48	8
OUTPAT	C7100	NA	NA	10	50	22
OUTPAT	C7101	NA	NA	10	32	8
OUTPAT	C7109	NA	NA	10	150	6
OUTPAT	C7110	NA	NA	10	746	68
OUTPAT	C7111	NA	NA	10	1997	44
OUTPAT	C7112	NA	NA	10	1099	33
OUTPAT	C7113	NA	NA	10	1141	32
OUTPAT	C7119	NA	NA	10	135	17
OUTPAT	C7120	NA	NA	10	534	37
OUTPAT	C7121	NA	NA	10	614	18
OUTPAT	C7122	NA	NA	10	728	16
OUTPAT	C7123	NA	NA	10	1165	30
OUTPAT	C7129	NA	NA	10	104	11
OUTPAT	C7130	NA	NA	10	84	16
OUTPAT	C7131	NA	NA	10	123	7
OUTPAT	C7133	NA	NA	10	452	12
OUTPAT	C7139	NA	NA	10	137	7
OUTPAT	C7140	NA	NA	10	11	6
OUTPAT	C7160	NA	NA	10	29	7
OUTPAT	C7183	NA	NA	10	101	9
OUTPAT	C7190	NA	NA	10	85	31
OUTPAT	C7193	NA	NA	10	125	6
OUTPAT	C7199	NA	NA	10	319	20
OUTPAT	C73	C73	NA	10	43	12
OUTPAT	C73	NA	NA	10	24	9
OUTPAT	C739	C739	NA	10	41	13
OUTPAT	C7390	C7390	NA	10	26	6
OUTPAT	C7390	NA	NA	10	228	48
OUTPAT	C7391	C7391	NA	10	83	31
OUTPAT	C7391	NA	NA	10	8406	379
OUTPAT	C7392	NA	NA	10	1148	64
OUTPAT	C7394	NA	NA	10	499	12
OUTPAT	C7399	NA	NA	10	301	44
OUTPAT	C740	NA	NA	10	347	14
OUTPAT	C741	NA	NA	10	634	13
OUTPAT	C749	NA	NA	10	167	13
OUTPAT	C750	NA	NA	10	88	7
OUTPAT	C760	NA	NA	10	83	12
OUTPAT	C761	NA	NA	10	17	10
OUTPAT	C762	NA	NA	10	314	27
OUTPAT	C763	NA	NA	10	29	8
OUTPAT	C768	NA	NA	10	91	11
OUTPAT	C770	NA	NA	10	3056	125
OUTPAT	C771	NA	NA	10	499	49
OUTPAT	C772	NA	NA	10	1750	112
OUTPAT	C773	NA	NA	10	1391	69
OUTPAT	C774	NA	NA	10	549	27
OUTPAT	C775	NA	NA	10	901	58
OUTPAT	C778	NA	NA	10	1353	81
OUTPAT	C779	NA	NA	10	289	24
OUTPAT	C780	NA	NA	10	7388	408
OUTPAT	C781	NA	NA	10	320	23
OUTPAT	C782	NA	NA	10	980	65
OUTPAT	C784	NA	NA	10	102	8
OUTPAT	C785	NA	NA	10	107	12
OUTPAT	C786	NA	NA	10	2798	172
OUTPAT	C787	NA	NA	10	10648	543
OUTPAT	C788	NA	NA	10	441	57
OUTPAT	C790	NA	NA	10	179	19
OUTPAT	C792	NA	NA	10	381	31
OUTPAT	C7930	NA	NA	10	2031	198
OUTPAT	C7931	NA	NA	10	324	32
OUTPAT	C7939	NA	NA	10	331	24
OUTPAT	C7940	NA	NA	10	76	8
OUTPAT	C795	NA	NA	10	8920	470
OUTPAT	C796	NA	NA	10	149	9
OUTPAT	C797	NA	NA	10	360	29
OUTPAT	C798	NA	NA	10	22144	920
OUTPAT	C8090	NA	NA	10	126	25
OUTPAT	C8091	NA	NA	10	133	10
OUTPAT	C8092	NA	NA	10	228	14
OUTPAT	C8098	NA	NA	10	127	12
OUTPAT	C8099	NA	NA	10	64	17
OUTPAT	C810	C810	NA	10	52	6
OUTPAT	C810	NA	NA	10	868	38
OUTPAT	C811	C811	NA	10	144	13
OUTPAT	C811	NA	NA	10	2702	85
OUTPAT	C812	NA	NA	10	728	24
OUTPAT	C817	NA	NA	10	406	22
OUTPAT	C819	NA	NA	10	511	54
OUTPAT	C8200	NA	NA	10	503	51
OUTPAT	C8201	NA	NA	10	1182	59
OUTPAT	C821	NA	NA	10	3697	133
OUTPAT	C822	NA	NA	10	1333	56
OUTPAT	C827	NA	NA	10	179	8
OUTPAT	C829	C829	NA	10	60	6
OUTPAT	C829	NA	NA	10	451	58
OUTPAT	C8300	NA	NA	10	750	54
OUTPAT	C8301	NA	NA	10	127	14
OUTPAT	C831	NA	NA	10	3611	78
OUTPAT	C832	NA	NA	10	75	6
OUTPAT	C833	C833	NA	10	77	9
OUTPAT	C8331	C8331	NA	10	38	8
OUTPAT	C8331	NA	NA	10	9840	324
OUTPAT	C8332	NA	NA	10	84	9
OUTPAT	C8333	NA	NA	10	180	8
OUTPAT	C8334	NA	NA	10	168	10
OUTPAT	C8335	NA	NA	10	438	14
OUTPAT	C8339	NA	NA	10	492	41
OUTPAT	C8380	NA	NA	10	2123	66
OUTPAT	C8389	NA	NA	10	50	10
OUTPAT	C839	NA	NA	10	484	57
OUTPAT	C840	NA	NA	10	1644	35
OUTPAT	C8443	NA	NA	10	142	7
OUTPAT	C8449	NA	NA	10	138	11
OUTPAT	C8451	NA	NA	10	209	13
OUTPAT	C8459	NA	NA	10	664	22
OUTPAT	C850	NA	NA	10	32	7
OUTPAT	C851	NA	NA	10	393	55
OUTPAT	C857	NA	NA	10	244	10
OUTPAT	C859	NA	NA	10	717	105
OUTPAT	C880	NA	NA	10	1661	48
OUTPAT	C900	C900	NA	10	109	8
OUTPAT	C900	NA	NA	10	18487	246
OUTPAT	C901	NA	NA	10	43	6
OUTPAT	C902	NA	NA	10	638	15
OUTPAT	C910	C910	NA	10	66	9
OUTPAT	C910	NA	NA	10	4336	56
OUTPAT	C911	C911	NA	10	49	15
OUTPAT	C911	NA	NA	10	8226	224
OUTPAT	C914	NA	NA	10	800	18
OUTPAT	C917	NA	NA	10	325	22
OUTPAT	C919	NA	NA	10	92	25
OUTPAT	C920	NA	NA	10	3513	73
OUTPAT	C921	NA	NA	10	2857	56
OUTPAT	C924	NA	NA	10	290	6
OUTPAT	C950	NA	NA	10	53	16
OUTPAT	C951	NA	NA	10	29	6
OUTPAT	C959	NA	NA	10	78	13
OUTPAT	C969	NA	NA	10	93	17
OUTPAT	D0009	NA	NA	10	19	6
OUTPAT	D020	NA	NA	10	36	6
OUTPAT	D032	NA	NA	10	32	6
OUTPAT	D0330	NA	NA	10	9	6
OUTPAT	D0331	NA	NA	10	278	59
OUTPAT	D034	NA	NA	10	30	12
OUTPAT	D035	NA	NA	10	217	76
OUTPAT	D036	NA	NA	10	100	35
OUTPAT	D037	NA	NA	10	177	38
OUTPAT	D039	NA	NA	10	71	13
OUTPAT	D040	NA	NA	10	50	16
OUTPAT	D041	NA	NA	10	22	10
OUTPAT	D042	NA	NA	10	344	80
OUTPAT	D043	NA	NA	10	1609	488
OUTPAT	D044	NA	NA	10	457	129
OUTPAT	D045	NA	NA	10	780	182
OUTPAT	D046	NA	NA	10	641	128
OUTPAT	D047	NA	NA	10	570	116
OUTPAT	D048	NA	NA	10	153	29
OUTPAT	D049	NA	NA	10	134	39
OUTPAT	D050	NA	NA	10	348	52
OUTPAT	D051	D051	NA	10	78	16
OUTPAT	D051	NA	NA	10	7341	495
OUTPAT	D057	NA	NA	10	170	13
OUTPAT	D059	NA	NA	10	276	43
OUTPAT	D060	NA	NA	10	296	74
OUTPAT	D061	NA	NA	10	178	36
OUTPAT	D069	NA	NA	10	51	20
OUTPAT	D070	NA	NA	10	87	25
OUTPAT	D071	NA	NA	10	207	26
OUTPAT	D074	NA	NA	10	36	6
OUTPAT	D090	NA	NA	10	38	7
OUTPAT	D1000	NA	NA	10	27	22
OUTPAT	D1001	NA	NA	10	14	10
OUTPAT	D1003	NA	NA	10	23	14
OUTPAT	D1004	NA	NA	10	59	31
OUTPAT	D1009	NA	NA	10	92	51
OUTPAT	D1010	NA	NA	10	41	20
OUTPAT	D1011	NA	NA	10	31	19
OUTPAT	D1012	NA	NA	10	111	37
OUTPAT	D1014	NA	NA	10	22	6
OUTPAT	D1019	NA	NA	10	152	73
OUTPAT	D102	NA	NA	10	54	19
OUTPAT	D1030	NA	NA	10	106	50
OUTPAT	D1033	NA	NA	10	84	9
OUTPAT	D1034	NA	NA	10	59	12
OUTPAT	D1035	NA	NA	10	60	18
OUTPAT	D1036	NA	NA	10	15	9
OUTPAT	D1039	D1039	NA	10	9	7
OUTPAT	D1039	NA	NA	10	182	99
OUTPAT	D104	NA	NA	10	151	81
OUTPAT	D105	NA	NA	10	104	50
OUTPAT	D106	NA	NA	10	121	40
OUTPAT	D107	NA	NA	10	99	25
OUTPAT	D109	NA	NA	10	64	29
OUTPAT	D110	D110	NA	10	58	21
OUTPAT	D110	NA	NA	10	2206	471
OUTPAT	D1170	NA	NA	10	224	59
OUTPAT	D119	NA	NA	10	35	17
OUTPAT	D12	NA	NA	10	35	32
OUTPAT	D120	D120	NA	10	6	6
OUTPAT	D120	NA	NA	10	1332	627
