SOURCE	CODE1	CODE2	CODE3	vocabulary	n_events	n_patients
CANC	C384	9052	3	canc	17	17
CANC	C402	9180	3	canc	8	8
CANC	C402	9220	3	canc	6	6
CANC	C420	9761	3	canc	25	25
CANC	C421	9591	3	canc	6	6
CANC	C421	9673	3	canc	16	16
CANC	C421	9680	3	canc	12	12
CANC	C421	9691	3	canc	10	10
CANC	C421	9731	3	canc	6	6
CANC	C421	9732	3	canc	171	171
CANC	C421	9811	3	canc	10	10
CANC	C421	9823	3	canc	141	141
CANC	C421	9835	3	canc	26	26
CANC	C421	9861	3	canc	47	47
CANC	C421	9863	3	canc	22	22
CANC	C421	9940	3	canc	14	14
CANC	C421	9945	3	canc	12	12
CANC	C421	9950	3	canc	58	58
CANC	C421	9960	3	canc	25	25
CANC	C421	9961	3	canc	37	37
CANC	C421	9962	3	canc	58	58
CANC	C421	9983	3	canc	7	7
CANC	C421	9989	3	canc	37	37
CANC	C422	9680	3	canc	6	6
CANC	C440	8070	3	canc	10	10
CANC	C440	8090	3	canc	39	39
CANC	C441	8090	3	canc	129	129
CANC	C442	8070	3	canc	60	60
CANC	C442	8090	3	canc	110	110
CANC	C442	8720	3	canc	10	10
CANC	C443	8070	3	canc	133	133
CANC	C443	8090	3	canc	1044	1031
CANC	C443	8097	3	canc	12	12
CANC	C443	8720	3	canc	32	32
CANC	C444	8070	3	canc	30	30
CANC	C444	8090	3	canc	195	195
CANC	C444	8720	3	canc	19	19
CANC	C445	8070	3	canc	46	46
CANC	C445	8090	3	canc	474	471
CANC	C445	8720	2	canc	6	6
CANC	C445	8720	3	canc	191	191
CANC	C445	8721	3	canc	7	7
CANC	C445	8743	3	canc	21	21
CANC	C445	8832	3	canc	8	8
CANC	C445	9700	3	canc	11	11
CANC	C446	8070	3	canc	32	32
CANC	C446	8090	3	canc	105	105
CANC	C446	8720	2	canc	6	6
CANC	C446	8720	3	canc	91	91
CANC	C446	8743	3	canc	14	14
CANC	C447	8070	3	canc	24	24
CANC	C447	8090	3	canc	80	79
CANC	C447	8720	3	canc	102	102
CANC	C447	8721	3	canc	7	7
CANC	C447	8743	3	canc	13	13
CANC	C448	8090	3	canc	8	8
CANC	C449	8070	3	canc	293	293
CANC	C449	8071	3	canc	9	9
CANC	C449	8090	3	canc	2016	1996
CANC	C449	8091	3	canc	49	49
CANC	C449	8092	3	canc	7	7
CANC	C449	8094	3	canc	15	15
CANC	C449	8097	3	canc	186	186
CANC	C449	8720	2	canc	50	50
CANC	C449	8720	3	canc	205	205
CANC	C449	8721	3	canc	9	9
CANC	C449	8742	2	canc	26	26
CANC	C449	8742	3	canc	11	11
CANC	C449	8743	3	canc	47	47
CANC	C449	9700	3	canc	12	12
CANC	C482	8461	3	canc	7	7
CANC	C492	8850	3	canc	16	16
CANC	C492	8890	3	canc	7	7
CANC	C501	8500	3	canc	88	88
CANC	C501	8520	3	canc	21	21
CANC	C502	8480	3	canc	7	7
CANC	C502	8500	2	canc	7	7
CANC	C502	8500	3	canc	195	195
CANC	C502	8520	3	canc	44	44
CANC	C502	8522	3	canc	7	7
CANC	C503	8500	3	canc	102	102
CANC	C503	8520	3	canc	14	14
CANC	C504	8211	3	canc	10	10
CANC	C504	8480	3	canc	13	13
CANC	C504	8500	2	canc	20	20
CANC	C504	8500	3	canc	614	614
CANC	C504	8507	3	canc	11	11
CANC	C504	8520	3	canc	159	159
CANC	C504	8522	3	canc	39	39
CANC	C504	8523	3	canc	13	13
CANC	C504	8524	3	canc	6	6
CANC	C505	8480	3	canc	6	6
CANC	C505	8500	2	canc	9	9
CANC	C505	8500	3	canc	152	152
CANC	C505	8520	3	canc	25	25
CANC	C505	8522	3	canc	9	9
CANC	C508	8500	3	canc	85	85
CANC	C508	8520	3	canc	32	32
CANC	C509	8000	3	canc	11	11
CANC	C509	8010	3	canc	49	48
CANC	C509	8140	3	canc	21	21
CANC	C509	8211	3	canc	18	18
CANC	C509	8401	3	canc	6	6
CANC	C509	8480	3	canc	39	39
CANC	C509	8500	2	canc	283	281
CANC	C509	8500	3	canc	1580	1548
CANC	C509	8503	2	canc	17	17
CANC	C509	8507	3	canc	12	12
CANC	C509	8510	3	canc	18	18
CANC	C509	8520	2	canc	22	22
CANC	C509	8520	3	canc	359	356
CANC	C509	8522	3	canc	49	49
CANC	C509	8523	3	canc	13	13
CANC	C509	8524	3	canc	8	8
CANC	C509	8543	3	canc	6	6
CANC	C509	9020	3	canc	6	6
CANC	C510	8070	3	canc	7	7
CANC	C519	8070	3	canc	30	30
CANC	C519	8071	2	canc	12	12
CANC	C519	8077	2	canc	25	25
CANC	C529	8070	3	canc	10	10
CANC	C529	8077	2	canc	18	18
CANC	C530	8140	2	canc	6	6
CANC	C530	8140	3	canc	9	9
CANC	C531	8077	2	canc	30	30
CANC	C539	6666	0	canc	251	251
CANC	C539	8070	2	canc	105	105
CANC	C539	8070	3	canc	34	34
CANC	C539	8076	3	canc	8	8
CANC	C539	8077	2	canc	445	445
CANC	C539	8140	2	canc	31	31
CANC	C539	8140	3	canc	23	23
CANC	C541	8140	3	canc	10	10
CANC	C541	8310	3	canc	9	9
CANC	C541	8380	2	canc	54	54
CANC	C541	8380	3	canc	286	286
CANC	C541	8441	3	canc	26	26
CANC	C542	8890	3	canc	6	6
CANC	C549	8380	3	canc	129	129
CANC	C549	8890	3	canc	10	10
CANC	C569	8000	3	canc	7	7
CANC	C569	8310	3	canc	22	22
CANC	C569	8380	3	canc	34	34
CANC	C569	8441	3	canc	43	43
CANC	C569	8442	1	canc	53	53
CANC	C569	8460	3	canc	16	16
CANC	C569	8461	3	canc	90	90
CANC	C569	8470	3	canc	9	9
CANC	C569	8472	1	canc	39	39
CANC	C569	8480	3	canc	10	10
CANC	C569	8620	1	canc	11	11
CANC	C569	8620	3	canc	24	24
CANC	C570	8461	3	canc	44	44
CANC	C574	8461	3	canc	10	10
CANC	C609	8070	3	canc	10	10
CANC	C619	8000	3	canc	24	24
CANC	C619	8010	3	canc	12	12
CANC	C619	8140	2	canc	7	7
CANC	C619	8140	3	canc	3293	3293
CANC	C619	8148	2	canc	40	40
CANC	C621	9061	3	canc	9	9
CANC	C629	9061	3	canc	40	40
CANC	C629	9070	3	canc	7	7
CANC	C629	9085	3	canc	12	12
CANC	C629	9680	3	canc	6	6
CANC	C649	8000	3	canc	20	20
CANC	C649	8010	3	canc	6	6
CANC	C649	8260	3	canc	63	63
CANC	C649	8310	3	canc	283	283
CANC	C649	8312	3	canc	194	193
CANC	C649	8317	3	canc	22	22
CANC	C649	8960	3	canc	7	7
CANC	C659	8120	3	canc	28	28
CANC	C659	8130	2	canc	6	6
CANC	C669	8120	3	canc	11	11
CANC	C671	8120	3	canc	7	7
CANC	C672	8120	3	canc	20	20
CANC	C672	8130	2	canc	15	15
CANC	C679	8000	3	canc	6	6
CANC	C679	8120	1	canc	10	10
CANC	C679	8120	2	canc	21	21
CANC	C679	8120	3	canc	382	382
CANC	C679	8130	1	canc	23	23
CANC	C679	8130	2	canc	138	138
CANC	C679	8130	3	canc	41	41
CANC	C689	8120	3	canc	6	6
CANC	C693	8720	3	canc	18	18
CANC	C699	8720	3	canc	10	10
CANC	C700	8000	0	canc	9	9
CANC	C700	9530	0	canc	175	175
CANC	C700	9531	0	canc	24	24
CANC	C700	9532	0	canc	9	9
CANC	C700	9537	0	canc	14	14
CANC	C700	9539	1	canc	19	19
CANC	C701	9530	0	canc	13	13
CANC	C709	9530	0	canc	40	37
CANC	C711	9382	3	canc	7	7
CANC	C711	9400	3	canc	6	6
CANC	C711	9401	3	canc	6	6
CANC	C711	9440	3	canc	16	16
CANC	C711	9450	3	canc	10	10
CANC	C712	9440	3	canc	18	18
CANC	C713	9440	3	canc	8	8
CANC	C716	9161	1	canc	7	7
CANC	C719	8000	3	canc	6	6
CANC	C719	9380	3	canc	7	7
CANC	C719	9400	3	canc	7	7
CANC	C719	9421	1	canc	6	6
CANC	C719	9440	3	canc	25	25
CANC	C719	9680	3	canc	16	16
CANC	C720	9391	3	canc	7	7
CANC	C720	9560	0	canc	19	19
CANC	C724	9560	0	canc	40	40
CANC	C739	8000	3	canc	7	7
CANC	C739	8260	3	canc	343	343
CANC	C739	8290	3	canc	6	6
CANC	C739	8330	3	canc	43	43
CANC	C739	8340	3	canc	18	18
CANC	C739	8341	3	canc	24	24
CANC	C739	8345	3	canc	6	6
CANC	C739	8510	3	canc	6	6
CANC	C740	8370	3	canc	8	8
CANC	C741	8700	3	canc	6	6
CANC	C752	9350	1	canc	7	7
CANC	C770	9591	3	canc	17	17
CANC	C770	9650	3	canc	7	7
CANC	C770	9663	3	canc	13	13
CANC	C770	9680	3	canc	8	8
CANC	C771	9591	3	canc	8	8
CANC	C771	9650	3	canc	6	6
CANC	C772	9591	3	canc	12	12
CANC	C772	9680	3	canc	7	7
CANC	C773	9591	3	canc	6	6
CANC	C774	9591	3	canc	6	6
CANC	C778	9591	3	canc	7	7
CANC	C778	9663	3	canc	13	13
CANC	C778	9673	3	canc	11	11
CANC	C778	9680	3	canc	48	48
CANC	C778	9691	3	canc	13	13
CANC	C778	9698	3	canc	9	9
CANC	C779	9591	3	canc	22	22
CANC	C779	9652	3	canc	8	8
CANC	C779	9663	3	canc	22	22
CANC	C779	9670	3	canc	6	6
CANC	C779	9673	3	canc	8	8
CANC	C779	9680	3	canc	70	70
CANC	C779	9690	3	canc	14	14
CANC	C779	9691	3	canc	27	27
CANC	C779	9695	3	canc	13	13
CANC	C779	9698	3	canc	12	12
CANC	C779	9823	3	canc	22	22
CANC	C809	8000	3	canc	45	45
CANC	C809	8010	3	canc	12	12
CANC	C809	8020	3	canc	6	6
CANC	C809	8070	3	canc	21	21
CANC	C809	8140	3	canc	25	25
CANC	C809	8246	3	canc	6	6
CANC	C809	8720	3	canc	8	8
CANC	C809	9680	3	canc	14	14
DEATH	1623A	NA	NA	9	11	11
DEATH	1850A	NA	NA	9	9	9
DEATH	2500A	NA	NA	9	15	15
DEATH	2507A	NA	NA	9	6	6
DEATH	3050A	NA	NA	9	11	11
DEATH	3310A	NA	NA	9	8	8
DEATH	4019X	NA	NA	9	20	20
DEATH	4100B	NA	NA	9	25	25
DEATH	4100C	NA	NA	9	16	16
DEATH	4100E	NA	NA	9	7	7
DEATH	4100X	NA	NA	9	32	32
DEATH	4109X	NA	NA	9	16	16
DEATH	4120X	NA	NA	9	10	10
DEATH	4140B	NA	NA	9	29	29
DEATH	4148X	NA	NA	9	12	12
DEATH	4151A	NA	NA	9	9	9
DEATH	4273A	NA	NA	9	8	8
DEATH	4349A	NA	NA	9	6	6
DEATH	4409X	NA	NA	9	6	6
DEATH	4413A	NA	NA	9	6	6
DEATH	4859X	NA	NA	9	33	33
DEATH	4912B	NA	NA	9	22	22
DEATH	A047	NA	NA	10	22	22
DEATH	A09	NA	NA	10	10	10
DEATH	A403	NA	NA	10	9	9
DEATH	A410	NA	NA	10	44	44
DEATH	A411	NA	NA	10	8	8
DEATH	A415	NA	NA	10	57	57
DEATH	A418	NA	NA	10	28	28
DEATH	A419	NA	NA	10	108	108
DEATH	A46	NA	NA	10	27	26
DEATH	A499	NA	NA	10	58	58
DEATH	B377	NA	NA	10	6	6
DEATH	B909	NA	NA	10	10	10
DEATH	C154	NA	NA	10	7	7
DEATH	C155	NA	NA	10	45	45
DEATH	C158	NA	NA	10	6	6
DEATH	C159	NA	NA	10	13	13
DEATH	C160	NA	NA	10	30	30
DEATH	C162	NA	NA	10	28	28
DEATH	C163	NA	NA	10	22	22
DEATH	C168	NA	NA	10	12	12
DEATH	C169	NA	NA	10	24	24
DEATH	C172	NA	NA	10	8	8
DEATH	C180	NA	NA	10	48	48
DEATH	C181	NA	NA	10	15	15
DEATH	C182	NA	NA	10	43	43
DEATH	C183	NA	NA	10	14	14
DEATH	C184	NA	NA	10	12	12
DEATH	C186	NA	NA	10	7	7
DEATH	C187	NA	NA	10	73	72
DEATH	C189	NA	NA	10	14	14
DEATH	C19	NA	NA	10	21	21
DEATH	C20	NA	NA	10	117	117
DEATH	C220	NA	NA	10	73	73
DEATH	C221	NA	NA	10	30	30
DEATH	C229	NA	NA	10	26	26
DEATH	C23	NA	NA	10	16	16
DEATH	C240	NA	NA	10	13	13
DEATH	C241	NA	NA	10	7	7
DEATH	C248	NA	NA	10	7	7
DEATH	C249	NA	NA	10	19	19
DEATH	C250	NA	NA	10	130	130
DEATH	C251	NA	NA	10	44	44
DEATH	C252	NA	NA	10	36	36
DEATH	C258	NA	NA	10	17	17
DEATH	C259	NA	NA	10	64	64
DEATH	C269	NA	NA	10	18	18
DEATH	C310	NA	NA	10	6	6
DEATH	C320	NA	NA	10	7	7
DEATH	C321	NA	NA	10	8	8
DEATH	C340	NA	NA	10	47	47
DEATH	C341	NA	NA	10	330	329
DEATH	C342	NA	NA	10	33	33
DEATH	C343	NA	NA	10	220	220
DEATH	C348	NA	NA	10	146	146
DEATH	C349	NA	NA	10	151	151
DEATH	C435	NA	NA	10	31	31
DEATH	C436	NA	NA	10	12	12
DEATH	C437	NA	NA	10	14	14
DEATH	C439	NA	NA	10	11	11
DEATH	C450	NA	NA	10	35	35
DEATH	C480	NA	NA	10	7	7
DEATH	C492	NA	NA	10	11	11
DEATH	C501	NA	NA	10	15	15
DEATH	C502	NA	NA	10	21	21
DEATH	C503	NA	NA	10	10	10
DEATH	C504	NA	NA	10	76	76
DEATH	C505	NA	NA	10	15	15
DEATH	C508	NA	NA	10	41	41
DEATH	C509	NA	NA	10	44	44
DEATH	C541	NA	NA	10	38	38
DEATH	C542	NA	NA	10	7	7
DEATH	C56	NA	NA	10	76	76
DEATH	C570	NA	NA	10	11	10
DEATH	C578	NA	NA	10	8	8
DEATH	C61	NA	NA	10	398	398
DEATH	C64	NA	NA	10	96	96
DEATH	C65	NA	NA	10	9	9
DEATH	C672	NA	NA	10	21	21
DEATH	C678	NA	NA	10	56	56
DEATH	C679	NA	NA	10	42	42
DEATH	C693	NA	NA	10	10	10
DEATH	C711	NA	NA	10	26	26
DEATH	C712	NA	NA	10	22	22
DEATH	C713	NA	NA	10	10	10
DEATH	C719	NA	NA	10	6	6
DEATH	C73	NA	NA	10	11	11
DEATH	C762	NA	NA	10	10	10
DEATH	C770	NA	NA	10	6	6
DEATH	C780	NA	NA	10	15	15
DEATH	C786	NA	NA	10	16	16
DEATH	C787	NA	NA	10	35	35
DEATH	C793	NA	NA	10	20	20
DEATH	C795	NA	NA	10	18	18
DEATH	C798	NA	NA	10	31	31
DEATH	C80	NA	NA	10	32	32
DEATH	C800	NA	NA	10	26	26
DEATH	C809	NA	NA	10	11	11
DEATH	C821	NA	NA	10	6	6
DEATH	C831	NA	NA	10	12	12
DEATH	C833	NA	NA	10	78	78
DEATH	C839	NA	NA	10	6	6
DEATH	C844	NA	NA	10	9	9
DEATH	C845	NA	NA	10	7	7
DEATH	C851	NA	NA	10	7	7
DEATH	C859	NA	NA	10	12	12
DEATH	C880	NA	NA	10	6	6
DEATH	C900	NA	NA	10	97	97
DEATH	C910	NA	NA	10	6	6
DEATH	C911	NA	NA	10	42	42
DEATH	C920	NA	NA	10	38	38
DEATH	D320	NA	NA	10	13	13
DEATH	D381	NA	NA	10	13	13
DEATH	D45	NA	NA	10	17	17
DEATH	D467	NA	NA	10	11	11
DEATH	D469	NA	NA	10	15	15
DEATH	D471	NA	NA	10	12	12
DEATH	D500	NA	NA	10	10	10
DEATH	D509	NA	NA	10	12	12
DEATH	D649	NA	NA	10	13	13
DEATH	D683	NA	NA	10	38	38
DEATH	E039	NA	NA	10	11	11
DEATH	E107	NA	NA	10	53	53
DEATH	E109	NA	NA	10	10	10
DEATH	E110	NA	NA	10	16	15
DEATH	E111	NA	NA	10	8	8
DEATH	E112	NA	NA	10	86	86
DEATH	E114	NA	NA	10	7	7
DEATH	E115	NA	NA	10	22	22
DEATH	E116	NA	NA	10	11	11
DEATH	E117	NA	NA	10	222	217
DEATH	E118	NA	NA	10	170	170
DEATH	E119	NA	NA	10	565	565
DEATH	E148	NA	NA	10	6	6
DEATH	E149	NA	NA	10	14	14
DEATH	E660	NA	NA	10	29	29
DEATH	E662	NA	NA	10	14	14
DEATH	E668	NA	NA	10	21	21
DEATH	E669	NA	NA	10	20	20
DEATH	E780	NA	NA	10	48	48
DEATH	E785	NA	NA	10	8	8
DEATH	E854	NA	NA	10	15	15
DEATH	E859	NA	NA	10	7	7
DEATH	E872	NA	NA	10	7	7
DEATH	F011	NA	NA	10	20	20
DEATH	F012	NA	NA	10	28	28
DEATH	F013	NA	NA	10	20	20
DEATH	F018	NA	NA	10	11	11
DEATH	F019	NA	NA	10	129	129
DEATH	F03	NA	NA	10	165	163
DEATH	F100	NA	NA	10	171	171
DEATH	F101	NA	NA	10	34	34
DEATH	F102	NA	NA	10	74	73
DEATH	F103	NA	NA	10	6	6
DEATH	F107	NA	NA	10	15	15
DEATH	F190	NA	NA	10	14	14
DEATH	F192	NA	NA	10	6	6
DEATH	F200	NA	NA	10	8	8
DEATH	F209	NA	NA	10	20	20
DEATH	F329	NA	NA	10	19	19
DEATH	G122	NA	NA	10	62	62
DEATH	G20	NA	NA	10	167	164
DEATH	G231	NA	NA	10	7	7
DEATH	G300	NA	NA	10	25	25
DEATH	G301	NA	NA	10	539	530
DEATH	G308	NA	NA	10	180	179
DEATH	G309	NA	NA	10	362	357
DEATH	G310	NA	NA	10	17	17
DEATH	G312	NA	NA	10	15	15
DEATH	G318	NA	NA	10	18	18
DEATH	G319	NA	NA	10	6	6
DEATH	G35	NA	NA	10	17	17
DEATH	G402	NA	NA	10	17	17
DEATH	G409	NA	NA	10	27	27
DEATH	G419	NA	NA	10	10	9
DEATH	G473	NA	NA	10	19	19
DEATH	G912	NA	NA	10	23	23
DEATH	G931	NA	NA	10	31	31
DEATH	I10	NA	NA	10	789	789
DEATH	I110	NA	NA	10	197	197
DEATH	I119	NA	NA	10	77	77
DEATH	I120	NA	NA	10	23	23
DEATH	I130	NA	NA	10	7	7
DEATH	I132	NA	NA	10	40	40
DEATH	I208	NA	NA	10	9	9
DEATH	I209	NA	NA	10	8	8
DEATH	I210	NA	NA	10	209	120
DEATH	I211	NA	NA	10	95	62
DEATH	I212	NA	NA	10	152	88
DEATH	I213	NA	NA	10	29	20
DEATH	I214	NA	NA	10	243	151
DEATH	I219	NA	NA	10	730	436
DEATH	I220	NA	NA	10	25	16
DEATH	I221	NA	NA	10	10	8
DEATH	I228	NA	NA	10	20	16
DEATH	I229	NA	NA	10	45	30
DEATH	I230	NA	NA	10	23	23
DEATH	I249	NA	NA	10	9	9
DEATH	I250	NA	NA	10	81	79
DEATH	I251	NA	NA	10	1733	1691
DEATH	I252	NA	NA	10	126	123
DEATH	I255	NA	NA	10	57	55
DEATH	I258	NA	NA	10	72	67
DEATH	I259	NA	NA	10	343	336
DEATH	I260	NA	NA	10	45	45
DEATH	I269	NA	NA	10	159	158
DEATH	I272	NA	NA	10	11	11
DEATH	I278	NA	NA	10	7	7
DEATH	I279	NA	NA	10	26	26
DEATH	I319	NA	NA	10	6	6
DEATH	I340	NA	NA	10	60	60
DEATH	I341	NA	NA	10	8	8
DEATH	I342	NA	NA	10	8	8
DEATH	I350	NA	NA	10	218	218
DEATH	I351	NA	NA	10	18	18
DEATH	I352	NA	NA	10	39	39
DEATH	I361	NA	NA	10	13	13
DEATH	I420	NA	NA	10	94	94
DEATH	I421	NA	NA	10	6	6
DEATH	I422	NA	NA	10	14	14
DEATH	I425	NA	NA	10	6	6
DEATH	I426	NA	NA	10	15	15
DEATH	I429	NA	NA	10	8	8
DEATH	I442	NA	NA	10	10	10
DEATH	I461	NA	NA	10	13	13
DEATH	I469	NA	NA	10	7	7
DEATH	I472	NA	NA	10	6	6
DEATH	I48	NA	NA	10	281	281
DEATH	I480	NA	NA	10	28	28
DEATH	I481	NA	NA	10	7	7
DEATH	I482	NA	NA	10	60	60
DEATH	I489	NA	NA	10	279	279
DEATH	I490	NA	NA	10	17	17
DEATH	I495	NA	NA	10	28	28
DEATH	I499	NA	NA	10	12	12
DEATH	I500	NA	NA	10	193	191
DEATH	I501	NA	NA	10	96	96
DEATH	I509	NA	NA	10	497	496
DEATH	I515	NA	NA	10	6	6
DEATH	I517	NA	NA	10	61	61
DEATH	I601	NA	NA	10	17	17
DEATH	I602	NA	NA	10	9	9
DEATH	I609	NA	NA	10	11	10
DEATH	I610	NA	NA	10	112	111
DEATH	I611	NA	NA	10	12	12
DEATH	I613	NA	NA	10	10	10
DEATH	I614	NA	NA	10	11	11
DEATH	I616	NA	NA	10	6	6
DEATH	I618	NA	NA	10	8	7
DEATH	I619	NA	NA	10	48	47
DEATH	I630	NA	NA	10	17	16
DEATH	I631	NA	NA	10	22	21
DEATH	I632	NA	NA	10	9	8
DEATH	I633	NA	NA	10	57	55
DEATH	I634	NA	NA	10	74	73
DEATH	I635	NA	NA	10	20	20
DEATH	I638	NA	NA	10	10	10
DEATH	I639	NA	NA	10	266	258
DEATH	I64	NA	NA	10	24	24
DEATH	I672	NA	NA	10	15	15
DEATH	I679	NA	NA	10	13	13
DEATH	I690	NA	NA	10	6	6
DEATH	I691	NA	NA	10	42	42
DEATH	I693	NA	NA	10	421	413
DEATH	I700	NA	NA	10	6	6
DEATH	I701	NA	NA	10	6	6
DEATH	I702	NA	NA	10	209	209
DEATH	I709	NA	NA	10	109	109
DEATH	I710	NA	NA	10	40	40
DEATH	I711	NA	NA	10	14	14
DEATH	I712	NA	NA	10	7	7
DEATH	I713	NA	NA	10	88	83
DEATH	I714	NA	NA	10	30	30
DEATH	I743	NA	NA	10	12	10
DEATH	I801	NA	NA	10	8	8
DEATH	I802	NA	NA	10	30	30
DEATH	I850	NA	NA	10	11	11
DEATH	J069	NA	NA	10	17	17
DEATH	J09	NA	NA	10	7	7
DEATH	J100	NA	NA	10	9	9
DEATH	J13	NA	NA	10	8	8
DEATH	J158	NA	NA	10	7	7
DEATH	J159	NA	NA	10	258	258
DEATH	J180	NA	NA	10	171	171
DEATH	J181	NA	NA	10	24	24
DEATH	J188	NA	NA	10	7	7
DEATH	J189	NA	NA	10	1222	1222
DEATH	J209	NA	NA	10	19	19
DEATH	J22	NA	NA	10	7	7
DEATH	J439	NA	NA	10	50	50
DEATH	J440	NA	NA	10	218	216
DEATH	J441	NA	NA	10	59	59
DEATH	J448	NA	NA	10	584	584
DEATH	J449	NA	NA	10	177	177
DEATH	J450	NA	NA	10	10	10
DEATH	J451	NA	NA	10	12	12
DEATH	J459	NA	NA	10	115	115
DEATH	J47	NA	NA	10	15	15
DEATH	J61	NA	NA	10	27	27
DEATH	J690	NA	NA	10	142	142
