SOURCE	CODE1	CODE2	CODE3	vocabulary	n_events	n_patients
OPER_IN	9292	NA	NA	MFHL	50	48
OPER_IN	9294	NA	NA	MFHL	1324	1129
OPER_IN	9294	NA	NA	SFHL	62	58
OPER_IN	9295	NA	NA	MFHL	6	6
OPER_IN	9299	NA	NA	MFHL	21	18
OPER_IN	9311	NA	NA	MFHL	254	226
OPER_IN	9311	NA	NA	SFHL	23	22
OPER_IN	9312	NA	NA	MFHL	290	269
OPER_IN	9312	NA	NA	SFHL	16	15
OPER_IN	9313	NA	NA	MFHL	57	54
OPER_IN	9314	NA	NA	MFHL	502	406
OPER_IN	9314	NA	NA	SFHL	7	7
OPER_IN	9319	NA	NA	MFHL	61	60
OPER_IN	9319	NA	NA	SFHL	11	11
OPER_IN	9320	NA	NA	MFHL	65	42
OPER_IN	9321	NA	NA	MFHL	160	146
OPER_IN	9322	NA	NA	MFHL	50	43
OPER_IN	9323	NA	NA	MFHL	9	8
OPER_IN	9325	NA	NA	MFHL	11	11
OPER_IN	9326	NA	NA	MFHL	9	8
OPER_IN	9327	NA	NA	MFHL	21	19
OPER_IN	9328	NA	NA	MFHL	9	9
OPER_IN	9329	NA	NA	MFHL	11	11
OPER_IN	9331	NA	NA	MFHL	16	15
OPER_IN	9332	NA	NA	MFHL	14	12
OPER_IN	9333	NA	NA	MFHL	27	25
OPER_IN	9334	NA	NA	MFHL	25	18
OPER_IN	9339	NA	NA	MFHL	25	24
OPER_IN	9341	NA	NA	MFHL	160	52
OPER_IN	9341	NA	NA	SFHL	8	8
OPER_IN	9342	NA	NA	MFHL	17	17
OPER_IN	9343	NA	NA	MFHL	31	27
OPER_IN	9344	NA	NA	MFHL	123	110
OPER_IN	9344	NA	NA	SFHL	6	6
OPER_IN	9345	NA	NA	MFHL	33	30
OPER_IN	9346	NA	NA	MFHL	7	7
OPER_IN	9347	NA	NA	MFHL	19	18
OPER_IN	9348	NA	NA	MFHL	40	34
OPER_IN	9350	NA	NA	MFHL	18	18
OPER_IN	9351	NA	NA	MFHL	336	307
OPER_IN	9351	NA	NA	SFHL	26	24
OPER_IN	9359	NA	NA	MFHL	170	152
OPER_IN	9359	NA	NA	SFHL	13	13
OPER_IN	9361	NA	NA	MFHL	21	18
OPER_IN	9362	NA	NA	MFHL	19	18
OPER_IN	9370	NA	NA	MFHL	12	10
OPER_IN	9372	NA	NA	MFHL	11	10
OPER_IN	9373	NA	NA	MFHL	10	10
OPER_IN	9374	NA	NA	MFHL	7	7
OPER_IN	9375	NA	NA	MFHL	37	34
OPER_IN	9376	NA	NA	MFHL	17	15
OPER_IN	9377	NA	NA	MFHL	21	20
OPER_IN	9378	NA	NA	MFHL	15	14
OPER_IN	9380	NA	NA	MFHL	6	6
OPER_IN	9381	NA	NA	MFHL	24	23
OPER_IN	9389	NA	NA	MFHL	17	16
OPER_IN	9401	NA	NA	MFHL	11	11
OPER_IN	9402	NA	NA	MFHL	80	42
OPER_IN	9403	NA	NA	MFHL	25	22
OPER_IN	9406	NA	NA	MFHL	22	20
OPER_IN	9407	NA	NA	MFHL	32	29
OPER_IN	9408	NA	NA	MFHL	7	6
OPER_IN	9410	NA	NA	MFHL	9	6
OPER_IN	9411	NA	NA	MFHL	6	6
OPER_IN	9412	NA	NA	MFHL	9	9
OPER_IN	9413	NA	NA	MFHL	6	6
OPER_IN	9414	NA	NA	MFHL	17	16
OPER_IN	9416	NA	NA	MFHL	6	6
OPER_IN	9419	NA	NA	MFHL	9	8
OPER_IN	9421	NA	NA	MFHL	19	12
OPER_IN	9429	NA	NA	MFHL	9	9
OPER_IN	9471	NA	NA	MFHL	45	43
OPER_IN	9472	NA	NA	MFHL	113	111
OPER_IN	9472	NA	NA	SFHL	6	6
OPER_IN	9473	NA	NA	MFHL	1037	968
OPER_IN	9473	NA	NA	SFHL	61	60
OPER_IN	9474	NA	NA	MFHL	267	255
OPER_IN	9474	NA	NA	SFHL	19	19
OPER_IN	9475	NA	NA	MFHL	10	10
OPER_IN	9476	NA	NA	MFHL	979	884
OPER_IN	9476	NA	NA	SFHL	56	52
OPER_IN	9477	NA	NA	MFHL	518	471
OPER_IN	9477	NA	NA	SFHL	24	24
OPER_IN	9478	NA	NA	MFHL	796	768
OPER_IN	9478	NA	NA	SFHL	51	50
OPER_IN	9480	NA	NA	MFHL	47	40
OPER_IN	9481	NA	NA	MFHL	583	540
OPER_IN	9481	NA	NA	SFHL	35	35
OPER_IN	9482	NA	NA	MFHL	30	28
OPER_IN	9482	NA	NA	SFHL	8	8
OPER_IN	9489	NA	NA	MFHL	179	172
OPER_IN	9489	NA	NA	SFHL	12	11
OPER_IN	9491	NA	NA	MFHL	578	539
OPER_IN	9491	NA	NA	SFHL	34	34
OPER_IN	9492	NA	NA	MFHL	821	659
OPER_IN	9492	NA	NA	SFHL	49	45
OPER_IN	9493	NA	NA	MFHL	73	62
OPER_IN	9493	NA	NA	SFHL	8	8
OPER_IN	9499	NA	NA	MFHL	105	101
OPER_IN	9499	NA	NA	SFHL	12	11
OPER_IN	9501	NA	NA	MFHL	44	42
OPER_IN	9502	NA	NA	MFHL	541	484
OPER_IN	9502	NA	NA	SFHL	43	42
OPER_IN	9503	NA	NA	MFHL	463	370
OPER_IN	9503	NA	NA	SFHL	20	20
OPER_IN	9504	NA	NA	MFHL	41	40
OPER_IN	9505	NA	NA	MFHL	759	737
OPER_IN	9505	NA	NA	SFHL	57	55
OPER_IN	9506	NA	NA	MFHL	139	129
OPER_IN	9506	NA	NA	SFHL	17	17
OPER_IN	9507	NA	NA	MFHL	29	28
OPER_IN	9508	NA	NA	MFHL	91	83
OPER_IN	9510	NA	NA	MFHL	111	102
OPER_IN	9510	NA	NA	SFHL	9	8
OPER_IN	9512	NA	NA	MFHL	13	10
OPER_IN	9513	NA	NA	MFHL	39	30
OPER_IN	9513	NA	NA	SFHL	8	7
OPER_IN	9519	NA	NA	MFHL	160	153
OPER_IN	9519	NA	NA	SFHL	26	25
OPER_IN	9521	NA	NA	MFHL	64	63
OPER_IN	9522	NA	NA	MFHL	378	269
OPER_IN	9522	NA	NA	SFHL	22	21
OPER_IN	9523	NA	NA	MFHL	38	35
OPER_IN	9523	NA	NA	SFHL	6	6
OPER_IN	9524	NA	NA	MFHL	327	322
OPER_IN	9524	NA	NA	SFHL	22	22
OPER_IN	9525	NA	NA	MFHL	49	48
OPER_IN	9525	NA	NA	SFHL	7	7
OPER_IN	9526	NA	NA	MFHL	38	36
OPER_IN	9527	NA	NA	MFHL	190	122
OPER_IN	9527	NA	NA	SFHL	11	11
OPER_IN	9531	NA	NA	MFHL	553	435
OPER_IN	9531	NA	NA	SFHL	26	25
OPER_IN	9539	NA	NA	MFHL	103	98
OPER_IN	9539	NA	NA	SFHL	9	9
OPER_IN	9542	NA	NA	MFHL	9	8
OPER_IN	9544	NA	NA	MFHL	9	9
OPER_IN	9545	NA	NA	MFHL	7	7
OPER_IN	9546	NA	NA	MFHL	6	6
OPER_IN	9549	NA	NA	MFHL	9	8
OPER_IN	9561	NA	NA	MFHL	181	153
OPER_IN	9561	NA	NA	SFHL	14	14
OPER_IN	9569	NA	NA	MFHL	6	6
OPER_IN	9571	NA	NA	MFHL	147	123
OPER_IN	9571	NA	NA	SFHL	9	8
OPER_IN	9572	NA	NA	MFHL	20	18
OPER_IN	9573	NA	NA	MFHL	56	53
OPER_IN	9574	NA	NA	MFHL	28	25
OPER_IN	9579	NA	NA	MFHL	8	8
OPER_IN	9581	NA	NA	MFHL	43	40
OPER_IN	9582	NA	NA	MFHL	6	6
OPER_IN	9583	NA	NA	MFHL	9	8
OPER_IN	9589	NA	NA	MFHL	6	6
OPER_IN	9592	NA	NA	MFHL	17	17
OPER_IN	9593	NA	NA	MFHL	6	6
OPER_IN	9594	NA	NA	MFHL	8	8
OPER_IN	9601	NA	NA	MFHL	10	10
OPER_IN	9609	NA	NA	MFHL	9	9
OPER_IN	9701	NA	NA	MFHL	23	23
OPER_IN	9702	NA	NA	MFHL	1638	1558
OPER_IN	9702	NA	NA	SFHL	143	141
OPER_IN	9703	NA	NA	MFHL	947	900
OPER_IN	9703	NA	NA	SFHL	36	36
OPER_IN	9704	NA	NA	MFHL	8	8
OPER_IN	9705	NA	NA	MFHL	76	74
OPER_IN	9705	NA	NA	SFHL	9	9
OPER_IN	9706	NA	NA	MFHL	200	196
OPER_IN	9706	NA	NA	SFHL	8	8
OPER_IN	9707	NA	NA	MFHL	674	656
OPER_IN	9707	NA	NA	SFHL	28	28
OPER_IN	9708	NA	NA	MFHL	47	47
OPER_IN	9710	NA	NA	MFHL	27	26
OPER_IN	9719	NA	NA	MFHL	191	187
OPER_IN	9719	NA	NA	SFHL	14	14
OPER_IN	9721	NA	NA	MFHL	74	71
OPER_IN	9722	NA	NA	MFHL	275	263
OPER_IN	9722	NA	NA	SFHL	10	10
OPER_IN	9723	NA	NA	MFHL	67	64
OPER_IN	9724	NA	NA	MFHL	95	94
OPER_IN	9725	NA	NA	MFHL	152	118
OPER_IN	9725	NA	NA	SFHL	10	10
OPER_IN	9729	NA	NA	MFHL	274	248
OPER_IN	9729	NA	NA	SFHL	7	7
OPER_IN	9731	NA	NA	MFHL	572	530
OPER_IN	9731	NA	NA	SFHL	44	41
OPER_IN	9732	NA	NA	MFHL	31	27
OPER_IN	9733	NA	NA	MFHL	2113	1997
OPER_IN	9733	NA	NA	SFHL	114	112
OPER_IN	9734	NA	NA	MFHL	944	845
OPER_IN	9734	NA	NA	SFHL	61	60
OPER_IN	9735	NA	NA	MFHL	13	12
OPER_IN	9736	NA	NA	MFHL	1826	1753
OPER_IN	9736	NA	NA	SFHL	134	133
OPER_IN	9737	NA	NA	MFHL	35	34
OPER_IN	9744	NA	NA	MFHL	18	11
OPER_IN	9749	NA	NA	MFHL	512	487
OPER_IN	9749	NA	NA	SFHL	41	40
OPER_IN	9751	NA	NA	MFHL	92	82
OPER_IN	9751	NA	NA	SFHL	7	7
OPER_IN	9752	NA	NA	MFHL	33	27
OPER_IN	9759	NA	NA	MFHL	74	68
OPER_IN	9761	NA	NA	MFHL	451	434
OPER_IN	9761	NA	NA	SFHL	29	29
OPER_IN	9762	NA	NA	MFHL	69	68
OPER_IN	9763	NA	NA	MFHL	143	130
OPER_IN	9763	NA	NA	SFHL	6	6
OPER_IN	9769	NA	NA	MFHL	93	86
OPER_IN	9769	NA	NA	SFHL	10	10
OPER_IN	9781	NA	NA	MFHL	47	42
OPER_IN	9782	NA	NA	MFHL	35	31
OPER_IN	9783	NA	NA	MFHL	64	59
OPER_IN	9784	NA	NA	MFHL	12	12
OPER_IN	9789	NA	NA	MFHL	12	10
OPER_IN	9801	NA	NA	MFHL	300	270
OPER_IN	9801	NA	NA	SFHL	25	23
OPER_IN	9802	NA	NA	MFHL	10	10
OPER_IN	9804	NA	NA	MFHL	13	12
OPER_IN	9807	NA	NA	MFHL	19	17
OPER_IN	9808	NA	NA	MFHL	95	91
OPER_IN	9810	NA	NA	MFHL	8	7
OPER_IN	9819	NA	NA	MFHL	19	17
OPER_IN	9821	NA	NA	MFHL	12	12
OPER_IN	9822	NA	NA	MFHL	29	29
OPER_IN	9829	NA	NA	MFHL	25	25
OPER_IN	9831	NA	NA	MFHL	6	6
OPER_IN	9836	NA	NA	MFHL	10	9
OPER_IN	9843	NA	NA	MFHL	20	19
OPER_IN	9844	NA	NA	MFHL	19	18
OPER_IN	9849	NA	NA	MFHL	10	8
OPER_IN	9852	NA	NA	MFHL	10	10
OPER_IN	9853	NA	NA	MFHL	21	16
OPER_IN	9861	NA	NA	MFHL	12	12
OPER_IN	9862	NA	NA	MFHL	177	174
OPER_IN	9863	NA	NA	MFHL	7	6
OPER_IN	9864	NA	NA	MFHL	51	50
OPER_IN	9869	NA	NA	MFHL	10	10
OPER_IN	9872	NA	NA	MFHL	32	30
OPER_IN	9873	NA	NA	MFHL	65	61
OPER_IN	9874	NA	NA	MFHL	13	13
OPER_IN	9879	NA	NA	MFHL	69	68
OPER_IN	9881	NA	NA	MFHL	172	157
OPER_IN	9881	NA	NA	SFHL	11	11
OPER_IN	9882	NA	NA	MFHL	24	23
OPER_IN	9889	NA	NA	MFHL	103	100
OPER_IN	AA1	NA	NA	HPN	2740	2680
OPER_IN	AA10D	NA	NA	NOM	32	21
OPER_IN	AA11X	NA	NA	NOM	15	15
OPER_IN	AA1AA	NA	NA	NOM	729	592
OPER_IN	AA1AD	NA	NA	NOM	25919	18735
OPER_IN	AA1AG	NA	NA	NOM	803	754
OPER_IN	AA1AM	NA	NA	NOM	30	30
OPER_IN	AA1BD	NA	NA	NOM	1330	1172
OPER_IN	AA1BF	NA	NA	NOM	8	8
OPER_IN	AA1BG	NA	NA	NOM	5873	5278
OPER_IN	AA1BM	NA	NA	NOM	374	365
OPER_IN	AA1CD	NA	NA	NOM	988	913
OPER_IN	AA1CF	NA	NA	NOM	14	14
OPER_IN	AA1CG	NA	NA	NOM	5754	4782
OPER_IN	AA1CM	NA	NA	NOM	886	834
OPER_IN	AA1DD	NA	NA	NOM	66	61
OPER_IN	AA1DG	NA	NA	NOM	1794	1478
OPER_IN	AA1DM	NA	NA	NOM	564	504
OPER_IN	AA1ED	NA	NA	NOM	114	111
OPER_IN	AA1FD	NA	NA	NOM	8	8
OPER_IN	AA1XD	NA	NA	NOM	18	18
OPER_IN	AA2	NA	NA	HPN	541	529
OPER_IN	AA3	NA	NA	HPN	66	66
OPER_IN	AA3AA	NA	NA	NOM	100	96
OPER_IN	AA3AD	NA	NA	NOM	90	79
OPER_IN	AA3AI	NA	NA	NOM	125	121
OPER_IN	AA400	NA	NA	NOM	7423	786
OPER_IN	AA40B	NA	NA	NOM	196	193
OPER_IN	AA43B	NA	NA	NOM	84	77
OPER_IN	AA4BG	NA	NA	NOM	16	13
OPER_IN	AA4CG	NA	NA	NOM	125	117
OPER_IN	AA4CM	NA	NA	NOM	18	15
OPER_IN	AA4DG	NA	NA	NOM	36	26
OPER_IN	AA4WT	NA	NA	NOM	9	6
OPER_IN	AA5AE	NA	NA	NOM	13	12
OPER_IN	AA5AK	NA	NA	NOM	12	9
OPER_IN	AA5BD	NA	NA	NOM	594	567
OPER_IN	AA5CN	NA	NA	NOM	6	6
OPER_IN	AA5DR	NA	NA	NOM	28	20
OPER_IN	AA5EN	NA	NA	NOM	14	13
OPER_IN	AA5FG	NA	NA	NOM	32	27
OPER_IN	AA5FK	NA	NA	NOM	9	9
OPER_IN	AA5GG	NA	NA	NOM	7	7
OPER_IN	AA5HE	NA	NA	NOM	373	263
OPER_IN	AA5MS	NA	NA	NOM	7	6
OPER_IN	AA5NK	NA	NA	NOM	7	7
OPER_IN	AA5PD	NA	NA	NOM	522	480
OPER_IN	AA6AD	NA	NA	NOM	40	29
OPER_IN	AA7AA	NA	NA	NOM	365	281
OPER_IN	AA9CW	NA	NA	NOM	139	126
OPER_IN	AA9PW	NA	NA	NOM	71	71
OPER_IN	AAA00	NA	NA	NOM	38	36
OPER_IN	AAA10	NA	NA	NOM	131	122
OPER_IN	AAA20	NA	NA	NOM	223	219
OPER_IN	AAA27	NA	NA	NOM	159	151
OPER_IN	AAA35	NA	NA	NOM	44	28
OPER_IN	AAA40	NA	NA	NOM	22	19
OPER_IN	AAA50	NA	NA	NOM	20	19
OPER_IN	AAA99	NA	NA	NOM	20	19
OPER_IN	AAB00	NA	NA	NOM	1998	1753
OPER_IN	AAB10	NA	NA	NOM	1644	1257
OPER_IN	AAB30	NA	NA	NOM	156	150
OPER_IN	AAB99	NA	NA	NOM	18	18
OPER_IN	AAC00	NA	NA	NOM	1698	1481
OPER_IN	AAC10	NA	NA	NOM	13	13
OPER_IN	AAC20	NA	NA	NOM	32	27
OPER_IN	AAC30	NA	NA	NOM	22	19
OPER_IN	AAC40	NA	NA	NOM	83	79
OPER_IN	AAC99	NA	NA	NOM	9	8
OPER_IN	AAD00	NA	NA	NOM	91	85
OPER_IN	AAD05	NA	NA	NOM	428	393
OPER_IN	AAD10	NA	NA	NOM	1948	1427
OPER_IN	AAD12	NA	NA	NOM	119	108
OPER_IN	AAD15	NA	NA	NOM	145	136
OPER_IN	AAD30	NA	NA	NOM	21	20
OPER_IN	AAD40	NA	NA	NOM	23	22
OPER_IN	AAD42	NA	NA	NOM	8	8
OPER_IN	AAD99	NA	NA	NOM	12	12
OPER_IN	AAE05	NA	NA	NOM	28	24
OPER_IN	AAE10	NA	NA	NOM	643	525
OPER_IN	AAE20	NA	NA	NOM	7	7
OPER_IN	AAE32	NA	NA	NOM	45	43
OPER_IN	AAE34	NA	NA	NOM	36	34
OPER_IN	AAE99	NA	NA	NOM	52	45
OPER_IN	AAF00	NA	NA	NOM	871	718
OPER_IN	AAF05	NA	NA	NOM	1573	1388
OPER_IN	AAF10	NA	NA	NOM	38	33
OPER_IN	AAF15	NA	NA	NOM	259	245
OPER_IN	AAF20	NA	NA	NOM	810	466
OPER_IN	AAF25	NA	NA	NOM	246	208
OPER_IN	AAF30	NA	NA	NOM	16	14
OPER_IN	AAF35	NA	NA	NOM	11	10
OPER_IN	AAF40	NA	NA	NOM	25	24
OPER_IN	AAF45	NA	NA	NOM	20	18
OPER_IN	AAF50	NA	NA	NOM	85	79
OPER_IN	AAF99	NA	NA	NOM	216	184
OPER_IN	AAG00	NA	NA	NOM	239	211
OPER_IN	AAG10	NA	NA	NOM	13	12
OPER_IN	AAG20	NA	NA	NOM	285	252
OPER_IN	AAG50	NA	NA	NOM	61	54
OPER_IN	AAG99	NA	NA	NOM	18	16
OPER_IN	AAH20	NA	NA	NOM	16	16
OPER_IN	AAH30	NA	NA	NOM	156	90
OPER_IN	AAH40	NA	NA	NOM	30	18
OPER_IN	AAH50	NA	NA	NOM	49	47
OPER_IN	AAH60	NA	NA	NOM	122	114
OPER_IN	AAH99	NA	NA	NOM	13	13
OPER_IN	AAJ10	NA	NA	NOM	17	17
OPER_IN	AAJ15	NA	NA	NOM	30	30
OPER_IN	AAJ20	NA	NA	NOM	63	49
OPER_IN	AAJ99	NA	NA	NOM	55	35
OPER_IN	AAK00	NA	NA	NOM	204	167
OPER_IN	AAK10	NA	NA	NOM	123	115
OPER_IN	AAK20	NA	NA	NOM	8	7
OPER_IN	AAK30	NA	NA	NOM	24	24
OPER_IN	AAK40	NA	NA	NOM	97	85
OPER_IN	AAK80	NA	NA	NOM	91	84
OPER_IN	AAK85	NA	NA	NOM	28	27
OPER_IN	AAK99	NA	NA	NOM	57	55
OPER_IN	AAL00	NA	NA	NOM	355	306
OPER_IN	AAL10	NA	NA	NOM	433	400
OPER_IN	AAL20	NA	NA	NOM	8	7
OPER_IN	AAM00	NA	NA	NOM	34	28
OPER_IN	AAM10	NA	NA	NOM	32	22
OPER_IN	AAM30	NA	NA	NOM	35	30
OPER_IN	AAM99	NA	NA	NOM	7	6
OPER_IN	AAP00	NA	NA	NOM	19	18
OPER_IN	AAP10	NA	NA	NOM	75	73
OPER_IN	AAP99	NA	NA	NOM	8	8
OPER_IN	AAU00	NA	NA	NOM	30	28
OPER_IN	AAW01	NA	NA	NOM	40	38
OPER_IN	AAW99	NA	NA	NOM	18	16
OPER_IN	AAX	NA	NA	HPN	36	36
OPER_IN	AB1	NA	NA	HPN	432	414
OPER_IN	AB14W	NA	NA	NOM	136	116
OPER_IN	AB18W	NA	NA	NOM	73	69
OPER_IN	AB2	NA	NA	HPN	842	813
OPER_IN	AB3	NA	NA	HPN	27	27
OPER_IN	AB35W	NA	NA	NOM	27	27
OPER_IN	AB3CB	NA	NA	NOM	63	55
OPER_IN	AB4AE	NA	NA	NOM	12	12
OPER_IN	AB5BT	NA	NA	NOM	223	174
OPER_IN	AB5CT	NA	NA	NOM	67	54
OPER_IN	AB6BT	NA	NA	NOM	6	6
OPER_IN	AB6CG	NA	NA	NOM	20	17
OPER_IN	AB6CT	NA	NA	NOM	14	11
OPER_IN	ABA00	NA	NA	NOM	27	27
OPER_IN	ABA10	NA	NA	NOM	20	18
OPER_IN	ABA99	NA	NA	NOM	70	68
OPER_IN	ABB00	NA	NA	NOM	354	320
OPER_IN	ABB10	NA	NA	NOM	168	142
OPER_IN	ABB20	NA	NA	NOM	52	37
OPER_IN	ABB30	NA	NA	NOM	7	7
OPER_IN	ABB40	NA	NA	NOM	37	31
OPER_IN	ABB50	NA	NA	NOM	23	21
OPER_IN	ABB99	NA	NA	NOM	35	34
OPER_IN	ABC04	NA	NA	NOM	16	15
OPER_IN	ABC07	NA	NA	NOM	70	69
OPER_IN	ABC10	NA	NA	NOM	391	373
OPER_IN	ABC13	NA	NA	NOM	19	15
OPER_IN	ABC16	NA	NA	NOM	6730	5644
OPER_IN	ABC17	NA	NA	NOM	39	37
OPER_IN	ABC20	NA	NA	NOM	76	74
OPER_IN	ABC21	NA	NA	NOM	50	48
OPER_IN	ABC23	NA	NA	NOM	12	12
OPER_IN	ABC26	NA	NA	NOM	3391	3046
OPER_IN	ABC30	NA	NA	NOM	1292	1166
OPER_IN	ABC33	NA	NA	NOM	37	37
OPER_IN	ABC36	NA	NA	NOM	9363	7915
OPER_IN	ABC40	NA	NA	NOM	10	10
OPER_IN	ABC50	NA	NA	NOM	331	307
OPER_IN	ABC53	NA	NA	NOM	107	97
OPER_IN	ABC56	NA	NA	NOM	3421	3098
OPER_IN	ABC60	NA	NA	NOM	744	700
OPER_IN	ABC63	NA	NA	NOM	126	116
OPER_IN	ABC66	NA	NA	NOM	401	380
OPER_IN	ABC99	NA	NA	NOM	252	240
OPER_IN	ABD30	NA	NA	NOM	1202	651
OPER_IN	ABD32	NA	NA	NOM	423	331
OPER_IN	ABD33	NA	NA	NOM	26	22
OPER_IN	ABD40	NA	NA	NOM	141	77
OPER_IN	ABD99	NA	NA	NOM	253	184
OPER_IN	ABE10	NA	NA	NOM	6	6
OPER_IN	ABE30	NA	NA	NOM	12	11
OPER_IN	ABE40	NA	NA	NOM	15	12
OPER_IN	ABE50	NA	NA	NOM	92	87
OPER_IN	ABE99	NA	NA	NOM	11	8
OPER_IN	ABW99	NA	NA	NOM	39	35
OPER_IN	ABX	NA	NA	HPN	65	65
OPER_IN	AC1	NA	NA	HPN	92	86
OPER_IN	AC1BT	NA	NA	NOM	33	22
OPER_IN	AC2	NA	NA	HPN	124	120
OPER_IN	AC4	NA	NA	HPN	495	483
OPER_IN	ACA11	NA	NA	NOM	9	9
OPER_IN	ACA12	NA	NA	NOM	7	7
OPER_IN	ACA19	NA	NA	NOM	45	45
OPER_IN	ACA29	NA	NA	NOM	7	7
OPER_IN	ACA99	NA	NA	NOM	9	9
OPER_IN	ACB15	NA	NA	NOM	13	13
OPER_IN	ACB16	NA	NA	NOM	15	13
OPER_IN	ACB18	NA	NA	NOM	9	7
OPER_IN	ACB19	NA	NA	NOM	165	153
OPER_IN	ACB21	NA	NA	NOM	35	33
OPER_IN	ACB22	NA	NA	NOM	12	12
OPER_IN	ACB23	NA	NA	NOM	28	27
OPER_IN	ACB29	NA	NA	NOM	547	539
OPER_IN	ACB99	NA	NA	NOM	26	26
OPER_IN	ACC19	NA	NA	NOM	345	322
OPER_IN	ACC21	NA	NA	NOM	15	14
OPER_IN	ACC22	NA	NA	NOM	10	10
OPER_IN	ACC23	NA	NA	NOM	11	11
OPER_IN	ACC29	NA	NA	NOM	212	207
OPER_IN	ACC49	NA	NA	NOM	14	14
OPER_IN	ACC51	NA	NA	NOM	1510	1294
OPER_IN	ACC52	NA	NA	NOM	22	21
OPER_IN	ACC53	NA	NA	NOM	314	279
OPER_IN	ACC54	NA	NA	NOM	18	18
OPER_IN	ACC55	NA	NA	NOM	12	11
OPER_IN	ACC56	NA	NA	NOM	9	9
OPER_IN	ACC58	NA	NA	NOM	14	12
OPER_IN	ACC59	NA	NA	NOM	2776	2359
OPER_IN	ACC69	NA	NA	NOM	43	40
OPER_IN	ACC70	NA	NA	NOM	16	16
OPER_IN	ACC91	NA	NA	NOM	6	6
OPER_IN	ACC99	NA	NA	NOM	67	57
OPER_IN	ACW99	NA	NA	NOM	24	22
OPER_IN	ACX	NA	NA	HPN	31	29
OPER_IN	AD1	NA	NA	HPN	119	119
OPER_IN	AD2	NA	NA	HPN	11	11
OPER_IN	ADA20	NA	NA	NOM	99	93
OPER_IN	ADA30	NA	NA	NOM	17	14
OPER_IN	ADB00	NA	NA	NOM	101	93
OPER_IN	ADW99	NA	NA	NOM	6	6
OPER_IN	ADX	NA	NA	HPN	6	6
OPER_IN	AE1	NA	NA	HPN	19	18
OPER_IN	AEA00	NA	NA	NOM	484	329
OPER_IN	AEA20	NA	NA	NOM	136	121
OPER_IN	AEA23	NA	NA	NOM	11	10
OPER_IN	AEA24	NA	NA	NOM	156	143
OPER_IN	AEA27	NA	NA	NOM	58	54
OPER_IN	AEA30	NA	NA	NOM	22	15
OPER_IN	AEA40	NA	NA	NOM	9	8
OPER_IN	AEA44	NA	NA	NOM	9	8
OPER_IN	AEA50	NA	NA	NOM	702	205
OPER_IN	AEX	NA	NA	HPN	25	25
OPER_IN	AF1	NA	NA	HPN	60	59
OPER_IN	AG1	NA	NA	HPN	9	9
OPER_IN	AG2	NA	NA	HPN	9	8
OPER_IN	AH1	NA	NA	HPN	6	6
OPER_IN	AH2	NA	NA	HPN	63	63
OPER_IN	AH3	NA	NA	HPN	124	122
OPER_IN	AJ1	NA	NA	HPN	228	222
OPER_IN	AJ2	NA	NA	HPN	199	185
OPER_IN	AJ3	NA	NA	HPN	60	51
OPER_IN	AJ4	NA	NA	HPN	30	25
OPER_IN	AJ5	NA	NA	HPN	31	30
OPER_IN	AJX	NA	NA	HPN	65	62
OPER_IN	AK1	NA	NA	HPN	38	37
OPER_IN	AK3	NA	NA	HPN	22	21
OPER_IN	ALX	NA	NA	HPN	6	6
OPER_IN	AM1	NA	NA	HPN	22	22
OPER_IN	AM2	NA	NA	HPN	21	17
OPER_IN	AM3	NA	NA	HPN	37	37
OPER_IN	AM4	NA	NA	HPN	26	25
OPER_IN	AMX	NA	NA	HPN	65	64
OPER_IN	AN	NA	NA	HPN	13	13
OPER_IN	AN1	NA	NA	HPN	23822	19087
OPER_IN	AN2	NA	NA	HPN	4946	4149
OPER_IN	AN3	NA	NA	HPN	4152	3875
OPER_IN	AN4	NA	NA	HPN	5212	4530
OPER_IN	ANA	NA	NA	HPN	135	132
OPER_IN	ANB	NA	NA	HPN	281	272
OPER_IN	ANC	NA	NA	HPN	980	860
OPER_IN	AND	NA	NA	HPN	9	9
OPER_IN	ANE	NA	NA	HPN	283	270
OPER_IN	ANX	NA	NA	HPN	98	96
OPER_IN	AP1	NA	NA	HPN	1664	1623
OPER_IN	AP2	NA	NA	HPN	381	354
OPER_IN	AP3	NA	NA	HPN	294	287
OPER_IN	AP4	NA	NA	HPN	288	169
OPER_IN	AP6	NA	NA	HPN	60	56
OPER_IN	AP7	NA	NA	HPN	21	19
OPER_IN	APJ	NA	NA	HPN	37	37
OPER_IN	APK	NA	NA	HPN	44	43
OPER_IN	APM	NA	NA	HPN	36	36
OPER_IN	APS	NA	NA	HPN	11	10
OPER_IN	APX	NA	NA	HPN	42	42
OPER_IN	AQ1	NA	NA	HPN	1552	1385
OPER_IN	AQ2	NA	NA	HPN	600	509
OPER_IN	AQ3	NA	NA	HPN	19	19
OPER_IN	AQX	NA	NA	HPN	10	10
OPER_IN	AR1	NA	NA	HPN	404	382
OPER_IN	AR2	NA	NA	HPN	201	173
OPER_IN	AR3	NA	NA	HPN	74	69
OPER_IN	AR4	NA	NA	HPN	7	7
OPER_IN	AR5	NA	NA	HPN	348	319
OPER_IN	AR6	NA	NA	HPN	532	443
OPER_IN	AR7	NA	NA	HPN	90	81
OPER_IN	AR8	NA	NA	HPN	64	56
OPER_IN	ARA	NA	NA	HPN	9	9
