visit_year_bin	SOURCE	CODE5	CODE6	CODE7	CODE8	CODE9	n_visits	n_events_per_visit_logmean	n_events_per_visit_logsd	n_patients
(2017,2100]	OUTPAT	2	58V	NA	NA	NA	107	0.8657754449248581	0.43918182520641313	102
(2017,2100]	OUTPAT	2	58Y	NA	NA	NA	29	1.1402155199852368	0.4379337406454204	27
(2017,2100]	OUTPAT	2	60	NA	NA	NA	15	0.49600667371837737	0.2472549083097123	15
(2017,2100]	OUTPAT	2	65	NA	R10	E	21	0.6487154051395886	0.26142334744966234	20
(2017,2100]	OUTPAT	2	65	NA	NA	4	15	0.5416852744457619	0.2338241503211965	14
(2017,2100]	OUTPAT	2	65	NA	NA	NA	56	0.5754490175142484	0.28235615233979205	52
(2017,2100]	OUTPAT	2	70	NA	NA	NA	9	0.8142492987543241	0.4589305176242352	9
(2017,2100]	OUTPAT	2	80	NA	NA	NA	9	0.46222351074883	0.1702752079219969	9
(2017,2100]	OUTPAT	2	96	NA	NA	NA	26	0.5233479443618545	0.2194858963315783	6
(2017,2100]	OUTPAT	83	10	NA	NA	NA	550	0.8484696749462296	0.5037645359437558	247
(2017,2100]	OUTPAT	83	10E	NA	NA	NA	512	0.9590401931093598	0.5345145747537059	214
(2017,2100]	OUTPAT	83	10G	NA	NA	NA	2428	0.6057532965817303	0.34865668634767405	661
(2017,2100]	OUTPAT	83	10H	NA	NA	NA	3975	0.8101378427138085	0.473221825157636	283
(2017,2100]	OUTPAT	83	10I	NA	NA	NA	1026	0.9845345262676093	0.6084645238136279	76
(2017,2100]	OUTPAT	83	10K	NA	NA	NA	61	0.6573790941379293	0.40861406404165956	48
(2017,2100]	OUTPAT	83	10M	NA	NA	NA	22042	1.6197008279308516	0.5322132939931599	337
(2017,2100]	OUTPAT	83	10R	NA	NA	NA	1251	0.7178511795093754	0.3817950538412035	189
(2017,2100]	OUTPAT	83	20	NA	NA	NA	14	0.611936562068962	0.2993401046906584	12
(2017,2100]	OUTPAT	83	20G	NA	NA	NA	734	0.6598100980080168	0.3696905205454834	382
(2017,2100]	OUTPAT	83	20U	NA	NA	NA	14	0.44195265266287803	0.13652389060838752	12
(2017,2100]	OUTPAT	83	30	NA	NA	NA	95	0.4108422199372801	0.05240960316743021	19
(2017,2100]	OUTPAT	83	30Q	NA	NA	NA	15	0.6033025345473174	0.36446179020971	15
(2017,2100]	OUTPAT	83	30S	NA	NA	NA	1576	0.6252632624865055	0.3123595559146693	151
(2017,2100]	OUTPAT	83	40	NA	NA	NA	61	0.7603288391844094	0.40439370367577077	17
(2017,2100]	OUTPAT	83	50	NA	NA	NA	97	1.1465970304155753	0.35761176127891026	9
(2017,2100]	OUTPAT	83	55	NA	NA	NA	124	0.6159674308025648	0.3270601543794231	75
(2017,2100]	OUTPAT	83	55B	NA	NA	NA	1101	0.5137248074773952	0.22677856898644125	1033
(2017,2100]	OUTPAT	83	58	NA	NA	NA	7	1.595937812787882	0.7268791549788897	6
(2017,2100]	OUTPAT	83	60	NA	NA	NA	131	0.8779786301956721	0.42719312991914865	87
(2017,2100]	OUTPAT	83	65	NA	NA	NA	14912	0.7390092487442508	0.3691073925198251	1497
(2017,2100]	OUTPAT	83	70	NA	NA	NA	3612	0.6481401397835229	0.3673279144853026	177
(2017,2100]	OUTPAT	83	74	NA	NA	NA	420	0.746299620186394	0.35127848184849036	30
(2017,2100]	OUTPAT	83	77	NA	NA	NA	1116	0.5873746820768108	0.3059230250398659	119
(2017,2100]	OUTPAT	83	78	NA	NA	NA	24	0.7260729276186679	0.4357792946315394	9
(2017,2100]	OUTPAT	83	80	NA	NA	NA	2784	0.7737989981981009	0.42489396588178846	399
(2017,2100]	OUTPAT	83	98	NA	R10	E	6	0.4054651081081644	0	6
(2017,2100]	OUTPAT	91	10	NA	R10	6	2330	0.5626844969540628	0.2817875898549648	1689
(2017,2100]	OUTPAT	91	10	NA	NA	5	8	1.4112402855828654	0.512647473031987	7
(2017,2100]	OUTPAT	91	10	NA	NA	6	2981	0.5600146012921641	0.2833675251693807	2010
(2017,2100]	OUTPAT	91	10	NA	NA	NA	33496	0.5273384082790534	0.26826896410298695	20551
(2017,2100]	OUTPAT	91	10E	NA	R10	5	6	0.6608779199911597	0.27979071708828024	6
(2017,2100]	OUTPAT	91	10E	NA	R52	5	8	0.4054651081081644	0	7
(2017,2100]	OUTPAT	91	10E	NA	NA	5	17	0.6055489892385854	0.2896179857153093	16
(2017,2100]	OUTPAT	91	10E	NA	NA	NA	30	0.7442456190383787	0.44555372679775257	26
(2017,2100]	OUTPAT	91	10G	NA	NA	NA	51	0.5929854370526991	0.3544338969595997	44
(2017,2100]	OUTPAT	91	10H	NA	NA	NA	113	0.6195233486109304	0.35943477758333053	65
(2017,2100]	OUTPAT	91	10I	NA	R10	5	6	1.3609953496933282	0.4016965714283528	6
(2017,2100]	OUTPAT	91	10I	NA	NA	NA	271	0.6013740498030233	0.3312945430403785	242
(2017,2100]	OUTPAT	91	10K	NA	R10	5	10	0.7869510338056143	0.43580663525435137	10
(2017,2100]	OUTPAT	91	10K	NA	R10	6	291	0.4880797643897056	0.2214953603785421	254
(2017,2100]	OUTPAT	91	10K	NA	NA	6	358	0.5212112023184164	0.25570215224361376	318
(2017,2100]	OUTPAT	91	10K	NA	NA	NA	987	0.552024647616696	0.2877873495771128	811
(2017,2100]	OUTPAT	91	10M	NA	NA	NA	33	0.6968039114108925	0.4473459819955972	25
(2017,2100]	OUTPAT	91	10R	NA	NA	NA	20	0.5114782849181689	0.28135562095882777	18
(2017,2100]	OUTPAT	91	11	NA	NA	NA	305	0.4977934222412702	0.21770608780280665	271
(2017,2100]	OUTPAT	91	15	NA	R10	6	11	0.7375324178807156	0.36037582741865126	11
(2017,2100]	OUTPAT	91	15	NA	NA	NA	10352	0.6459726730766716	0.37354885865381904	5259
(2017,2100]	OUTPAT	91	15E	NA	R10	6	14576	0.6513843215679037	0.35660275358711874	9400
(2017,2100]	OUTPAT	91	15E	NA	R90	6	46	0.5309651938407329	0.2795228138980981	46
(2017,2100]	OUTPAT	91	15E	NA	NA	NA	85184	0.5947267146016156	0.29930541618054235	43697
(2017,2100]	OUTPAT	91	15Y	NA	R10	6	41	0.5507225251337037	0.2481054935877922	41
(2017,2100]	OUTPAT	91	15Y	NA	R52	6	10	0.45654767048476347	0.161537245827677	10
(2017,2100]	OUTPAT	91	15Y	NA	R90	6	2570	0.5311468325737888	0.25257897730961376	1837
(2017,2100]	OUTPAT	91	15Y	NA	NA	NA	31837	0.5096257294457279	0.23635227472376555	20318
(2017,2100]	OUTPAT	91	20	NA	R10	6	271	0.6138118208970886	0.2869209491617587	254
(2017,2100]	OUTPAT	91	20	NA	NA	6	249	0.6199929664538473	0.2796866340694005	237
(2017,2100]	OUTPAT	91	20	NA	NA	NA	8695	0.6411491404385408	0.3397151047297151	6315
(2017,2100]	OUTPAT	91	20G	NA	R10	6	791	0.5055681744783979	0.22018130623349316	619
(2017,2100]	OUTPAT	91	20G	NA	NA	6	906	0.5019050452239795	0.22593449667688512	708
(2017,2100]	OUTPAT	91	20G	NA	NA	NA	5123	0.5090109514911406	0.23323252280924778	4052
(2017,2100]	OUTPAT	91	20J	NA	R10	6	23	0.7976611011796015	0.24819271471082716	21
(2017,2100]	OUTPAT	91	20J	NA	NA	6	17	0.8561935996663915	0.16964804112092463	17
(2017,2100]	OUTPAT	91	20J	NA	NA	NA	314	0.8855287548610241	0.3154684832486228	283
(2017,2100]	OUTPAT	91	20L	NA	NA	NA	238	0.9370543603333993	0.4432592874799275	159
(2017,2100]	OUTPAT	91	20O	NA	R10	5	6	0.7169566260946952	0.362667204291549	6
(2017,2100]	OUTPAT	91	20O	NA	R10	6	725	0.7534375550313767	0.29585394383467495	620
(2017,2100]	OUTPAT	91	20O	NA	NA	6	958	0.7601160919857133	0.2989710799929852	807
(2017,2100]	OUTPAT	91	20O	NA	NA	NA	4469	0.8259790057264199	0.3609674355542925	3671
(2017,2100]	OUTPAT	91	20P	NA	R10	6	113	0.6826552134108358	0.26538766641623374	90
(2017,2100]	OUTPAT	91	20P	NA	NA	6	117	0.6868299395095971	0.288052134759423	98
(2017,2100]	OUTPAT	91	20P	NA	NA	NA	353	0.7024533718972032	0.33591891540518737	297
(2017,2100]	OUTPAT	91	20R	NA	R10	6	14	0.6964915689981346	0.3669856246612352	14
(2017,2100]	OUTPAT	91	20R	NA	NA	6	23	0.6053533956687694	0.25490754370887864	22
(2017,2100]	OUTPAT	91	20R	NA	NA	NA	164	0.4998973493426531	0.20750965546836708	137
(2017,2100]	OUTPAT	91	20U	NA	R10	6	160	0.5197157054325311	0.2383848674895448	122
(2017,2100]	OUTPAT	91	20U	NA	NA	6	222	0.4989662912144369	0.21061085310566968	167
(2017,2100]	OUTPAT	91	20U	NA	NA	NA	1221	0.5279104861080107	0.25618315879814313	891
(2017,2100]	OUTPAT	91	20V	NA	R10	6	66	0.5587851100674245	0.2645310565833566	56
(2017,2100]	OUTPAT	91	20V	NA	NA	6	73	0.5988422251031592	0.27942500604263004	63
(2017,2100]	OUTPAT	91	20V	NA	NA	NA	534	0.5495033223013478	0.2700298510187397	421
(2017,2100]	OUTPAT	91	20Y	NA	NA	NA	673	0.6188458461885971	0.31315086780008505	502
(2017,2100]	OUTPAT	91	25	NA	R10	5	16	0.8486716664621754	0.5241483607538235	15
(2017,2100]	OUTPAT	91	25	NA	R10	6	145	0.6366076509086742	0.2809879758142471	109
(2017,2100]	OUTPAT	91	25	NA	NA	6	157	0.6508048267739033	0.2982199051752274	128
(2017,2100]	OUTPAT	91	25	NA	NA	NA	484	0.6739395501857541	0.3524053430094927	398
(2017,2100]	OUTPAT	91	30	NA	R10	5	332	0.9802761656355371	0.4841821299865512	222
(2017,2100]	OUTPAT	91	30	NA	R10	6	1355	0.7332295078708229	0.4075211587188543	877
(2017,2100]	OUTPAT	91	30	NA	NA	5	229	0.8802694217012198	0.4506694377347643	162
(2017,2100]	OUTPAT	91	30	NA	NA	NA	8743	0.6059808514910254	0.335734880469108	5519
(2017,2100]	OUTPAT	91	30Q	NA	R10	5	249	1.1394567078849775	0.524115106319959	145
(2017,2100]	OUTPAT	91	30Q	NA	NA	5	212	1.0971775627096754	0.4957904372450353	126
(2017,2100]	OUTPAT	91	30Q	NA	NA	NA	2368	0.5918033080837483	0.36012507166228486	1329
(2017,2100]	OUTPAT	91	30S	NA	NA	NA	38	0.7948166875113722	0.39415214354524697	34
(2017,2100]	OUTPAT	91	40	NA	R10	6	76	0.9919883777582346	0.6297168271457212	36
(2017,2100]	OUTPAT	91	40	NA	NA	6	23	0.5578435571808017	0.3599788509645596	12
(2017,2100]	OUTPAT	91	40	NA	NA	NA	1619	0.6873414709722483	0.392677349259139	759
(2017,2100]	OUTPAT	91	40K	NA	NA	NA	11	0.7315197085621206	0.5205335117620219	11
(2017,2100]	OUTPAT	91	50	NA	R10	5	978	0.6734076079063068	0.3912447604593803	825
(2017,2100]	OUTPAT	91	50	NA	R10	6	103	0.5213765546425292	0.2746275793449511	94
(2017,2100]	OUTPAT	91	50	NA	NA	5	267	0.5593640572632508	0.30642139482134556	245
(2017,2100]	OUTPAT	91	50	NA	NA	6	139	0.5222765690925868	0.243519557115382	124
(2017,2100]	OUTPAT	91	50	NA	NA	NA	6512	0.5997262236189213	0.33349911254649817	5174
(2017,2100]	OUTPAT	91	55	NA	R10	5	467	0.6192665611649456	0.35423270060843887	371
(2017,2100]	OUTPAT	91	55	NA	R10	6	84	0.5344010182098228	0.2561443129698308	78
(2017,2100]	OUTPAT	91	55	NA	NA	5	94	0.5570625865003948	0.2950990345519266	89
(2017,2100]	OUTPAT	91	55	NA	NA	6	109	0.5022814816122105	0.20759035281377008	99
(2017,2100]	OUTPAT	91	55	NA	NA	NA	4213	0.5878605575514404	0.315666487485937	3337
(2017,2100]	OUTPAT	91	55B	NA	R10	5	38	0.4592362263993213	0.15887277005617756	37
(2017,2100]	OUTPAT	91	55B	NA	NA	5	44	0.47512314771261766	0.1773289046460694	44
(2017,2100]	OUTPAT	91	55B	NA	NA	NA	61	0.4686357819271843	0.2140649351035924	61
(2017,2100]	OUTPAT	91	58	NA	R10	5	15	0.6662818816403743	0.30037948989045904	13
(2017,2100]	OUTPAT	91	58	NA	NA	5	23	0.6688926058255823	0.3749883293896199	18
(2017,2100]	OUTPAT	91	58	NA	NA	NA	1172	0.5795339152533501	0.33646296034718604	1028
(2017,2100]	OUTPAT	91	58V	NA	R10	5	25	0.6555173631385078	0.4244988388209984	23
(2017,2100]	OUTPAT	91	58V	NA	NA	NA	266	0.7687293407671316	0.448141881955565	234
(2017,2100]	OUTPAT	91	58Y	NA	NA	NA	24	0.6392679839628556	0.5343383442405866	21
(2017,2100]	OUTPAT	91	60	NA	R10	5	15	0.5601940568856472	0.36360361018908344	15
(2017,2100]	OUTPAT	91	60	NA	NA	5	18	0.6041195173504941	0.2562461348535877	17
(2017,2100]	OUTPAT	91	60	NA	NA	NA	1273	0.47523208691270424	0.2097542831275934	1078
(2017,2100]	OUTPAT	91	65	NA	R10	5	343	1.0714085654824832	0.45673603972587273	263
(2017,2100]	OUTPAT	91	65	NA	NA	5	12	1.057389267018959	0.4640225317165702	11
(2017,2100]	OUTPAT	91	65	NA	NA	NA	661	0.8088018734651115	0.4265261196493619	483
(2017,2100]	OUTPAT	91	70	NA	R10	5	683	0.7614169930768282	0.4055932678101745	400
(2017,2100]	OUTPAT	91	70	NA	R10	6	36	0.5283283644067516	0.23911023868557868	29
(2017,2100]	OUTPAT	91	70	NA	NA	5	121	0.8684874462820406	0.4036654987954126	91
(2017,2100]	OUTPAT	91	70	NA	NA	6	155	0.5019530476811814	0.2327623123994004	97
(2017,2100]	OUTPAT	91	70	NA	NA	NA	6803	0.5916998039589665	0.32046457046544924	3407
(2017,2100]	OUTPAT	91	70Z	NA	NA	NA	6	1.121814595478441	0.5553682737647023	6
(2017,2100]	OUTPAT	91	74	NA	NA	NA	16	0.675820413154445	0.3878258103381904	14
(2017,2100]	OUTPAT	91	77	NA	R10	5	7	0.7205253001853641	0.40864199366261217	7
(2017,2100]	OUTPAT	91	77	NA	R10	6	944	0.5254075634461189	0.2496065969392697	816
(2017,2100]	OUTPAT	91	77	NA	NA	6	1215	0.5276579529319034	0.24679546672341574	997
(2017,2100]	OUTPAT	91	77	NA	NA	NA	4750	0.5092642802588858	0.24416490499047286	3954
(2017,2100]	OUTPAT	91	78	NA	NA	NA	6	0.49060271206916284	0.20854368762760217	6
(2017,2100]	OUTPAT	91	80	NA	R10	5	39	0.72012118444851	0.47985035885074784	36
(2017,2100]	OUTPAT	91	80	NA	R52	5	24	0.7136536342240513	0.46415456787072007	22
(2017,2100]	OUTPAT	91	80	NA	NA	NA	475	0.6198224111727716	0.34714041960313186	359
(2017,2100]	OUTPAT	91	96	NA	NA	NA	23	0.567626040657477	0.4108922179811105	23
(2017,2100]	OUTPAT	91	97	NA	NA	NA	6	1.4589597938436814	0.33820962690854683	6
(2017,2100]	OUTPAT	91	98	NA	NA	NA	28284	0.5153384583212339	0.2316131297233313	16367
(2017,2100]	OUTPAT	92	10	NA	R10	E	863	0.8712930226469465	0.5066372391684728	828
(2017,2100]	OUTPAT	92	10	NA	NA	E	118	0.8249175560880425	0.4850432096815394	115
(2017,2100]	OUTPAT	92	10	NA	NA	NA	22847	0.739817617531076	0.4701142082705276	16604
(2017,2100]	OUTPAT	92	10E	NA	R10	E	678	0.5996749355836067	0.3289781211227181	664
(2017,2100]	OUTPAT	92	10E	NA	NA	E	159	0.5628955893810128	0.3174869418283751	158
(2017,2100]	OUTPAT	92	10E	NA	NA	NA	5704	0.68655156850566	0.42212176953097885	5012
(2017,2100]	OUTPAT	92	10F	NA	NA	NA	37	0.818471112324285	0.5116282094350425	32
(2017,2100]	OUTPAT	92	10G	NA	R10	E	1503	0.6228825098602364	0.33668050252924303	1462
(2017,2100]	OUTPAT	92	10G	NA	NA	E	1064	0.6026343899535922	0.33144247823787637	1031
(2017,2100]	OUTPAT	92	10G	NA	NA	NA	9054	0.5694193024716663	0.31875022201690245	8539
(2017,2100]	OUTPAT	92	10H	NA	R10	E	138	0.5794668248172353	0.3357211964190167	138
(2017,2100]	OUTPAT	92	10H	NA	NA	E	58	0.5199605065384727	0.21488157691137544	58
(2017,2100]	OUTPAT	92	10H	NA	NA	NA	1134	0.5403044182936811	0.2988345443187256	1068
(2017,2100]	OUTPAT	92	10I	NA	R10	E	42	0.6814494700498178	0.4217973352239912	42
(2017,2100]	OUTPAT	92	10I	NA	NA	E	11	0.4054651081081644	0	11
(2017,2100]	OUTPAT	92	10I	NA	NA	NA	849	0.6500452218889605	0.3782592644055196	789
(2017,2100]	OUTPAT	92	10K	NA	R10	E	2590	0.7685952828552324	0.43125424334519186	2384
(2017,2100]	OUTPAT	92	10K	NA	NA	E	922	0.6691007819935545	0.3781783835869857	865
(2017,2100]	OUTPAT	92	10K	NA	NA	NA	15459	0.7524517430664976	0.4604903088102974	12791
(2017,2100]	OUTPAT	92	10M	NA	R10	E	191	0.9081421895357883	0.5080240920618162	190
(2017,2100]	OUTPAT	92	10M	NA	NA	E	56	0.7220723130697881	0.40671897825526315	54
(2017,2100]	OUTPAT	92	10M	NA	NA	NA	1296	0.8448087312598747	0.5071121953009972	1185
(2017,2100]	OUTPAT	92	10R	NA	R10	E	896	0.631446065743902	0.36374691103398044	889
(2017,2100]	OUTPAT	92	10R	NA	NA	E	356	0.5438082166306781	0.2764723051694278	354
(2017,2100]	OUTPAT	92	10R	NA	NA	NA	6541	0.5794328528957832	0.3361040599295586	6141
(2017,2100]	OUTPAT	92	11	NA	NA	NA	938	0.7253109412481951	0.41071373607961437	907
(2017,2100]	OUTPAT	92	20	NA	R10	E	35	0.4880536896924834	0.21164303691361097	34
(2017,2100]	OUTPAT	92	20	NA	NA	E	82	0.44694591273276385	0.1524100166504796	82
(2017,2100]	OUTPAT	92	20	NA	NA	NA	6808	0.513408295430135	0.2534863763739456	6190
(2017,2100]	OUTPAT	92	20G	NA	R10	E	2270	0.6409940292581253	0.3904455255797657	2131
(2017,2100]	OUTPAT	92	20G	NA	NA	E	523	0.510357731799853	0.25629585712069536	506
(2017,2100]	OUTPAT	92	20G	NA	NA	NA	15129	0.5502159585371224	0.2985554335122203	13642
(2017,2100]	OUTPAT	92	20J	NA	R10	E	604	0.5797368310817907	0.28397057187313435	599
(2017,2100]	OUTPAT	92	20J	NA	NA	E	373	0.5468056528253117	0.2550135338613484	365
(2017,2100]	OUTPAT	92	20J	NA	NA	NA	4294	0.5641024899192474	0.28080257449478196	4066
(2017,2100]	OUTPAT	92	20L	NA	R10	E	15	0.7003369232247736	0.29764223241474597	14
(2017,2100]	OUTPAT	92	20L	NA	NA	NA	148	0.6415205670942156	0.34469022213449885	145
(2017,2100]	OUTPAT	92	20O	NA	R10	E	2377	0.5926505197358987	0.31261083134667045	2285
(2017,2100]	OUTPAT	92	20O	NA	NA	E	1191	0.5547160408694898	0.27334130453583616	1146
(2017,2100]	OUTPAT	92	20O	NA	NA	NA	23995	0.5401243650618978	0.2703608659852081	20545
(2017,2100]	OUTPAT	92	20P	NA	R10	E	833	0.5235866862285559	0.2728166722245556	810
(2017,2100]	OUTPAT	92	20P	NA	NA	E	561	0.4919111033829811	0.22475829095149683	539
(2017,2100]	OUTPAT	92	20P	NA	NA	NA	4989	0.5190018246266132	0.2692599811409465	4650
(2017,2100]	OUTPAT	92	20R	NA	R10	E	89	0.7160199422727376	0.4546345377114194	89
(2017,2100]	OUTPAT	92	20R	NA	NA	E	21	0.5431127440820295	0.26113221079822	21
(2017,2100]	OUTPAT	92	20R	NA	NA	NA	499	0.4922098366258335	0.23365989430226758	452
(2017,2100]	OUTPAT	92	20U	NA	R10	E	1910	0.5608156250346258	0.281084648959299	1809
(2017,2100]	OUTPAT	92	20U	NA	NA	E	489	0.4988763378227841	0.21229223264715966	473
(2017,2100]	OUTPAT	92	20U	NA	NA	NA	11026	0.526602885485321	0.27948907267528694	10039
(2017,2100]	OUTPAT	92	20V	NA	R10	E	892	0.504216468006006	0.2585793846225162	859
(2017,2100]	OUTPAT	92	20V	NA	NA	E	324	0.531279967994561	0.2675664352486614	309
(2017,2100]	OUTPAT	92	20V	NA	NA	NA	5840	0.5086470012858032	0.2588988232606451	5333
(2017,2100]	OUTPAT	92	20Y	NA	R10	E	774	0.512773470604553	0.2582405852769717	757
(2017,2100]	OUTPAT	92	20Y	NA	NA	NA	2044	0.5003316950754437	0.2564241996910121	1958
(2017,2100]	OUTPAT	92	25	NA	R10	E	779	0.5072911651289121	0.23793254272754322	772
(2017,2100]	OUTPAT	92	25	NA	NA	E	470	0.4496294967243186	0.15193828459727343	460
(2017,2100]	OUTPAT	92	25	NA	NA	NA	3861	0.49510789296604074	0.23429590711847198	3589
(2017,2100]	OUTPAT	92	30	NA	R10	6	7	0.5514152863270189	0.24925738174860515	7
(2017,2100]	OUTPAT	92	30	NA	R10	E	4291	0.6433152850923284	0.3566169730874188	3726
(2017,2100]	OUTPAT	92	30	NA	NA	E	1157	0.6556440351060178	0.3573232860663959	1041
(2017,2100]	OUTPAT	92	30	NA	NA	NA	24715	0.589413568580973	0.311749205513844	21256
(2017,2100]	OUTPAT	92	30Q	NA	R10	E	111	0.7359574454030777	0.4477146679490628	104
(2017,2100]	OUTPAT	92	30Q	NA	NA	NA	1419	0.6004032152147049	0.31405898450714903	1189
(2017,2100]	OUTPAT	92	30S	NA	NA	NA	549	0.6968186330487948	0.365432441734382	512
(2017,2100]	OUTPAT	92	30U	NA	NA	NA	12	0.4480339100886636	0.14746265569512662	12
(2017,2100]	OUTPAT	92	40	NA	R10	E	16	0.7998492878445093	0.42348031875828485	14
(2017,2100]	OUTPAT	92	40	NA	NA	E	10	0.4054651081081644	0	9
(2017,2100]	OUTPAT	92	40	NA	NA	NA	429	0.6353821736233616	0.3277734293957963	378
(2017,2100]	OUTPAT	92	40A	NA	NA	NA	85	0.7328933176423009	0.3607998518171438	84
(2017,2100]	OUTPAT	92	40D	NA	NA	NA	6	0.49060271206916284	0.20854368762760217	6
(2017,2100]	OUTPAT	92	40E	NA	NA	NA	42	0.5800317300918192	0.36769064492121906	39
(2017,2100]	OUTPAT	92	40G	NA	NA	NA	35	0.5290561047007498	0.2915974782821646	35
(2017,2100]	OUTPAT	92	40H	NA	NA	NA	17	0.4054651081081644	0	14
(2017,2100]	OUTPAT	92	40I	NA	NA	NA	17	0.7987959579326603	0.5349406782703746	17
(2017,2100]	OUTPAT	92	40K	NA	NA	NA	105	0.5342882710793375	0.28795411820038175	99
(2017,2100]	OUTPAT	92	40M	NA	NA	NA	8	0.5970247170204109	0.26437737734286404	8
(2017,2100]	OUTPAT	92	50	NA	R10	E	2253	0.6019320842542529	0.32456059183420266	2196
(2017,2100]	OUTPAT	92	50	NA	NA	E	874	0.49457221551207936	0.22669793747886802	833
(2017,2100]	OUTPAT	92	50	NA	NA	NA	25980	0.518249408255606	0.25906922544957356	21978
(2017,2100]	OUTPAT	92	55	NA	R10	E	1782	0.5196876973238018	0.25604208027000863	1755
(2017,2100]	OUTPAT	92	55	NA	NA	E	584	0.516251808653958	0.254860636963081	571
(2017,2100]	OUTPAT	92	55	NA	NA	NA	18779	0.5168248654550756	0.24775712747568793	16241
(2017,2100]	OUTPAT	92	55A	NA	R10	E	31	0.5779598219234053	0.31754806269315927	31
(2017,2100]	OUTPAT	92	55A	NA	NA	NA	39	0.47292893272267933	0.2183836602757934	38
(2017,2100]	OUTPAT	92	55B	NA	R10	E	382	0.5284044510745299	0.2611508369683484	381
(2017,2100]	OUTPAT	92	55B	NA	NA	E	282	0.4688220665980273	0.17746783727660204	278
(2017,2100]	OUTPAT	92	55B	NA	NA	NA	2067	0.5655389809387831	0.27206908665019225	2015
(2017,2100]	OUTPAT	92	57	NA	R10	E	150	0.644536105920734	0.3856436387895059	149
(2017,2100]	OUTPAT	92	57	NA	NA	E	63	0.4918893696046901	0.20461775487562261	62
(2017,2100]	OUTPAT	92	57	NA	NA	NA	1174	0.6091861935828775	0.31453517777971635	1037
(2017,2100]	OUTPAT	92	58	NA	R10	E	238	0.7623526792005777	0.40174042663975645	237
(2017,2100]	OUTPAT	92	58	NA	NA	E	254	0.7229923760011292	0.375853788068122	249
(2017,2100]	OUTPAT	92	58	NA	NA	NA	3552	0.7065917833571504	0.40891793506252666	3255
(2017,2100]	OUTPAT	92	58V	NA	R10	E	176	0.5812922784875936	0.3302072983631754	176
(2017,2100]	OUTPAT	92	58V	NA	NA	NA	724	0.6366220321264249	0.3722391157919849	700
(2017,2100]	OUTPAT	92	58X	NA	R10	E	43	0.7415485610900033	0.4039357296824187	43
(2017,2100]	OUTPAT	92	58X	NA	NA	NA	204	0.7809986166017541	0.31007332247845903	201
(2017,2100]	OUTPAT	92	58Y	NA	R10	E	174	0.9055521138449152	0.452897479549052	174
(2017,2100]	OUTPAT	92	58Y	NA	NA	NA	643	0.9313659537546014	0.48156299844190675	634
(2017,2100]	OUTPAT	92	60	NA	R10	E	1235	0.6073960099443305	0.309946243941751	1209
(2017,2100]	OUTPAT	92	60	NA	NA	E	476	0.6584544305294885	0.3443727795286752	468
(2017,2100]	OUTPAT	92	60	NA	NA	NA	10661	0.5929211812887297	0.31798282413131645	9882
(2017,2100]	OUTPAT	92	60A	NA	R10	E	266	0.749911810781829	0.3459516512995395	265
(2017,2100]	OUTPAT	92	60A	NA	NA	E	33	0.9157276084834935	0.35179889404713777	33
(2017,2100]	OUTPAT	92	60A	NA	NA	NA	659	0.703844185497255	0.3369406800013001	656
(2017,2100]	OUTPAT	92	65	NA	R10	E	2241	0.852467795366446	0.46807826581493384	1921
(2017,2100]	OUTPAT	92	65	NA	NA	E	734	0.7319810752202394	0.36425966460806714	572
(2017,2100]	OUTPAT	92	65	NA	NA	NA	10077	0.6349398970852245	0.3747602862299906	8672
(2017,2100]	OUTPAT	92	70	NA	R10	E	646	0.8055602100760766	0.47482524284244504	623
(2017,2100]	OUTPAT	92	70	NA	NA	E	375	0.6404764508516945	0.35856053485555445	357
(2017,2100]	OUTPAT	92	70	NA	NA	NA	10825	0.5980096630151513	0.3341835360818282	8555
(2017,2100]	OUTPAT	92	70F	NA	NA	NA	110	0.559280211053493	0.3104185036075479	106
(2017,2100]	OUTPAT	92	70Z	NA	NA	NA	8	0.7125570797108274	0.45219490278651536	7
(2017,2100]	OUTPAT	92	74	NA	R10	E	17	0.4355136742120462	0.12389341194465923	17
(2017,2100]	OUTPAT	92	74	NA	NA	E	15	0.6468129224943313	0.46479078771744203	14
(2017,2100]	OUTPAT	92	74	NA	NA	NA	325	0.6309593045573275	0.34767034117462287	295
(2017,2100]	OUTPAT	92	75	NA	R10	E	11	0.6052127969569117	0.44441055235228033	10
(2017,2100]	OUTPAT	92	75	NA	NA	E	8	0.4693183110789132	0.18060413128439	8
(2017,2100]	OUTPAT	92	75	NA	NA	NA	173	0.6521597774664821	0.3529772540179279	164
(2017,2100]	OUTPAT	92	77	NA	R10	E	1361	0.6006465288130967	0.35434762613488646	1310
(2017,2100]	OUTPAT	92	77	NA	NA	E	645	0.5255758041488614	0.2592960879399936	616
(2017,2100]	OUTPAT	92	77	NA	NA	NA	10790	0.569572790222645	0.3174826108152207	9880
(2017,2100]	OUTPAT	92	78	NA	NA	NA	225	0.6159067192510821	0.35651571706749785	212
(2017,2100]	OUTPAT	92	80	NA	R10	E	1726	0.5689620194014892	0.3115832656665399	1616
(2017,2100]	OUTPAT	92	80	NA	NA	E	730	0.5845657803109665	0.28764986711970236	717
(2017,2100]	OUTPAT	92	80	NA	NA	NA	11867	0.6120796473699537	0.3604636491408957	11136
