EVENT_AGE,Frequency,APPROX_EVENT_DAY,Frequency,CDA_ID_SALATTU,Frequency,DOC_GROUP_SALATTU,Frequency,RESEPTISTATUS,Frequency,DIS_AMOUNT_CALC_TXT,Frequency,DIS_AMT_VALUE,Frequency,DIS_AMOUNT_TXT,Frequency,DIS_AMT_UNIT,Frequency,DELIVERY_FEE,Frequency,MED_EXCHANGED,Frequency,DOSE_DISTRIBUTION,Frequency,ATC_CODE,Frequency,PREPARATION_TYPE_CODE,Frequency,PRODUCT_CODE1,Frequency,PRODUCT_CODE2,Frequency,PRODUCT_CODE3,Frequency,LAAKEMUOTOKOODI,Frequency,DRUG_NAME_C,Frequency,DOSE_QUANTITY_TEXT,Frequency
,,2020-07-31,160,,,,,,,,,,,,,,,21.32,181,,,,,,,,,386095,165,,,,,,,REQUIP DEPOT,137,100_MG/ML,58
,,2023-03-06,160,,,,,,,,,,,,,,,6.72,181,,,,,,,,,500035,165,,,,,,,TESTOGEL,137,4500 anti-Xa IU,58
,,2023-03-04,160,,,,,,,,,,,,,,,5.26,181,,,,,,,,,569345,165,,,,,,,MIRTAZAPIN KRKA,137,36 MG,58
,,2023-03-16,160,,,,,,,,,,,,,,,12.13,181,,,,,,,,,410083,164,,,,,,,AKINETON,136,18MIKROG,57
,,2023-03-20,160,,,,,,,,,,,,,,,22.59,180,,,,,,,,,580944,164,,,,,,,MOXONIDIN RATIOPHARM,135,12.5/5 MG,57
,,2018-12-08,160,,,,,,,,,,,,,,,17.35,180,,,,,,,,,100099,164,,,,,,,SERTRALIN KRKA,135,54 mg,57
,,2022-02-17,160,,,,,,,,,,,,,,,3.99,180,,,,,,,,,176835,163,,,,,,,TRAMADOL/PARACETAMOL KRKA,135,225 MG,57
,,2022-02-25,160,,,,,,,,,,,,,,,13.4,179,,,,,,,,,041211,163,,,,,,,ESCOR,135,12 mikrog/annos,57
,,2019-03-09,160,,,,,,,,,,,,,,,1.6,179,,,,,,,,,553206,163,,,,,,,IMOCUR,133,50/250MIKROG/DOS,57
,,2022-11-17,160,,,,,,,,,,,,,,,14.41,179,,,,,,,,,195537,162,,,,,,,CARVERATIO,133,20MG/ML+5MG/ML,57
,,2020-11-29,160,,,,,,,,,,,,,,,1.63,179,,,,,,,,,057932,162,,,,,,,CALCICHEW APPELSIINI,133,40 MIKROG/ML + 5 MG/ML,56
,,2022-11-05,160,,,,,,,,,,,,,,,21.72,178,,,,,,,,,391550,162,,,,,,,LIPANTHYL PENTA,133,25 mikrog/h,56
,,2023-06-25,160,,,,,,,,,,,,,,,18.77,178,,,,,,,,,464743,162,,,,,,,BICALUTAMID ORION,132,20 %,56
,,2022-07-04,160,,,,,,,,,,,,,,,54.65,178,,,,,,,,,466482,161,,,,,,,URSOCHOL,132,27,5 MIKROG/ANNO,56
,,2020-06-30,160,,,,,,,,,,,,,,,15.25,178,,,,,,,,,124743,161,,,,,,,LEVETIRACETAM ORION,131,40 mikrog/ml,55
,,2019-09-14,160,,,,,,,,,,,,,,,4.51,178,,,,,,,,,418144,161,,,,,,,TRAVATAN,131,0.5/0.4_MG,55
,,2019-09-26,160,,,,,,,,,,,,,,,18.24,177,,,,,,,,,186790,161,,,,,,,MINIDERM,131,2,5/1,5 mg,55
,,2023-02-10,160,,,,,,,,,,,,,,,66.69,177,,,,,,,,,106070,161,,,,,,,PANZOR,131,12 mikrog/h,55
,,2023-05-14,160,,,,,,,,,,,,,,,1.0,177,,,,,,,,,572313,161,,,,,,,LOSARSTAD,128,0,54
,,2020-09-02,160,,,,,,,,,,,,,,,6.61,177,,,,,,,,,111419,160,,,,,,,SAXENDA,128,0,5 MIKROG,54
,,2022-04-20,160,,,,,,,,,,,,,,,3.44,177,,,,,,,,,125608,160,,,,,,,TECFIDERA,128,10/25 MG,54
,,2022-01-01,160,,,,,,,,,,,,,,,21.13,176,,,,,,,,,009385,160,,,,,,,TOLVON,128,0.03MG/3MG,54
,,2021-08-23,160,,,,,,,,,,,,,,,93.75,176,,,,,,,,,198650,160,,,,,,,CAVERJECT DUAL,127,20 mikrog,54
,,2022-09-26,159,,,,,,,,,,,,,,,8.91,176,,,,,,,,,518715,160,,,,,,,CERALAN PERUSVOIDE,127,125/5 mikrog/annos,54
,,2023-07-15,159,,,,,,,,,,,,,,,40.75,176,,,,,,,,,404541,159,,,,,,,TELMISARTAN ORION,127,80/25 MG,54
,,2023-07-26,159,,,,,,,,,,,,,,,26.85,176,,,,,,,,,024288,159,,,,,,,TENOPRIN,126,200/6 MCG/ANN,54
,,2022-06-22,159,,,,,,,,,,,,,,,14.69,176,,,,,,,,,196444,159,,,,,,,FLUCLOXACILLIN ORION,126,100MIKROG/ANN,54
,,2020-03-15,159,,,,,,,,,,,,,,,250.64,176,,,,,,,,,020144,159,,,,,,,ALFACALCIDOL ORIFARM,126,1000000 IU,54
,,2021-06-29,159,,,,,,,,,,,,,,,20.13,175,,,,,,,,,038701,158,,,,,,,ORIPTAN,125,50 mg/0,5 ml,54
,,2023-09-13,159,,,,,,,,,,,,,,,9.13,175,,,,,,,,,068001,158,,,,,,,NEULASTA,125,800 iu,53
,,2022-03-07,159,,,,,,,,,,,,,,,3.96,175,,,,,,,,,010708,158,,,,,,,REVITELLE,125,32/25 MG,53
,,2021-09-16,159,,,,,,,,,,,,,,,25.24,175,,,,,,,,,011260,158,,,,,,,SERENASE,125,5/120 MG,53
,,2021-09-21,159,,,,,,,,,,,,,,,13.59,175,,,,,,,,,081148,157,,,,,,,CAPRILON,125,5/80 MG,53
,,2021-09-04,159,,,,,,,,,,,,,,,5.05,174,,,,,,,,,584854,157,,,,,,,AIMOVIG,125,21 mikrog/annos,53
,,2020-05-21,159,,,,,,,,,,,,,,,5.97,174,,,,,,,,,106536,157,,,,,,,CLOPIDOGREL TAW PHARMA,124,1.5 MILJ. IU,53
,,2023-04-05,159,,,,,,,,,,,,,,,12.32,174,,,,,,,,,029448,157,,,,,,,FIASP FLEXTOUCH,124,320 MG,53
,,2023-04-15,159,,,,,,,,,,,,,,,11.22,174,,,,,,,,,591465,157,,,,,,,ALPHAGAN,124,100/6 MCG/ANN,53
,,2023-04-21,159,,,,,,,,,,,,,,,59.24,174,,,,,,,,,464362,156,,,,,,,DERMOVAT SCALP,124,3,35 mg/ml,53
,,2022-08-21,159,,,,,,,,,,,,,,,17.9,173,,,,,,,,,510882,156,,,,,,,PHYSIOTENS,124,500 MG/100 000 I,53
,,2019-05-01,159,,,,,,,,,,,,,,,7.63,173,,,,,,,,,017218,155,,,,,,,LETROZOL ACCORD,124,0,35 mg,53
,,2019-05-13,159,,,,,,,,,,,,,,,8.1,173,,,,,,,,,065778,155,,,,,,,SEROQUEL PROLONG,124,200/25_MG,53
,,2022-08-16,159,,,,,,,,,,,,,,,50.58,173,,,,,,,,,128139,155,,,,,,,XTANDI,124,0.18 MG,52
,,2022-08-15,159,,,,,,,,,,,,,,,1.19,173,,,,,,,,,177492,155,,,,,,,LEVEMIR PENFILL,124,1/20 MG/G,52
,,2022-08-02,159,,,,,,,,,,,,,,,21.99,172,,,,,,,,,124870,155,,,,,,,SPORANOX,123,0.4 mg,52
,,2022-05-05,159,,,,,,,,,,,,,,,17.26,172,,,,,,,,,566992,155,,,,,,,V-PEN,123,1/1 MG + 2/2 MG,52
,,2022-05-22,159,,,,,,,,,,,,,,,5.75,172,,,,,,,,,453644,154,,,,,,,AEROBEC AUTOHALER,123,0,25 MG/ML,52
,,2019-12-04,159,,,,,,,,,,,,,,,30.72,171,,,,,,,,,586578,154,,,,,,,CANDESARTAN/HYDROCHLOROTHIAZIDE KRKA,123,500 MG EI GS EPILEPSIA,52
,,2019-12-17,159,,,,,,,,,,,,,,,3.18,171,,,,,,,,,005244,154,,,,,,,PARAMAX-COD,122,0.5 mg,51
,,2019-12-22,159,,,,,,,,,,,,,,,16.88,170,,,,,,,,,517846,154,,,,,,,SPARTOFER,122,54 MG,51
,,2020-11-30,159,,,,,,,,,,,,,,,41.29,170,,,,,,,,,107872,154,,,,,,,FRAGMIN,122,21 MIKROG/ANNOS,51
,,2020-11-05,159,,,,,,,,,,,,,,,19.01,169,,,,,,,,,482439,154,,,,,,,ACID.FOL.,121,160/12.5 MG,51
,,2023-06-23,159,,,,,,,,,,,,,,,8.12,169,,,,,,,,,409929,154,,,,,,,LISINOPRIL RATIOPHARM,121,200/6_MIKROG/ANNOS,51
,,2019-09-13,159,,,,,,,,,,,,,,,27.47,169,,,,,,,,,154894,153,,,,,,,SEROXAT,121,80/400 MG,51
,,2019-09-03,159,,,,,,,,,,,,,,,73.62,169,,,,,,,,,007102,153,,,,,,,CARDACE COMP,120,60 MG/ML,51
,,2019-10-30,159,,,,,,,,,,,,,,,20.6,169,,,,,,,,,460287,153,,,,,,,ANTABUS,120,0.5MG/0.4MG,51
,,2023-02-09,159,,,,,,,,,,,,,,,28.45,168,,,,,,,,,173682,153,,,,,,,COVERSYL NOVUM,120,0,5 mikrog,51
,,2023-05-20,159,,,,,,,,,,,,,,,248.06,168,,,,,,,,,006263,152,,,,,,,QUETIAPIN RATIOPHARM,120,2/5 MG,50
,,2020-09-21,159,,,,,,,,,,,,,,,35.87,168,,,,,,,,,013386,152,,,,,,,FURESIS COMP,119,10/160/12,5 mg,50
,,2022-07-14,159,,,,,,,,,,,,,,,34.19,167,,,,,,,,,433171,152,,,,,,,NASACORT,119,2.5MIKROG,50
,,2021-12-01,159,,,,,,,,,,,,,,,10.06,167,,,,,,,,,524083,152,,,,,,,APOBASE CREME,119,1,5 g,50
,,2022-04-26,159,,,,,,,,,,,,,,,17.09,167,,,,,,,,,550269,152,,,,,,,TADEX,118,1_MG/ML,50
,,2022-04-22,159,,,,,,,,,,,,,,,7.86,167,,,,,,,,,183277,152,,,,,,,LOGIMAX,118,2 mg/35 mikrog,50
,,2022-01-18,159,,,,,,,,,,,,,,,15.23,167,,,,,,,,,467318,152,,,,,,,EXTRANEAL,118,145 mg,50
,,2022-01-05,159,,,,,,,,,,,,,,,5.22,167,,,,,,,,,397533,152,,,,,,,ARDINEX,117,2/5 mg/ml,50
,,2020-01-22,159,,,,,,,,,,,,,,,14.86,167,,,,,,,,,005369,152,,,,,,,TETRALYSAL,116,97/103 mg,50
,,2023-08-18,159,,,,,,,,,,,,,,,11.29,167,,,,,,,,,019488,151,,,,,,,DONEPEZIL ACTAVIS,116,2.4 MIKROG/0.5 ML,50
,,2021-08-20,159,,,,,,,,,,,,,,,20.36,166,,,,,,,,,432934,151,,,,,,,RENITEC COMP,115,665MG,50
,,2021-08-05,159,,,,,,,,,,,,,,,239.67,166,,,,,,,,,565473,151,,,,,,,AGIOCUR,115,0,25 mg/ml,50
,,2021-08-12,159,,,,,,,,,,,,,,,5.71,166,,,,,,,,,164666,150,,,,,,,ATROVENT NASAL,115,160_MG,50
,,2022-01-31,158,,,,,,,,,,,,,,,4.76,166,,,,,,,,,042527,150,,,,,,,CELECOXIB PFIZER,115,2,5/2,5 MIKROG,50
,,2022-10-25,158,,,,,,,,,,,,,,,14.01,166,,,,,,,,,398222,148,,,,,,,KALCIPOS,115,50/500MIKROG/DOS,50
,,2022-10-27,158,,,,,,,,,,,,,,,3.27,166,,,,,,,,,520759,148,,,,,,,AZONA,115,2.5/120 MG,50
,,2020-12-14,158,,,,,,,,,,,,,,,1.17,166,,,,,,,,,019233,148,,,,,,,PREVENAR,115,List truncated...,
,,2020-12-10,158,,,,,,,,,,,,,,,22.5,166,,,,,,,,,033076,148,,,,,,,SIBICORT,115,,
,,2022-10-07,158,,,,,,,,,,,,,,,12.0,165,,,,,,,,,558361,148,,,,,,,RABEPRAZOL KRKA,115,,
,,2023-07-07,158,,,,,,,,,,,,,,,21.55,165,,,,,,,,,102559,148,,,,,,,OMNIC OCAS,114,,
,,2023-07-16,158,,,,,,,,,,,,,,,19.41,165,,,,,,,,,411918,148,,,,,,,MULTIVITA PLUS MONIVITAMIINI,114,,
,,2022-03-13,158,,,,,,,,,,,,,,,50.38,165,,,,,,,,,005588,148,,,,,,,AVITCID,114,,
,,2021-10-31,158,,,,,,,,,,,,,,,17.23,164,,,,,,,,,091493,148,,,,,,,GALANTAMIN KRKA,113,,
,,2023-09-03,158,,,,,,,,,,,,,,,25.25,164,,,,,,,,,082465,147,,,,,,,PARACETAMOL KRKA,113,,
,,2019-08-24,158,,,,,,,,,,,,,,,10.55,163,,,,,,,,,507537,147,,,,,,,ORLOC COMP,112,,
,,2021-04-24,158,,,,,,,,,,,,,,,13.8,163,,,,,,,,,376235,147,,,,,,,SEREVENT DISKUS,112,,
,,2023-01-19,158,,,,,,,,,,,,,,,19.34,163,,,,,,,,,142307,147,,,,,,,XYLOCAIN,111,,
,,2018-09-26,158,,,,,,,,,,,,,,,48.38,163,,,,,,,,,175398,147,,,,,,,LOGIMAX FORTE,111,,
,,2023-04-04,158,,,,,,,,,,,,,,,19.15,162,,,,,,,,,005589,147,,,,,,,ACID.FOLIC (TÖYSÄ/SOPIMUSVALMISTUSTUOTE),110,,
,,2019-05-27,158,,,,,,,,,,,,,,,17.89,162,,,,,,,,,108221,146,,,,,,,TEMGESIC,110,,
,,2020-08-31,158,,,,,,,,,,,,,,,25.48,162,,,,,,,,,481705,146,,,,,,,LISINOPRIL/HYDROCHLOROTHIAZIDE ORION,110,,
,,2022-08-04,158,,,,,,,,,,,,,,,12.87,162,,,,,,,,,098329,145,,,,,,,OLANZAPIN ORION,110,,
,,2022-05-06,158,,,,,,,,,,,,,,,18.16,161,,,,,,,,,028598,145,,,,,,,BUPROPION ORION,110,,
,,2022-05-01,158,,,,,,,,,,,,,,,11.15,161,,,,,,,,,564373,145,,,,,,,KARDOPAL,109,,
,,2022-05-02,158,,,,,,,,,,,,,,,46.43,160,,,,,,,,,483100,144,,,,,,,RANIXAL,109,,
,,2021-11-13,158,,,,,,,,,,,,,,,21.23,160,,,,,,,,,021721,144,,,,,,,ZADITEN,109,,
,,2020-04-01,158,,,,,,,,,,,,,,,17.71,160,,,,,,,,,005894,144,,,,,,,DIURAMIN,109,,
,,2019-12-08,158,,,,,,,,,,,,,,,16.93,160,,,,,,,,,464996,144,,,,,,,KERLON,109,,
,,2019-12-03,158,,,,,,,,,,,,,,,15.51,160,,,,,,,,,095470,144,,,,,,,INNOVAIR NEXTHALER,109,,
,,2021-07-09,158,,,,,,,,,,,,,,,13.82,160,,,,,,,,,013498,143,,,,,,,METOPROLOL RATIOPHARM,108,,
,,2020-07-20,158,,,,,,,,,,,,,,,48.68,160,,,,,,,,,151852,143,,,,,,,CARBALAN PLUS,108,,
,,2023-03-07,158,,,,,,,,,,,,,,,1.52,160,,,,,,,,,433844,143,,,,,,,AERIUS,108,,
,,2018-12-19,158,,,,,,,,,,,,,,,11.19,160,,,,,,,,,149798,143,,,,,,,KALIUMKLORID ORIFARM,108,,
,,2022-11-01,158,,,,,,,,,,,,,,,8.98,159,,,,,,,,,573568,143,,,,,,,INDAPAMIDE ORION,108,,
,,2022-11-21,158,,,,,,,,,,,,,,,17.83,159,,,,,,,,,000119,142,,,,,,,GLUCOSAMIN RATIOPHARM,107,,
,,2023-05-31,158,,,,,,,,,,,,,,,52.35,159,,,,,,,,,482026,142,,,,,,,APOBASE OILY CREME,107,,
,,2021-05-18,158,,,,,,,,,,,,,,,133.82,159,,,,,,,,,158447,142,,,,,,,MINI-PILL,107,,
,,2023-05-04,158,,,,,,,,,,,,,,,14.23,159,,,,,,,,,524276,142,,,,,,,ATORVASTATIN PFIZER,107,,
,,2020-10-07,158,,,,,,,,,,,,,,,24.49,159,,,,,,,,,395673,142,,,,,,,OMEPRAZOL ACTAVIS,107,,
,,2022-07-28,158,,,,,,,,,,,,,,,11.31,159,,,,,,,,,402842,142,,,,,,,NOCEDAN,106,,
,,2021-12-03,158,,,,,,,,,,,,,,,58.34,157,,,,,,,,,027214,142,,,,,,,HUMALOG KWIKPEN,105,,
,,2021-12-06,158,,,,,,,,,,,,,,,30.59,157,,,,,,,,,097873,142,,,,,,,TEGRETOL RETARD,105,,
,,2022-04-04,158,,,,,,,,,,,,,,,23.82,157,,,,,,,,,106581,142,,,,,,,SPESICOR DOS,105,,
,,2019-01-02,158,,,,,,,,,,,,,,,19.4,156,,,,,,,,,010106,142,,,,,,,XANOR DEPOT,105,,
,,2023-08-16,158,,,,,,,,,,,,,,,16.43,156,,,,,,,,,158520,141,,,,,,,COZAAR,105,,
,,2021-08-25,158,,,,,,,,,,,,,,,1.4,156,,,,,,,,,018365,141,,,,,,,PRIMOLUT-NOR,105,,
,,2022-01-29,157,,,,,,,,,,,,,,,6.44,156,,,,,,,,,508939,141,,,,,,,ENCEPUR,105,,
,,2022-10-23,157,,,,,,,,,,,,,,,14.48,156,,,,,,,,,478479,141,,,,,,,DAKTACORT,104,,
,,2022-10-22,157,,,,,,,,,,,,,,,13.45,156,,,,,,,,,040742,141,,,,,,,ROSAZOL,104,,
,,2019-04-08,157,,,,,,,,,,,,,,,25.33,156,,,,,,,,,082719,140,,,,,,,ADALAT OROS,104,,
,,2022-10-08,157,,,,,,,,,,,,,,,13.09,156,,,,,,,,,130895,140,,,,,,,SOMATULINE AUTOGEL,104,,
,,2023-07-21,157,,,,,,,,,,,,,,,54.19,155,,,,,,,,,136653,140,,,,,,,ACTIVELLE,104,,
,,2022-06-12,157,,,,,,,,,,,,,,,16.71,155,,,,,,,,,106609,140,,,,,,,DIGOXIN ORION,103,,
,,2020-03-13,157,,,,,,,,,,,,,,,16.84,155,,,,,,,,,017409,140,,,,,,,EUCREAS,102,,
,,2021-06-23,157,,,,,,,,,,,,,,,41.08,155,,,,,,,,,108837,140,,,,,,,ESOMEPRAZOL ACTAVIS,102,,
,,2021-06-12,157,,,,,,,,,,,,,,,87.57,155,,,,,,,,,470332,140,,,,,,,ATORVASTATIN ACCORD,102,,
,,2018-03-14,157,,,,,,,,,,,,,,,12.27,155,,,,,,,,,088451,139,,,,,,,KLOTRIPTYL,102,,
,,2023-10-20,157,,,,,,,,,,,,,,,20.98,154,,,,,,,,,594519,139,,,,,,,COPRENESSA,102,,
,,2019-02-26,157,,,,,,,,,,,,,,,13.67,154,,,,,,,,,534994,139,,,,,,,ENALAPRIL COMP ORION,101,,
,,2021-10-07,157,,,,,,,,,,,,,,,12.09,154,,,,,,,,,074069,139,,,,,,,KANDROZID,101,,
,,2019-08-12,157,,,,,,,,,,,,,,,11.36,154,,,,,,,,,106477,139,,,,,,,MELIANE,101,,
,,2019-08-16,157,,,,,,,,,,,,,,,24.2,153,,,,,,,,,405145,139,,,,,,,TOPIRAMAT ORION,100,,
,,2020-05-01,157,,,,,,,,,,,,,,,8.18,153,,,,,,,,,091021,138,,,,,,,BETOLVEX,100,,
,,2023-01-15,157,,,,,,,,,,,,,,,16.76,153,,,,,,,,,011738,138,,,,,,,SKINOREN,100,,
,,2023-01-18,157,,,,,,,,,,,,,,,6.11,153,,,,,,,,,510348,138,,,,,,,ACRISEU,100,,
,,2023-01-26,157,,,,,,,,,,,,,,,15.67,153,,,,,,,,,585568,138,,,,,,,NOVORAPID,100,,
,,2018-09-06,157,,,,,,,,,,,,,,,10.81,152,,,,,,,,,444822,137,,,,,,,BUCORT,100,,
,,2023-04-01,157,,,,,,,,,,,,,,,28.3,152,,,,,,,,,582391,137,,,,,,,CIRRUS,100,,
,,2018-09-24,157,,,,,,,,,,,,,,,8.84,152,,,,,,,,,576450,137,,,,,,,TAMBOCOR,99,,
,,2023-04-19,157,,,,,,,,,,,,,,,18.89,152,,,,,,,,,005483,137,,,,,,,BUPREMYL,99,,
,,2022-08-06,157,,,,,,,,,,,,,,,4.58,152,,,,,,,,,025095,136,,,,,,,AIROMIR AUTOHALER,99,,
,,2022-08-03,157,,,,,,,,,,,,,,,33.1,152,,,,,,,,,060924,136,,,,,,,NEOTIGASON,99,,
,,2022-05-29,157,,,,,,,,,,,,,,,11.67,152,,,,,,,,,094441,135,,,,,,,LOCERYL,99,,
,,2021-11-11,157,,,,,,,,,,,,,,,17.12,151,,,,,,,,,014453,135,,,,,,,SYMBICORT,99,,
,,2019-12-15,157,,,,,,,,,,,,,,,66.03,151,,,,,,,,,076024,135,,,,,,,ZOFRAN ZYDIS,99,,
,,2021-07-31,157,,,,,,,,,,,,,,,15.04,151,,,,,,,,,129211,135,,,,,,,FLUVASTATIN MYLAN,98,,
,,2021-02-02,157,,,,,,,,,,,,,,,5.4,151,,,,,,,,,428884,135,,,,,,,MECASTRIN,98,,
,,2021-02-24,157,,,,,,,,,,,,,,,19.9,150,,,,,,,,,010884,134,,,,,,,MATRIFEN,97,,
,,2022-02-23,157,,,,,,,,,,,,,,,31.25,150,,,,,,,,,193678,134,,,,,,,SUSTANON 250,97,,
,,2022-11-26,157,,,,,,,,,,,,,,,36.75,150,,,,,,,,,185371,134,,,,,,,METHOTREXATE PFIZER,97,,
,,2022-11-27,157,,,,,,,,,,,,,,,24.75,150,,,,,,,,,023265,134,,,,,,,BACTROBAN NASAL,97,,
,,2023-06-04,157,,,,,,,,,,,,,,,140.97,149,,,,,,,,,086968,134,,,,,,,NOVOFEM,97,,
,,2020-11-27,157,,,,,,,,,,,,,,,16.9,149,,,,,,,,,068578,133,,,,,,,TERBINAFIN RATIOPHARM,96,,
,,2020-11-15,157,,,,,,,,,,,,,,,16.5,149,,,,,,,,,579515,133,,,,,,,ANGELIQ,96,,
,,2020-11-14,157,,,,,,,,,,,,,,,18.22,149,,,,,,,,,495152,133,,,,,,,RISPERDAL CONSTA,96,,
,,2019-09-11,157,,,,,,,,,,,,,,,42.11,149,,,,,,,,,002391,133,,,,,,,ATROVENT COMP ECO,96,,
,,2019-09-20,157,,,,,,,,,,,,,,,7.87,149,,,,,,,,,479535,133,,,,,,,AMLODORION,96,,
,,2021-05-06,157,,,,,,,,,,,,,,,42.96,149,,,,,,,,,374918,133,,,,,,,PROCREN DEPOT PDS,96,,
,,2023-02-06,157,,,,,,,,,,,,,,,0.9,149,,,,,,,,,083527,133,,,,,,,NYSTATIN ORIFARM,96,,
,,2021-05-17,157,,,,,,,,,,,,,,,5.12,149,,,,,,,,,442826,132,,,,,,,TRAMADOL VITABALANS,96,,
,,2020-09-16,157,,,,,,,,,,,,,,,49.64,149,,,,,,,,,051739,132,,,,,,,DORMIX,95,,
,,2021-12-29,157,,,,,,,,,,,,,,,25.29,149,,,,,,,,,076052,132,,,,,,,CERALAN PLUS PERUSVOIDE,95,,
,,2021-12-12,157,,,,,,,,,,,,,,,2.91,149,,,,,,,,,573890,132,,,,,,,ELVANSE ADULT,95,,
,,2022-04-13,157,,,,,,,,,,,,,,,12.74,149,,,,,,,,,399519,131,,,,,,,ZYPADHERA,95,,
,,2023-08-05,157,,,,,,,,,,,,,,,52.84,148,,,,,,,,,060897,131,,,,,,,ROXITHROMYCIN SANDOZ,95,,
,,2023-08-01,157,,,,,,,,,,,,,,,21.09,147,,,,,,,,,163637,131,,,,,,,FORMOTEROL EASYHALER,95,,
,,2020-08-17,156,,,,,,,,,,,,,,,7.11,147,,,,,,,,,380438,131,,,,,,,CELIPROLOL VITABALANS,95,,
,,2020-12-31,156,,,,,,,,,,,,,,,5.37,147,,,,,,,,,059353,131,,,,,,,COSENTYX,94,,
,,2023-07-18,156,,,,,,,,,,,,,,,24.48,147,,,,,,,,,445395,131,,,,,,,KALIUMKLORID SANDOZ,94,,
,,2022-06-15,156,,,,,,,,,,,,,,,12.42,147,,,,,,,,,024315,130,,,,,,,BISOPROLOL ACCORD,94,,
,,2022-06-21,156,,,,,,,,,,,,,,,1.37,147,,,,,,,,,161686,130,,,,,,,PAMOL,94,,
,,2022-06-25,156,,,,,,,,,,,,,,,10.39,146,,,,,,,,,021508,130,,,,,,,SOFTACORT,94,,
,,2019-11-03,156,,,,,,,,,,,,,,,34.43,146,,,,,,,,,485006,130,,,,,,,SOOLANTRA,94,,
,,2019-11-15,156,,,,,,,,,,,,,,,21.73,146,,,,,,,,,016318,130,,,,,,,CYKLOKAPRON,93,,
,,2017-12-07,156,,,,,,,,,,,,,,,8.66,146,,,,,,,,,386216,129,,,,,,,MONTELUKAST SANDOZ,93,,
,,2020-03-07,156,,,,,,,,,,,,,,,17.13,146,,,,,,,,,122332,129,,,,,,,ELDEPRYL,93,,
,,2021-06-20,156,,,,,,,,,,,,,,,17.65,146,,,,,,,,,565965,129,,,,,,,COTRIM,93,,
,,2021-01-11,156,,,,,,,,,,,,,,,14.59,146,,,,,,,,,135084,129,,,,,,,MIRCERA,93,,
,,2023-09-17,156,,,,,,,,,,,,,,,32.9,146,,,,,,,,,119927,129,,,,,,,ESSEX,93,,
,,2023-10-26,156,,,,,,,,,,,,,,,1.29,146,,,,,,,,,061467,129,,,,,,,MYFENAX,93,,
,,2022-12-25,156,,,,,,,,,,,,,,,1.38,146,,,,,,,,,000115,128,,,,,,,ALTERMOL,92,,
,,2021-10-20,156,,,,,,,,,,,,,,,11.71,146,,,,,,,,,081708,128,,,,,,,TOSTRAN,92,,
,,2021-10-24,156,,,,,,,,,,,,,,,45.14,145,,,,,,,,,513490,128,,,,,,,GAVISCON,91,,
,,2021-09-13,156,,,,,,,,,,,,,,,19.23,145,,,,,,,,,166175,128,,,,,,,DORMICUM,91,,
,,2021-09-23,156,,,,,,,,,,,,,,,9.36,145,,,,,,,,,011024,127,,,,,,,METHYLPHENIDATE MYLAN,91,,
,,2023-12-12,156,,,,,,,,,,,,,,,44.65,145,,,,,,,,,573121,127,,,,,,,ADENURIC,91,,
,,2023-12-02,156,,,,,,,,,,,,,,,19.64,145,,,,,,,,,010730,127,,,,,,,FEMOSTON 1/10,91,,
,,2021-11-17,156,,,,,,,,,,,,,,,26.37,145,,,,,,,,,187963,127,,,,,,,LORAZEPAM ORIFARM,91,,
,,2019-12-25,156,,,,,,,,,,,,,,,2.55,145,,,,,,,,,530063,126,,,,,,,DISPERIN,90,,
,,2021-07-29,156,,,,,,,,,,,,,,,8.13,144,,,,,,,,,582717,126,,,,,,,AMITRID,90,,
,,2021-07-01,156,,,,,,,,,,,,,,,6.74,144,,,,,,,,,594649,126,,,,,,,ISOTRETINOIN ACTAVIS,90,,
,,2021-07-05,156,,,,,,,,,,,,,,,15.73,144,,,,,,,,,009395,126,,,,,,,BISOPROLOL COMP RATIOPHARM,90,,
,,2022-02-12,156,,,,,,,,,,,,,,,38.67,144,,,,,,,,,457903,126,,,,,,,OFTAN A-PANT,90,,
,,2022-02-15,156,,,,,,,,,,,,,,,14.74,144,,,,,,,,,090545,126,,,,,,,ESTROFEM,90,,
,,2023-06-10,156,,,,,,,,,,,,,,,36.11,144,,,,,,,,,096716,126,,,,,,,XIGDUO,89,,
,,2020-11-23,156,,,,,,,,,,,,,,,33.48,143,,,,,,,,,011809,126,,,,,,,HAVRIX,89,,
,,2021-05-05,156,,,,,,,,,,,,,,,44.21,143,,,,,,,,,033357,125,,,,,,,LONQUEX,89,,
,,2023-05-28,156,,,,,,,,,,,,,,,8.26,143,,,,,,,,,073947,125,,,,,,,ABILIFY MAINTENA,89,,
,,2023-05-30,156,,,,,,,,,,,,,,,7.48,143,,,,,,,,,113704,125,,,,,,,INSULIN LISPRO SANOFI,89,,
,,2020-10-28,156,,,,,,,,,,,,,,,7.95,143,,,,,,,,,431000,125,,,,,,,FIRMAGON,89,,
,,2022-04-02,156,,,,,,,,,,,,,,,155.41,143,,,,,,,,,056936,125,,,,,,,TERBINAFIN HEXAL,89,,
,,2023-08-10,156,,,,,,,,,,,,,,,25.07,143,,,,,,,,,092210,124,,,,,,,EXEMESTAN PFIZER,89,,
,,2021-08-04,156,,,,,,,,,,,,,,,23.36,143,,,,,,,,,423745,124,,,,,,,SIMVASTATIN KRKA,89,,
