SOURCE	CODE1	CODE2	CODE3	VOCAB	n_events	n_patients
INPAT	E65	NA	NA	10	56	48
INPAT	E66	NA	NA	10	41	37
INPAT	E660	NA	NA	10	219	154
INPAT	E6600	NA	NA	10	2177	1320
INPAT	E6601	NA	NA	10	2896	1941
INPAT	E661	NA	NA	10	74	47
INPAT	E662	NA	NA	10	952	342
INPAT	E668	NA	NA	10	2940	1702
INPAT	E669	E669	NA	10	15	15
INPAT	E669	NA	NA	10	1630	1032
INPAT	E68	NA	NA	10	22	16
INPAT	E700	NA	NA	10	9	7
INPAT	E702	NA	NA	10	36	15
INPAT	E720	NA	NA	10	16	14
INPAT	E722	NA	NA	10	62	8
INPAT	E725	NA	NA	10	9	8
INPAT	E730	NA	NA	10	12	12
INPAT	E738	NA	NA	10	34	16
INPAT	E739	NA	NA	10	70	56
INPAT	E752	NA	NA	10	402	11
INPAT	E756	NA	NA	10	8	7
INPAT	E771	NA	NA	10	75	7
INPAT	E78	NA	NA	10	34	29
INPAT	E780	NA	NA	10	423	364
INPAT	E7800	NA	NA	10	3310	2471
INPAT	E7801	NA	NA	10	13137	8049
INPAT	E781	NA	NA	10	10	7
INPAT	E7810	NA	NA	10	91	78
INPAT	E7811	NA	NA	10	110	92
INPAT	E782	NA	NA	10	61	47
INPAT	E7821	NA	NA	10	47	44
INPAT	E7829	NA	NA	10	207	139
INPAT	E783	NA	NA	10	25	20
INPAT	E784	NA	NA	10	11	10
INPAT	E7840	NA	NA	10	65	49
INPAT	E7849	NA	NA	10	152	123
INPAT	E785	NA	NA	10	6267	4373
INPAT	E7863	NA	NA	10	12	10
INPAT	E788	NA	NA	10	52	32
INPAT	E789	NA	NA	10	1853	1480
INPAT	E790	NA	NA	10	29	21
INPAT	E799	NA	NA	10	7	6
INPAT	E802	NA	NA	10	38	8
INPAT	E804	NA	NA	10	36	29
INPAT	E8070	NA	NA	8	7	7
INPAT	E8071	NA	NA	8	10	9
INPAT	E8190	NA	NA	8	829	695
INPAT	E8191	NA	NA	8	778	665
INPAT	E8192	NA	NA	8	549	433
INPAT	E8193	NA	NA	8	50	44
INPAT	E8195	NA	NA	8	10	10
INPAT	E8196	NA	NA	8	429	369
INPAT	E8197	NA	NA	8	413	307
INPAT	E8198	NA	NA	8	36	36
INPAT	E8199	NA	NA	8	29	27
INPAT	E8251	NA	NA	8	7	6
INPAT	E8259	NA	NA	8	7	6
INPAT	E8260	NA	NA	8	24	20
INPAT	E8261	NA	NA	8	514	467
INPAT	E8268	NA	NA	8	16	15
INPAT	E8269	NA	NA	8	18	17
INPAT	E8270	NA	NA	8	17	16
INPAT	E8278	NA	NA	8	10	10
INPAT	E8279	NA	NA	8	18	16
INPAT	E831	NA	NA	10	103	54
INPAT	E8330	NA	NA	10	15	7
INPAT	E8339	NA	NA	10	49	27
INPAT	E834	NA	NA	10	69	48
INPAT	E8350	NA	NA	10	371	256
INPAT	E8351	NA	NA	10	240	148
INPAT	E8358	NA	NA	10	13	9
INPAT	E8359	NA	NA	10	22	12
INPAT	E8380	NA	NA	8	12	9
INPAT	E839	NA	NA	10	14	10
INPAT	E840	NA	NA	10	683	17
INPAT	E848	NA	NA	10	129	9
INPAT	E849	NA	NA	10	66	11
INPAT	E850	NA	NA	10	14	12
INPAT	E853	NA	NA	10	169	35
INPAT	E854	NA	NA	10	24	8
INPAT	E8559	NA	NA	8	16	15
INPAT	E8580	NA	NA	10	81	28
INPAT	E8589	NA	NA	10	50	18
INPAT	E859	NA	NA	10	134	51
INPAT	E8599	NA	NA	8	266	256
INPAT	E86	NA	NA	10	1000	811
INPAT	E8699	NA	NA	8	228	199
INPAT	E87	NA	NA	10	11	11
INPAT	E870	NA	NA	10	192	139
INPAT	E871	NA	NA	10	3484	2166
INPAT	E872	NA	NA	10	263	192
INPAT	E873	NA	NA	10	23	17
INPAT	E874	NA	NA	10	12	8
INPAT	E875	NA	NA	10	561	449
INPAT	E876	NA	NA	10	1480	1096
INPAT	E877	NA	NA	10	36	25
INPAT	E8779	NA	NA	8	38	38
INPAT	E878	NA	NA	10	99	47
INPAT	E880	NA	NA	10	313	37
INPAT	E8809	NA	NA	8	401	370
INPAT	E881	NA	NA	10	15	12
INPAT	E8819	NA	NA	8	263	234
INPAT	E882	NA	NA	10	16	13
INPAT	E8829	NA	NA	8	256	232
INPAT	E8839	NA	NA	8	103	89
INPAT	E8849	NA	NA	8	810	748
INPAT	E8859	NA	NA	8	3870	3359
INPAT	E8869	NA	NA	8	411	361
INPAT	E8879	NA	NA	8	540	493
INPAT	E888	NA	NA	10	74	7
INPAT	E889	NA	NA	10	15	10
INPAT	E890	NA	NA	10	11	11
INPAT	E8900	NA	NA	10	114	76
INPAT	E8901	NA	NA	10	282	166
INPAT	E8909	NA	NA	10	65	41
INPAT	E8909	NA	NA	8	11	8
INPAT	E891	NA	NA	10	62	17
INPAT	E892	NA	NA	10	102	57
INPAT	E8930	NA	NA	10	27	13
INPAT	E8949	NA	NA	8	55	45
INPAT	E896	NA	NA	10	15	11
INPAT	E8979	NA	NA	8	9	8
INPAT	E8989	NA	NA	8	12	12
INPAT	E899	NA	NA	10	11	10
INPAT	E8999	NA	NA	8	14	13
INPAT	E9000	NA	NA	8	24	22
INPAT	E9009	NA	NA	8	30	30
INPAT	E9019	NA	NA	8	30	27
INPAT	E9059	NA	NA	8	49	49
INPAT	E9069	NA	NA	8	110	98
INPAT	E9099	NA	NA	8	7	7
INPAT	E9100	NA	NA	8	154	134
INPAT	E9109	NA	NA	8	26	23
INPAT	E9119	NA	NA	8	20	20
INPAT	E9129	NA	NA	8	9	9
INPAT	E9149	NA	NA	8	106	97
INPAT	E9159	NA	NA	8	112	86
INPAT	E9169	NA	NA	8	246	207
INPAT	E9170	NA	NA	8	10	9
INPAT	E9179	NA	NA	8	1066	969
INPAT	E9189	NA	NA	8	312	265
INPAT	E9199	NA	NA	8	537	485
INPAT	E9200	NA	NA	8	169	150
INPAT	E9201	NA	NA	8	297	265
INPAT	E9202	NA	NA	8	181	146
INPAT	E9208	NA	NA	8	322	283
INPAT	E9209	NA	NA	8	125	112
INPAT	E9210	NA	NA	8	9	9
INPAT	E9218	NA	NA	8	15	15
INPAT	E9220	NA	NA	8	23	21
INPAT	E9229	NA	NA	8	55	43
INPAT	E9230	NA	NA	8	7	6
INPAT	E9231	NA	NA	8	15	14
INPAT	E9232	NA	NA	8	16	14
INPAT	E9238	NA	NA	8	12	9
INPAT	E9239	NA	NA	8	9	9
INPAT	E9249	NA	NA	8	361	328
INPAT	E9250	NA	NA	8	14	11
INPAT	E9251	NA	NA	8	6	6
INPAT	E9259	NA	NA	8	9	8
INPAT	E9279	NA	NA	8	29	24
INPAT	E9289	NA	NA	8	87	71
INPAT	E9299	NA	NA	8	131	117
INPAT	E9399	NA	NA	8	494	442
INPAT	E9409	NA	NA	8	201	145
INPAT	E9419	NA	NA	8	30	23
INPAT	E9429	NA	NA	8	9	8
INPAT	E9439	NA	NA	8	242	214
INPAT	E9449	NA	NA	8	19	15
INPAT	E9459	NA	NA	8	17	13
INPAT	E9469	NA	NA	8	222	190
INPAT	E9499	NA	NA	8	115	113
INPAT	E9509	NA	NA	8	653	547
INPAT	E9559	NA	NA	8	9	9
INPAT	E9569	NA	NA	8	27	24
INPAT	E9579	NA	NA	8	27	16
INPAT	E9589	NA	NA	8	20	14
INPAT	E9599	NA	NA	8	170	138
INPAT	E9609	NA	NA	8	413	380
INPAT	E9669	NA	NA	8	59	54
INPAT	E9689	NA	NA	8	13	13
INPAT	E9699	NA	NA	8	29	27
INPAT	E9809	NA	NA	8	162	148
INPAT	E9859	NA	NA	8	9	7
INPAT	E9869	NA	NA	8	15	13
INPAT	E9879	NA	NA	8	9	8
INPAT	E9889	NA	NA	8	65	60
INPAT	E9919	NA	NA	8	69	22
INPAT	E9999	NA	NA	8	185	52
INPAT	F00	F03	NA	10	34	30
INPAT	F0000	G300	NA	10	268	182
INPAT	F0000	NA	NA	10	19	14
INPAT	F0001	G300	NA	10	7	7
INPAT	F0004	G300	NA	10	12	10
INPAT	F0009	G300	NA	10	152	101
INPAT	F0009	G309	NA	10	39	7
INPAT	F001	G301	NA	10	173	60
INPAT	F0010	G301	NA	10	1877	786
INPAT	F0010	NA	NA	10	62	38
INPAT	F0011	G301	NA	10	54	33
INPAT	F0011	NA	NA	10	13	7
INPAT	F0012	G301	NA	10	53	23
INPAT	F0013	G301	NA	10	10	7
INPAT	F0014	G301	NA	10	119	51
INPAT	F0014	NA	NA	10	21	19
INPAT	F0019	G301	NA	10	734	291
INPAT	F0019	NA	NA	10	12	11
INPAT	F002	G308	NA	10	54	16
INPAT	F0020	G308	NA	10	813	350
INPAT	F0020	NA	NA	10	23	18
INPAT	F0021	G301	NA	10	10	7
INPAT	F0021	G308	NA	10	19	8
INPAT	F0022	G308	NA	10	20	15
INPAT	F0022	NA	NA	10	11	7
INPAT	F0023	G308	NA	10	18	12
INPAT	F0023	NA	NA	10	9	7
INPAT	F0024	G301	NA	10	8	8
INPAT	F0024	G308	NA	10	34	18
INPAT	F0024	NA	NA	10	13	8
INPAT	F0029	G308	NA	10	154	77
INPAT	F0029	NA	NA	10	10	6
INPAT	F009	F03	NA	10	33	30
INPAT	F009	G301	NA	10	13	8
INPAT	F009	G309	NA	10	548	218
INPAT	F009	NA	NA	10	203	124
INPAT	F01	NA	NA	10	42	25
INPAT	F010	NA	NA	10	89	75
INPAT	F011	NA	NA	10	45	16
INPAT	F0110	NA	NA	10	83	48
INPAT	F0112	NA	NA	10	13	7
INPAT	F0113	NA	NA	10	8	8
INPAT	F0114	NA	NA	10	59	12
INPAT	F0119	NA	NA	10	136	64
INPAT	F012	NA	NA	10	23	16
INPAT	F0120	NA	NA	10	134	67
INPAT	F0121	NA	NA	10	13	9
INPAT	F0122	NA	NA	10	24	8
INPAT	F0123	NA	NA	10	36	8
INPAT	F0124	NA	NA	10	16	12
INPAT	F0129	NA	NA	10	177	73
INPAT	F013	NA	NA	10	10	7
INPAT	F0130	NA	NA	10	60	28
INPAT	F0139	NA	NA	10	51	29
INPAT	F0180	NA	NA	10	14	8
INPAT	F0184	NA	NA	10	9	6
INPAT	F0189	NA	NA	10	11	10
INPAT	F019	NA	NA	10	732	381
INPAT	F0209	G310	NA	10	41	21
INPAT	F0230	G20	NA	10	42	12
INPAT	F0232	G20	NA	10	28	10
INPAT	F0239	G20	NA	10	480	213
INPAT	F0280	G318	NA	10	12	7
INPAT	F0289	A521	NA	10	6	6
INPAT	F0289	E039	NA	10	11	10
INPAT	F0289	G318	NA	10	19	8
INPAT	F0289	G35	NA	10	172	36
INPAT	F0289	G409	NA	10	105	86
INPAT	F0289	NA	NA	10	15	13
INPAT	F03	NA	NA	10	2698	1370
INPAT	F04	NA	NA	10	12	10
INPAT	F05	NA	NA	10	6	6
INPAT	F050	NA	NA	10	91	83
INPAT	F051	NA	NA	10	178	140
INPAT	F058	NA	NA	10	228	165
INPAT	F059	NA	NA	10	836	615
INPAT	F060	NA	NA	10	82	52
INPAT	F061	NA	NA	10	7	6
INPAT	F062	NA	NA	10	174	63
INPAT	F063	NA	NA	10	10	6
INPAT	F0630	NA	NA	10	35	25
INPAT	F0632	NA	NA	10	54	29
INPAT	F0633	NA	NA	10	22	11
INPAT	F0639	NA	NA	10	15	9
INPAT	F064	NA	NA	10	29	16
INPAT	F065	NA	NA	10	13	9
INPAT	F066	NA	NA	10	9	6
INPAT	F067	NA	NA	10	195	121
INPAT	F068	NA	NA	10	84	43
INPAT	F069	NA	NA	10	123	77
INPAT	F070	NA	NA	10	83	23
INPAT	F072	NA	NA	10	65	30
INPAT	F078	NA	NA	10	89	30
INPAT	F079	NA	NA	10	130	48
INPAT	F09	NA	NA	10	39	27
INPAT	F10	NA	NA	10	17	16
INPAT	F100	NA	NA	10	103	94
INPAT	F1000	NA	NA	10	785	599
INPAT	F1001	NA	NA	10	176	150
INPAT	F1002	NA	NA	10	81	71
INPAT	F1003	NA	NA	10	158	139
INPAT	F1004	NA	NA	10	52	43
INPAT	F1005	NA	NA	10	93	70
INPAT	F1006	NA	NA	10	58	47
INPAT	F1007	NA	NA	10	25	19
INPAT	F1009	NA	NA	10	745	584
INPAT	F101	F101	NA	10	15	7
INPAT	F101	NA	NA	10	10242	4450
INPAT	F102	NA	NA	10	766	444
INPAT	F1020	NA	NA	10	2433	1166
INPAT	F1021	NA	NA	10	1921	847
INPAT	F1022	NA	NA	10	178	111
INPAT	F1023	NA	NA	10	552	257
INPAT	F1024	NA	NA	10	900	476
INPAT	F1025	NA	NA	10	1552	839
INPAT	F1026	NA	NA	10	1853	855
INPAT	F1029	NA	NA	10	3909	1732
INPAT	F103	NA	NA	10	163	123
INPAT	F1030	NA	NA	10	1067	583
INPAT	F1031	NA	NA	10	685	400
INPAT	F1039	NA	NA	10	998	628
INPAT	F104	NA	NA	10	149	109
INPAT	F1040	NA	NA	10	1188	742
INPAT	F1041	NA	NA	10	197	139
INPAT	F1049	NA	NA	10	503	391
INPAT	F105	NA	NA	10	29	24
INPAT	F1050	NA	NA	10	84	54
INPAT	F1051	NA	NA	10	61	47
INPAT	F1052	NA	NA	10	194	129
INPAT	F1053	NA	NA	10	53	33
INPAT	F1054	NA	NA	10	13	12
INPAT	F1056	NA	NA	10	22	18
INPAT	F1059	NA	NA	10	92	71
INPAT	F106	NA	NA	10	117	50
INPAT	F1070	NA	NA	10	63	16
INPAT	F1071	NA	NA	10	14	11
INPAT	F1072	NA	NA	10	17	13
INPAT	F1073	NA	NA	10	166	75
INPAT	F1074	NA	NA	10	83	27
INPAT	F1079	NA	NA	10	26	15
INPAT	F108	NA	NA	10	114	56
INPAT	F109	NA	NA	10	745	504
INPAT	F1100	NA	NA	10	14	13
INPAT	F1109	NA	NA	10	12	11
INPAT	F111	NA	NA	10	73	50
INPAT	F112	NA	NA	10	30	17
INPAT	F1120	NA	NA	10	158	99
INPAT	F1121	NA	NA	10	220	107
INPAT	F1122	NA	NA	10	992	254
INPAT	F1123	NA	NA	10	13	10
INPAT	F1124	NA	NA	10	162	85
INPAT	F1125	NA	NA	10	200	121
INPAT	F1126	NA	NA	10	17	15
INPAT	F1129	NA	NA	10	159	95
INPAT	F1130	NA	NA	10	67	55
INPAT	F1139	NA	NA	10	32	25
INPAT	F1149	NA	NA	10	9	8
INPAT	F1150	NA	NA	10	7	7
INPAT	F119	NA	NA	10	38	37
INPAT	F1200	NA	NA	10	9	9
INPAT	F121	NA	NA	10	310	197
INPAT	F122	NA	NA	10	17	11
INPAT	F1220	NA	NA	10	92	61
INPAT	F1221	NA	NA	10	152	84
INPAT	F1224	NA	NA	10	42	30
INPAT	F1225	NA	NA	10	46	34
INPAT	F1226	NA	NA	10	31	23
INPAT	F1229	NA	NA	10	109	66
INPAT	F123	NA	NA	10	6	6
INPAT	F125	NA	NA	10	112	77
INPAT	F129	NA	NA	10	39	22
INPAT	F1300	NA	NA	10	42	37
INPAT	F1309	NA	NA	10	29	26
INPAT	F131	NA	NA	10	263	168
INPAT	F132	NA	NA	10	54	39
INPAT	F1320	NA	NA	10	357	195
INPAT	F1321	NA	NA	10	199	94
INPAT	F1322	NA	NA	10	414	168
INPAT	F1324	NA	NA	10	184	100
INPAT	F1325	NA	NA	10	313	164
INPAT	F1326	NA	NA	10	28	21
INPAT	F1329	NA	NA	10	235	145
INPAT	F133	NA	NA	10	70	60
INPAT	F134	NA	NA	10	26	20
INPAT	F135	NA	NA	10	10	9
INPAT	F139	NA	NA	10	33	28
INPAT	F150	NA	NA	10	24	22
INPAT	F151	NA	NA	10	281	154
INPAT	F152	NA	NA	10	636	250
INPAT	F1524	NA	NA	10	9	6
INPAT	F1529	NA	NA	10	21	14
INPAT	F153	NA	NA	10	57	36
INPAT	F154	NA	NA	10	18	17
INPAT	F155	NA	NA	10	332	159
INPAT	F1550	NA	NA	10	11	8
INPAT	F157	NA	NA	10	13	8
INPAT	F159	NA	NA	10	18	15
INPAT	F161	NA	NA	10	15	14
INPAT	F1659	NA	NA	10	7	7
INPAT	F171	NA	NA	10	19	18
INPAT	F172	NA	NA	10	16	14
INPAT	F1720	NA	NA	10	83	57
INPAT	F1722	NA	NA	10	25	12
INPAT	F1729	NA	NA	10	356	259
INPAT	F179	NA	NA	10	14	9
INPAT	F181	NA	NA	10	8	6
INPAT	F1820	NA	NA	10	12	10
INPAT	F1829	NA	NA	10	9	6
INPAT	F190	NA	NA	10	7	7
INPAT	F1900	NA	NA	10	71	56
INPAT	F1902	NA	NA	10	9	8
INPAT	F1903	NA	NA	10	25	19
INPAT	F1904	NA	NA	10	13	10
INPAT	F1909	NA	NA	10	26	22
INPAT	F191	NA	NA	10	805	415
INPAT	F192	NA	NA	10	113	59
INPAT	F1920	NA	NA	10	771	295
INPAT	F1921	NA	NA	10	791	283
INPAT	F1922	NA	NA	10	48	35
INPAT	F1923	NA	NA	10	17	10
INPAT	F1924	NA	NA	10	276	128
INPAT	F1925	NA	NA	10	386	160
INPAT	F1926	NA	NA	10	128	67
INPAT	F1929	NA	NA	10	805	346
INPAT	F193	NA	NA	10	10	9
INPAT	F1930	NA	NA	10	124	88
INPAT	F1939	NA	NA	10	31	24
INPAT	F1940	NA	NA	10	69	51
INPAT	F1949	NA	NA	10	20	14
INPAT	F195	NA	NA	10	8	7
INPAT	F1950	NA	NA	10	101	67
INPAT	F1951	NA	NA	10	52	30
INPAT	F1952	NA	NA	10	45	31
INPAT	F1953	NA	NA	10	71	44
INPAT	F1955	NA	NA	10	7	6
INPAT	F1956	NA	NA	10	24	15
INPAT	F1959	NA	NA	10	95	57
INPAT	F1970	NA	NA	10	10	9
INPAT	F1971	NA	NA	10	10	7
INPAT	F1979	NA	NA	10	9	7
INPAT	F198	NA	NA	10	12	8
INPAT	F199	NA	NA	10	138	87
INPAT	F20	NA	NA	10	137	86
INPAT	F200	NA	NA	10	608	333
INPAT	F2000	NA	NA	10	10891	2025
INPAT	F2001	NA	NA	10	424	193
INPAT	F2002	NA	NA	10	468	174
INPAT	F2003	NA	NA	10	154	89
INPAT	F2004	NA	NA	10	720	268
INPAT	F2005	NA	NA	10	27	19
INPAT	F2008	NA	NA	10	163	86
INPAT	F2009	NA	NA	10	1660	691
INPAT	F201	NA	NA	10	235	116
INPAT	F2010	NA	NA	10	2212	346
INPAT	F2011	NA	NA	10	17	10
INPAT	F2012	NA	NA	10	109	28
INPAT	F2013	NA	NA	10	36	15
INPAT	F2014	NA	NA	10	134	42
INPAT	F2018	NA	NA	10	20	13
INPAT	F2019	NA	NA	10	276	124
INPAT	F202	NA	NA	10	42	23
INPAT	F2020	NA	NA	10	312	81
INPAT	F2021	NA	NA	10	19	8
INPAT	F2022	NA	NA	10	61	12
INPAT	F2023	NA	NA	10	27	11
INPAT	F2024	NA	NA	10	17	7
INPAT	F2028	NA	NA	10	18	10
INPAT	F2029	NA	NA	10	94	43
INPAT	F203	NA	NA	10	561	307
INPAT	F2030	NA	NA	10	7688	1443
INPAT	F2031	NA	NA	10	182	56
INPAT	F2032	NA	NA	10	477	133
INPAT	F2033	NA	NA	10	180	78
INPAT	F2034	NA	NA	10	949	242
INPAT	F2038	NA	NA	10	115	63
INPAT	F2039	NA	NA	10	1221	541
INPAT	F204	NA	NA	10	103	47
INPAT	F205	NA	NA	10	1720	278
INPAT	F2050	NA	NA	10	53	25
INPAT	F206	NA	NA	10	549	126
INPAT	F2060	NA	NA	10	13	8
INPAT	F208	NA	NA	10	475	193
INPAT	F2080	NA	NA	10	9	7
INPAT	F209	NA	NA	10	6221	1783
INPAT	F2090	NA	NA	10	81	48
INPAT	F2094	NA	NA	10	13	10
INPAT	F2098	NA	NA	10	6	6
INPAT	F2099	NA	NA	10	15	11
INPAT	F21	NA	NA	10	1337	419
INPAT	F220	NA	NA	10	2308	846
INPAT	F228	NA	NA	10	116	47
INPAT	F229	NA	NA	10	326	177
INPAT	F23	NA	NA	10	6	6
INPAT	F230	NA	NA	10	31	24
INPAT	F2300	NA	NA	10	122	95
INPAT	F2301	NA	NA	10	61	52
INPAT	F2309	NA	NA	10	53	39
INPAT	F231	NA	NA	10	14	11
INPAT	F2310	NA	NA	10	108	63
INPAT	F2311	NA	NA	10	57	41
INPAT	F2319	NA	NA	10	58	32
INPAT	F232	NA	NA	10	33	28
INPAT	F2320	NA	NA	10	138	113
INPAT	F2321	NA	NA	10	58	44
INPAT	F2329	NA	NA	10	86	70
INPAT	F233	NA	NA	10	462	294
INPAT	F238	NA	NA	10	183	143
INPAT	F239	NA	NA	10	107	74
INPAT	F2390	NA	NA	10	313	253
INPAT	F2391	NA	NA	10	204	169
INPAT	F2399	NA	NA	10	244	153
INPAT	F24	NA	NA	10	10	9
INPAT	F25	NA	NA	10	69	32
INPAT	F250	NA	NA	10	317	155
INPAT	F2500	NA	NA	10	2396	581
INPAT	F2501	NA	NA	10	522	215
INPAT	F251	NA	NA	10	244	119
INPAT	F2510	NA	NA	10	2358	503
INPAT	F2511	NA	NA	10	628	189
INPAT	F252	NA	NA	10	349	129
INPAT	F2520	NA	NA	10	2695	494
INPAT	F2521	NA	NA	10	858	222
INPAT	F258	NA	NA	10	22	11
INPAT	F2580	NA	NA	10	238	69
INPAT	F2581	NA	NA	10	115	38
INPAT	F259	NA	NA	10	3412	868
INPAT	F28	NA	NA	10	301	148
INPAT	F29	NA	NA	10	7425	3356
INPAT	F300	NA	NA	10	92	70
INPAT	F301	NA	NA	10	106	81
INPAT	F302	NA	NA	10	29	26
INPAT	F3020	NA	NA	10	173	133
INPAT	F3021	NA	NA	10	51	34
INPAT	F308	NA	NA	10	13	11
INPAT	F309	NA	NA	10	165	100
INPAT	F31	NA	NA	10	125	61
INPAT	F310	NA	NA	10	1072	523
INPAT	F311	NA	NA	10	937	511
INPAT	F312	NA	NA	10	208	139
INPAT	F3120	NA	NA	10	1979	814
INPAT	F3121	NA	NA	10	203	144
INPAT	F313	NA	NA	10	116	87
INPAT	F3130	NA	NA	10	1662	688
INPAT	F3131	NA	NA	10	223	120
INPAT	F314	NA	NA	10	1847	769
INPAT	F315	NA	NA	10	965	404
INPAT	F316	NA	NA	10	1778	715
INPAT	F317	NA	NA	10	717	300
INPAT	F318	NA	NA	10	1183	464
INPAT	F319	NA	NA	10	3384	1213
INPAT	F32	NA	NA	10	66	50
INPAT	F320	NA	NA	10	217	138
INPAT	F3200	NA	NA	10	792	594
INPAT	F3201	NA	NA	10	88	83
INPAT	F321	NA	NA	10	709	399
INPAT	F3210	NA	NA	10	3088	1908
INPAT	F3211	NA	NA	10	663	387
INPAT	F322	NA	NA	10	5102	2777
INPAT	F323	NA	NA	10	2850	1431
INPAT	F328	NA	NA	10	382	205
INPAT	F329	F329	NA	10	8	6
INPAT	F329	NA	NA	10	7185	4200
INPAT	F33	NA	NA	10	29	15
INPAT	F330	NA	NA	10	17	14
INPAT	F3300	NA	NA	10	410	238
INPAT	F3301	NA	NA	10	47	31
INPAT	F331	NA	NA	10	208	117
INPAT	F3310	NA	NA	10	2098	1081
INPAT	F3311	NA	NA	10	442	261
INPAT	F332	NA	NA	10	4086	1793
INPAT	F333	NA	NA	10	199	107
INPAT	F3330	NA	NA	10	1691	719
INPAT	F3331	NA	NA	10	62	43
INPAT	F334	NA	NA	10	343	136
INPAT	F338	NA	NA	10	104	72
INPAT	F339	NA	NA	10	1825	955
INPAT	F340	NA	NA	10	126	68
INPAT	F341	NA	NA	10	1261	555
INPAT	F348	NA	NA	10	21	15
INPAT	F349	NA	NA	10	98	61
INPAT	F3800	NA	NA	10	22	15
INPAT	F3809	NA	NA	10	9	7
INPAT	F3810	NA	NA	10	8	6
INPAT	F388	NA	NA	10	15	12
INPAT	F39	NA	NA	10	373	227
INPAT	F400	NA	NA	10	29	22
INPAT	F4000	NA	NA	10	62	40
INPAT	F4001	NA	NA	10	94	55
INPAT	F401	NA	NA	10	748	370
INPAT	F402	NA	NA	10	170	143
INPAT	F408	NA	NA	10	91	51
INPAT	F409	NA	NA	10	166	102
INPAT	F41	NA	NA	10	15	10
INPAT	F410	NA	NA	10	108	68
INPAT	F4100	NA	NA	10	421	261
INPAT	F4101	NA	NA	10	148	63
INPAT	F4108	NA	NA	10	23	15
INPAT	F4109	NA	NA	10	594	350
INPAT	F411	NA	NA	10	1351	636
INPAT	F412	NA	NA	10	2133	1131
INPAT	F413	NA	NA	10	252	118
INPAT	F418	NA	NA	10	161	114
INPAT	F419	NA	NA	10	2344	1260
INPAT	F420	NA	NA	10	283	129
INPAT	F421	NA	NA	10	379	127
INPAT	F422	NA	NA	10	435	159
INPAT	F428	NA	NA	10	22	13
INPAT	F429	NA	NA	10	235	67
INPAT	F430	NA	NA	10	66	56
INPAT	F4300	NA	NA	10	196	179
INPAT	F4301	NA	NA	10	117	108
INPAT	F4302	NA	NA	10	73	65
INPAT	F431	NA	NA	10	785	329
INPAT	F432	NA	NA	10	311	220
INPAT	F4320	NA	NA	10	248	213
INPAT	F4321	NA	NA	10	95	66
INPAT	F4322	NA	NA	10	610	418
INPAT	F4323	NA	NA	10	50	39
INPAT	F4324	NA	NA	10	21	17
INPAT	F4325	NA	NA	10	77	59
INPAT	F4328	NA	NA	10	36	24
INPAT	F4329	NA	NA	10	314	225
INPAT	F438	NA	NA	10	137	108
INPAT	F439	NA	NA	10	136	113
INPAT	F440	NA	NA	10	40	26
INPAT	F442	NA	NA	10	9	7
INPAT	F444	NA	NA	10	143	39
INPAT	F445	NA	NA	10	51	26
INPAT	F446	NA	NA	10	7	7
INPAT	F447	NA	NA	10	176	45
INPAT	F4480	NA	NA	10	16	7
INPAT	F4481	NA	NA	10	56	9
INPAT	F4482	NA	NA	10	20	10
INPAT	F4488	NA	NA	10	112	35
INPAT	F449	NA	NA	10	511	150
INPAT	F450	NA	NA	10	371	124
INPAT	F451	NA	NA	10	47	29
INPAT	F452	NA	NA	10	33	26
INPAT	F453	NA	NA	10	15	12
INPAT	F4530	NA	NA	10	30	24
INPAT	F4533	NA	NA	10	31	20
INPAT	F4539	NA	NA	10	35	22
INPAT	F454	NA	NA	10	576	215
INPAT	F458	NA	NA	10	102	73
INPAT	F459	NA	NA	10	60	44
INPAT	F480	NA	NA	10	63	31
INPAT	F488	NA	NA	10	9	8
INPAT	F489	NA	NA	10	28	25
INPAT	F500	NA	NA	10	1035	223
INPAT	F501	NA	NA	10	345	113
INPAT	F502	NA	NA	10	334	121
INPAT	F503	NA	NA	10	155	65
INPAT	F504	NA	NA	10	14	7
INPAT	F505	NA	NA	10	32	20
INPAT	F508	NA	NA	10	79	42
INPAT	F509	NA	NA	10	460	202
INPAT	F51	NA	NA	10	13	6
INPAT	F510	NA	NA	10	605	425
INPAT	F511	NA	NA	10	25	13
INPAT	F512	NA	NA	10	34	29
INPAT	F518	NA	NA	10	21	9
INPAT	F519	NA	NA	10	138	95
INPAT	F530	NA	NA	10	38	34
INPAT	F531	NA	NA	10	86	54
INPAT	F539	NA	NA	10	10	10
INPAT	F54	NA	NA	10	46	25
INPAT	F55	NA	NA	10	16	13
INPAT	F59	NA	NA	10	89	12
INPAT	F600	NA	NA	10	355	158
INPAT	F601	NA	NA	10	257	120
INPAT	F602	NA	NA	10	985	231
INPAT	F603	NA	NA	10	1039	353
INPAT	F6030	NA	NA	10	4246	1031
INPAT	F6031	NA	NA	10	4330	889
INPAT	F604	NA	NA	10	180	40
INPAT	F605	NA	NA	10	434	199
INPAT	F606	NA	NA	10	255	123
INPAT	F607	NA	NA	10	701	193
INPAT	F608	NA	NA	10	700	261
INPAT	F609	NA	NA	10	1495	614
INPAT	F61	NA	NA	10	623	238
INPAT	F610	NA	NA	10	3380	864
INPAT	F611	NA	NA	10	40	31
INPAT	F620	NA	NA	10	17	9
INPAT	F629	NA	NA	10	24	16
