SOURCE	CODE1	CODE2	CODE3	VOCAB	n_events	n_patients
PRIM_OUT	K0726	NA	NA	ICD	28	25
PRIM_OUT	K0727	NA	NA	ICD	584	180
PRIM_OUT	K0728	NA	NA	ICD	16	16
PRIM_OUT	K0729	NA	NA	ICD	9	8
PRIM_OUT	K073	NA	NA	ICD	352	218
PRIM_OUT	K0730	NA	NA	ICD	3525	864
PRIM_OUT	K0731	NA	NA	ICD	35	29
PRIM_OUT	K0732	NA	NA	ICD	74	56
PRIM_OUT	K0733	NA	NA	ICD	187	89
PRIM_OUT	K0734	NA	NA	ICD	54	48
PRIM_OUT	K0735	NA	NA	ICD	673	173
PRIM_OUT	K0738	NA	NA	ICD	722	564
PRIM_OUT	K0739	NA	NA	ICD	211	161
PRIM_OUT	K074	NA	NA	ICD	795	618
PRIM_OUT	K075	NA	NA	ICD	52	47
PRIM_OUT	K0752	NA	NA	ICD	36	35
PRIM_OUT	K0755	NA	NA	ICD	21	15
PRIM_OUT	K0758	NA	NA	ICD	182	124
PRIM_OUT	K0759	NA	NA	ICD	128	96
PRIM_OUT	K076	NA	NA	ICD	466	330
PRIM_OUT	K0760	NA	NA	ICD	3615	2063
PRIM_OUT	K0761	NA	NA	ICD	1071	780
PRIM_OUT	K0762	NA	NA	ICD	216	167
PRIM_OUT	K0763	NA	NA	ICD	699	550
PRIM_OUT	K0764	NA	NA	ICD	37	33
PRIM_OUT	K0765	NA	NA	ICD	203	138
PRIM_OUT	K0768	NA	NA	ICD	229	194
PRIM_OUT	K0769	NA	NA	ICD	560	403
PRIM_OUT	K08	NA	NA	ICD	51	48
PRIM_OUT	K080	NA	NA	ICD	43	31
PRIM_OUT	K081	NA	NA	ICD	15078	5651
PRIM_OUT	K082	NA	NA	ICD	381	208
PRIM_OUT	K083	NA	NA	ICD	5414	4112
PRIM_OUT	K088	NA	NA	ICD	16	15
PRIM_OUT	K0880	NA	NA	ICD	6406	5333
PRIM_OUT	K0881	NA	NA	ICD	36	32
PRIM_OUT	K0888	NA	NA	ICD	154	140
PRIM_OUT	K089	NA	NA	ICD	142	108
PRIM_OUT	K09	NA	NA	ICD	14	13
PRIM_OUT	K0902	NA	NA	ICD	12	10
PRIM_OUT	K0903	NA	NA	ICD	53	44
PRIM_OUT	K0904	NA	NA	ICD	15	8
PRIM_OUT	K0908	NA	NA	ICD	13	11
PRIM_OUT	K0909	NA	NA	ICD	10	8
PRIM_OUT	K0912	NA	NA	ICD	19	14
PRIM_OUT	K092	NA	NA	ICD	6	6
PRIM_OUT	K0928	NA	NA	ICD	18	16
PRIM_OUT	K0929	NA	NA	ICD	35	31
PRIM_OUT	K099	NA	NA	ICD	17	16
PRIM_OUT	K10	NA	NA	ICD	11	10
PRIM_OUT	K1000	NA	NA	ICD	237	212
PRIM_OUT	K1001	NA	NA	ICD	31	27
PRIM_OUT	K102	NA	NA	ICD	23	15
PRIM_OUT	K1020	NA	NA	ICD	31	26
PRIM_OUT	K1021	NA	NA	ICD	44	17
PRIM_OUT	K1022	NA	NA	ICD	20	16
PRIM_OUT	K1025	NA	NA	ICD	92	79
PRIM_OUT	K1028	NA	NA	ICD	34	19
PRIM_OUT	K1029	NA	NA	ICD	30	28
PRIM_OUT	K103	NA	NA	ICD	3873	3099
PRIM_OUT	K1088	NA	NA	ICD	29	27
PRIM_OUT	K109	NA	NA	ICD	38	34
PRIM_OUT	K11	NA	NA	ICD	50	45
PRIM_OUT	K111	NA	NA	ICD	19	19
PRIM_OUT	K112	NA	NA	ICD	1131	882
PRIM_OUT	K113	NA	NA	ICD	35	30
PRIM_OUT	K115	NA	NA	ICD	299	250
PRIM_OUT	K116	NA	NA	ICD	119	86
PRIM_OUT	K1160	NA	NA	ICD	30	22
PRIM_OUT	K1161	NA	NA	ICD	9	8
PRIM_OUT	K1169	NA	NA	ICD	111	93
PRIM_OUT	K117	NA	NA	ICD	14	10
PRIM_OUT	K1170	NA	NA	ICD	162	145
PRIM_OUT	K1171	NA	NA	ICD	314	279
PRIM_OUT	K1172	NA	NA	ICD	25	17
PRIM_OUT	K1182	NA	NA	ICD	13	12
PRIM_OUT	K1184	NA	NA	ICD	13	10
PRIM_OUT	K1188	NA	NA	ICD	57	50
PRIM_OUT	K119	NA	NA	ICD	158	134
PRIM_OUT	K12	NA	NA	ICD	100	88
PRIM_OUT	K120	NA	NA	ICD	85	77
PRIM_OUT	K1200	NA	NA	ICD	596	536
PRIM_OUT	K1201	NA	NA	ICD	9	9
PRIM_OUT	K1202	NA	NA	ICD	42	40
PRIM_OUT	K1204	NA	NA	ICD	58	48
PRIM_OUT	K1209	NA	NA	ICD	18	16
PRIM_OUT	K121	NA	NA	ICD	12	12
PRIM_OUT	K1210	NA	NA	ICD	131	110
PRIM_OUT	K1211	NA	NA	ICD	10	8
PRIM_OUT	K1212	NA	NA	ICD	249	216
PRIM_OUT	K1213	NA	NA	ICD	10	10
PRIM_OUT	K1218	NA	NA	ICD	213	191
PRIM_OUT	K1219	NA	NA	ICD	12	10
PRIM_OUT	K122	NA	NA	ICD	164	125
PRIM_OUT	K13	NA	NA	ICD	85	76
PRIM_OUT	K130	NA	NA	ICD	8	8
PRIM_OUT	K1300	NA	NA	ICD	139	117
PRIM_OUT	K1302	NA	NA	ICD	9	8
PRIM_OUT	K1303	NA	NA	ICD	65	53
PRIM_OUT	K1304	NA	NA	ICD	26	22
PRIM_OUT	K1308	NA	NA	ICD	19	16
PRIM_OUT	K1309	NA	NA	ICD	40	31
PRIM_OUT	K131	NA	NA	ICD	163	150
PRIM_OUT	K132	NA	NA	ICD	103	85
PRIM_OUT	K1320	NA	NA	ICD	73	57
PRIM_OUT	K1321	NA	NA	ICD	97	71
PRIM_OUT	K1322	NA	NA	ICD	46	33
PRIM_OUT	K1324	NA	NA	ICD	10	9
PRIM_OUT	K1328	NA	NA	ICD	79	69
PRIM_OUT	K1329	NA	NA	ICD	248	203
PRIM_OUT	K1348	NA	NA	ICD	15	10
PRIM_OUT	K1349	NA	NA	ICD	10	10
PRIM_OUT	K135	NA	NA	ICD	69	64
PRIM_OUT	K136	NA	NA	ICD	401	311
PRIM_OUT	K137	NA	NA	ICD	150	119
PRIM_OUT	K1370	NA	NA	ICD	26	21
PRIM_OUT	K1371	NA	NA	ICD	37	28
PRIM_OUT	K1374	NA	NA	ICD	590	338
PRIM_OUT	K1378	NA	NA	ICD	562	453
PRIM_OUT	K1379	NA	NA	ICD	751	602
PRIM_OUT	K14	NA	NA	ICD	40	36
PRIM_OUT	K140	NA	NA	ICD	17	15
PRIM_OUT	K1401	NA	NA	ICD	24	18
PRIM_OUT	K1408	NA	NA	ICD	14	14
PRIM_OUT	K1409	NA	NA	ICD	36	34
PRIM_OUT	K141	NA	NA	ICD	152	134
PRIM_OUT	K142	NA	NA	ICD	6	6
PRIM_OUT	K1430	NA	NA	ICD	40	39
PRIM_OUT	K1431	NA	NA	ICD	38	35
PRIM_OUT	K1442	NA	NA	ICD	9	6
PRIM_OUT	K145	NA	NA	ICD	35	33
PRIM_OUT	K146	NA	NA	ICD	79	68
PRIM_OUT	K1460	NA	NA	ICD	105	78
PRIM_OUT	K1461	NA	NA	ICD	260	210
PRIM_OUT	K1468	NA	NA	ICD	35	29
PRIM_OUT	K1469	NA	NA	ICD	148	135
PRIM_OUT	K148	NA	NA	ICD	14	12
PRIM_OUT	K1480	NA	NA	ICD	17	17
PRIM_OUT	K1488	NA	NA	ICD	26	23
PRIM_OUT	K149	NA	NA	ICD	80	64
PRIM_OUT	K20	NA	NA	ICD	329	256
PRIM_OUT	K20#	NA	NA	ICD	71	58
PRIM_OUT	K21	NA	NA	ICD	3549	2466
PRIM_OUT	K210	NA	NA	ICD	2667	1945
PRIM_OUT	K219	NA	NA	ICD	2540	1896
PRIM_OUT	K22	NA	NA	ICD	22	21
PRIM_OUT	K22	NA	NA	ICP	22733	4853
PRIM_OUT	K220	NA	NA	ICD	46	29
PRIM_OUT	K221	NA	NA	ICD	78	48
PRIM_OUT	K221#	NA	NA	ICD	63	47
PRIM_OUT	K222	NA	NA	ICD	78	50
PRIM_OUT	K224	NA	NA	ICD	61	37
PRIM_OUT	K225	NA	NA	ICD	34	21
PRIM_OUT	K226	NA	NA	ICD	7	7
PRIM_OUT	K227	NA	NA	ICD	225	147
PRIM_OUT	K228	NA	NA	ICD	15	13
PRIM_OUT	K229	NA	NA	ICD	39	31
PRIM_OUT	K238	NA	NA	ICD	10	10
PRIM_OUT	K24	NA	NA	ICP	2325	1754
PRIM_OUT	K25	NA	NA	ICD	103	86
PRIM_OUT	K25	NA	NA	ICP	4691	3165
PRIM_OUT	K250	NA	NA	ICD	13	11
PRIM_OUT	K250#	NA	NA	ICD	22	19
PRIM_OUT	K253	NA	NA	ICD	25	20
PRIM_OUT	K254	NA	NA	ICD	37	28
PRIM_OUT	K255	NA	NA	ICD	6	6
PRIM_OUT	K257	NA	NA	ICD	32	29
PRIM_OUT	K259	NA	NA	ICD	106	77
PRIM_OUT	K26	NA	NA	ICD	26	21
PRIM_OUT	K260#	NA	NA	ICD	8	7
PRIM_OUT	K269	NA	NA	ICD	6	6
PRIM_OUT	K269#	NA	NA	ICD	7	7
PRIM_OUT	K27	NA	NA	ICD	8	8
PRIM_OUT	K27	NA	NA	ICP	646	564
PRIM_OUT	K279	NA	NA	ICD	7	7
PRIM_OUT	K28	NA	NA	ICP	5488	1301
PRIM_OUT	K289	NA	NA	ICD	7	7
PRIM_OUT	K29	NA	NA	ICD	269	208
PRIM_OUT	K29	NA	NA	ICP	7752	3388
PRIM_OUT	K290	NA	NA	ICD	19	18
PRIM_OUT	K291	NA	NA	ICD	198	177
PRIM_OUT	K292	NA	NA	ICD	24	22
PRIM_OUT	K293	NA	NA	ICD	209	159
PRIM_OUT	K294	NA	NA	ICD	646	311
PRIM_OUT	K295	NA	NA	ICD	345	260
PRIM_OUT	K296	NA	NA	ICD	96	76
PRIM_OUT	K297	NA	NA	ICD	610	503
PRIM_OUT	K298	NA	NA	ICD	32	28
PRIM_OUT	K299	NA	NA	ICD	74	68
PRIM_OUT	K30	NA	NA	ICD	7053	5122
PRIM_OUT	K30	NA	NA	ICP	129	113
PRIM_OUT	K31	NA	NA	ICD	8	6
PRIM_OUT	K31	NA	NA	ICP	622	456
PRIM_OUT	K317	NA	NA	ICD	25	23
PRIM_OUT	K318	NA	NA	ICD	17	12
PRIM_OUT	K319	NA	NA	ICD	19	17
PRIM_OUT	K34	NA	NA	ICP	937	237
PRIM_OUT	K35	NA	NA	ICD	172	157
PRIM_OUT	K35	NA	NA	ICP	8	8
PRIM_OUT	K350	NA	NA	ICD	23	19
PRIM_OUT	K351	NA	NA	ICD	17	15
PRIM_OUT	K359	NA	NA	ICD	298	265
PRIM_OUT	K36	NA	NA	ICD	11	11
PRIM_OUT	K37	NA	NA	ICD	95	90
PRIM_OUT	K38	NA	NA	ICP	83	51
PRIM_OUT	K39	NA	NA	ICP	309	246
PRIM_OUT	K40	NA	NA	ICD	1699	1298
PRIM_OUT	K400	NA	NA	ICD	7	7
PRIM_OUT	K402	NA	NA	ICD	242	191
PRIM_OUT	K403	NA	NA	ICD	244	199
PRIM_OUT	K404	NA	NA	ICD	8	7
PRIM_OUT	K409	NA	NA	ICD	1993	1614
PRIM_OUT	K41	NA	NA	ICD	20	18
PRIM_OUT	K413	NA	NA	ICD	16	9
PRIM_OUT	K419	NA	NA	ICD	35	28
PRIM_OUT	K42	NA	NA	ICD	529	413
PRIM_OUT	K42	NA	NA	ICP	137	109
PRIM_OUT	K420	NA	NA	ICD	56	54
PRIM_OUT	K429	NA	NA	ICD	563	490
PRIM_OUT	K43	NA	NA	ICD	299	214
PRIM_OUT	K43	NA	NA	ICP	1387	900
PRIM_OUT	K430	NA	NA	ICD	53	46
PRIM_OUT	K439	NA	NA	ICD	667	532
PRIM_OUT	K44	NA	NA	ICD	544	371
PRIM_OUT	K44	NA	NA	ICP	33	29
PRIM_OUT	K440	NA	NA	ICD	19	16
PRIM_OUT	K449	NA	NA	ICD	1716	621
PRIM_OUT	K45	NA	NA	ICD	115	98
PRIM_OUT	K45	NA	NA	ICP	547	411
PRIM_OUT	K458	NA	NA	ICD	115	99
PRIM_OUT	K46	NA	NA	ICD	115	94
PRIM_OUT	K469	NA	NA	ICD	122	112
PRIM_OUT	K48	NA	NA	ICP	523	389
PRIM_OUT	K49	NA	NA	ICP	39	36
PRIM_OUT	K50	NA	NA	ICD	273	138
PRIM_OUT	K50	NA	NA	ICP	737	229
PRIM_OUT	K500	NA	NA	ICD	326	135
PRIM_OUT	K501	NA	NA	ICD	319	162
PRIM_OUT	K508	NA	NA	ICD	1706	168
PRIM_OUT	K509	NA	NA	ICD	356	215
PRIM_OUT	K51	NA	NA	ICD	985	358
PRIM_OUT	K51	NA	NA	ICP	7	6
PRIM_OUT	K510	NA	NA	ICD	80	42
PRIM_OUT	K511	NA	NA	ICD	93	54
PRIM_OUT	K512	NA	NA	ICD	383	194
PRIM_OUT	K513	NA	NA	ICD	383	180
PRIM_OUT	K515	NA	NA	ICD	1028	370
PRIM_OUT	K518	NA	NA	ICD	206	98
PRIM_OUT	K519	NA	NA	ICD	942	493
PRIM_OUT	K52	NA	NA	ICD	66	58
PRIM_OUT	K520	NA	NA	ICD	26	19
PRIM_OUT	K521	NA	NA	ICD	9	6
PRIM_OUT	K522	NA	NA	ICD	24	21
PRIM_OUT	K5280	NA	NA	ICD	9	9
PRIM_OUT	K5280#	NA	NA	ICD	10	8
PRIM_OUT	K5288	NA	NA	ICD	796	398
PRIM_OUT	K529	NA	NA	ICD	1156	926
PRIM_OUT	K54	NA	NA	ICP	7	6
PRIM_OUT	K55	NA	NA	ICP	12	8
PRIM_OUT	K550	NA	NA	ICD	44	15
PRIM_OUT	K551	NA	NA	ICD	17	12
PRIM_OUT	K552	NA	NA	ICD	14	8
PRIM_OUT	K558	NA	NA	ICD	23	10
PRIM_OUT	K559	NA	NA	ICD	48	24
PRIM_OUT	K560	NA	NA	ICD	68	38
PRIM_OUT	K561	NA	NA	ICD	26	16
PRIM_OUT	K562	NA	NA	ICD	33	21
PRIM_OUT	K564	NA	NA	ICD	10	6
PRIM_OUT	K565	NA	NA	ICD	114	57
PRIM_OUT	K566	NA	NA	ICD	268	198
PRIM_OUT	K567	NA	NA	ICD	122	101
PRIM_OUT	K57	NA	NA	ICD	1951	1151
PRIM_OUT	K57	NA	NA	ICP	11	10
PRIM_OUT	K570	NA	NA	ICD	27	25
PRIM_OUT	K571	NA	NA	ICD	310	228
PRIM_OUT	K572	NA	NA	ICD	646	200
PRIM_OUT	K573	NA	NA	ICD	6422	3873
PRIM_OUT	K575	NA	NA	ICD	78	62
PRIM_OUT	K579	NA	NA	ICD	568	416
PRIM_OUT	K58	NA	NA	ICD	1715	1158
PRIM_OUT	K58	NA	NA	ICP	7	7
PRIM_OUT	K580	NA	NA	ICD	2575	1856
PRIM_OUT	K589	NA	NA	ICD	1113	848
PRIM_OUT	K59	NA	NA	ICD	201	166
PRIM_OUT	K59	NA	NA	ICP	38	36
PRIM_OUT	K590	NA	NA	ICD	4060	2781
PRIM_OUT	K5900	NA	NA	ICD	228	193
PRIM_OUT	K5901	NA	NA	ICD	71	44
PRIM_OUT	K5909	NA	NA	ICD	2236	1723
PRIM_OUT	K591	NA	NA	ICD	3283	2417
PRIM_OUT	K594	NA	NA	ICD	83	47
PRIM_OUT	K598	NA	NA	ICD	78	73
PRIM_OUT	K599	NA	NA	ICD	321	258
PRIM_OUT	K60	NA	NA	ICD	81	41
PRIM_OUT	K60	NA	NA	ICP	1777	623
PRIM_OUT	K600	NA	NA	ICD	188	161
PRIM_OUT	K601	NA	NA	ICD	244	176
PRIM_OUT	K602	NA	NA	ICD	453	375
PRIM_OUT	K603	NA	NA	ICD	380	120
PRIM_OUT	K604	NA	NA	ICD	24	7
PRIM_OUT	K605	NA	NA	ICD	9	7
PRIM_OUT	K61	NA	NA	ICD	113	29
PRIM_OUT	K61	NA	NA	ICP	60	46
PRIM_OUT	K610	NA	NA	ICD	529	219
PRIM_OUT	K611	NA	NA	ICD	43	27
PRIM_OUT	K612	NA	NA	ICD	101	37
PRIM_OUT	K62	NA	NA	ICD	73	55
PRIM_OUT	K62	NA	NA	ICP	117	99
PRIM_OUT	K620	NA	NA	ICD	54	44
PRIM_OUT	K621	NA	NA	ICD	67	59
PRIM_OUT	K622	NA	NA	ICD	42	29
PRIM_OUT	K623	NA	NA	ICD	173	124
PRIM_OUT	K624	NA	NA	ICD	16	11
PRIM_OUT	K625	NA	NA	ICD	1655	1365
PRIM_OUT	K626	NA	NA	ICD	271	221
PRIM_OUT	K627	NA	NA	ICD	53	33
PRIM_OUT	K628	NA	NA	ICD	181	146
PRIM_OUT	K629	NA	NA	ICD	128	114
PRIM_OUT	K63	NA	NA	ICD	23	18
PRIM_OUT	K63	NA	NA	ICP	56	54
PRIM_OUT	K631	NA	NA	ICD	106	24
PRIM_OUT	K632	NA	NA	ICD	18	6
PRIM_OUT	K635	NA	NA	ICD	80	65
PRIM_OUT	K638	NA	NA	ICD	14	13
PRIM_OUT	K639	NA	NA	ICD	94	78
PRIM_OUT	K64	NA	NA	ICP	6	6
PRIM_OUT	K65	NA	NA	ICP	10	9
PRIM_OUT	K650	NA	NA	ICD	20	17
PRIM_OUT	K659	NA	NA	ICD	12	10
PRIM_OUT	K66	NA	NA	ICP	6	6
PRIM_OUT	K660	NA	NA	ICD	17	12
PRIM_OUT	K68	NA	NA	ICP	10	10
PRIM_OUT	K69	NA	NA	ICP	69	61
PRIM_OUT	K70	NA	NA	ICD	36	24
PRIM_OUT	K70	NA	NA	ICP	48	21
PRIM_OUT	K700	NA	NA	ICD	104	67
PRIM_OUT	K701	NA	NA	ICD	105	48
PRIM_OUT	K703	NA	NA	ICD	1532	260
PRIM_OUT	K704	NA	NA	ICD	84	34
PRIM_OUT	K709	NA	NA	ICD	48	25
PRIM_OUT	K71	NA	NA	ICP	132	65
PRIM_OUT	K72	NA	NA	ICP	33	12
PRIM_OUT	K720	NA	NA	ICD	21	18
PRIM_OUT	K721	NA	NA	ICD	20	13
PRIM_OUT	K729	NA	NA	ICD	43	29
PRIM_OUT	K73	NA	NA	ICP	37	17
PRIM_OUT	K732	NA	NA	ICD	136	41
PRIM_OUT	K7380	NA	NA	ICD	63	43
PRIM_OUT	K739	NA	NA	ICD	26	13
PRIM_OUT	K74	NA	NA	ICD	13	6
PRIM_OUT	K74	NA	NA	ICP	4127	820
PRIM_OUT	K743	NA	NA	ICD	194	84
PRIM_OUT	K745	NA	NA	ICD	16	9
PRIM_OUT	K746	NA	NA	ICD	388	169
PRIM_OUT	K75	NA	NA	ICP	371	164
PRIM_OUT	K750	NA	NA	ICD	7	7
PRIM_OUT	K752	NA	NA	ICD	6	6
PRIM_OUT	K754	NA	NA	ICD	39	17
PRIM_OUT	K759	NA	NA	ICD	43	28
PRIM_OUT	K76	NA	NA	ICD	25	20
PRIM_OUT	K76	NA	NA	ICP	4237	1795
PRIM_OUT	K760	NA	NA	ICD	503	364
PRIM_OUT	K766	NA	NA	ICD	12	6
PRIM_OUT	K7680	NA	NA	ICD	54	41
PRIM_OUT	K7689	NA	NA	ICD	32	24
PRIM_OUT	K769	NA	NA	ICD	113	89
PRIM_OUT	K77	NA	NA	ICP	21583	1102
PRIM_OUT	K78	NA	NA	ICP	176223	7855
PRIM_OUT	K79	NA	NA	ICP	1192	316
PRIM_OUT	K80	NA	NA	ICD	733	562
PRIM_OUT	K80	NA	NA	ICP	11568	5900
PRIM_OUT	K800	NA	NA	ICD	185	139
PRIM_OUT	K801	NA	NA	ICD	39	32
PRIM_OUT	K802	NA	NA	ICD	1148	669
PRIM_OUT	K803	NA	NA	ICD	25	22
PRIM_OUT	K804	NA	NA	ICD	50	43
PRIM_OUT	K805	NA	NA	ICD	156	127
PRIM_OUT	K808	NA	NA	ICD	283	243
PRIM_OUT	K81	NA	NA	ICD	68	60
PRIM_OUT	K81	NA	NA	ICP	161	117
PRIM_OUT	K810	NA	NA	ICD	101	94
PRIM_OUT	K818	NA	NA	ICD	14	12
PRIM_OUT	K819	NA	NA	ICD	66	61
PRIM_OUT	K82	NA	NA	ICP	74	30
PRIM_OUT	K828	NA	NA	ICD	8	8
PRIM_OUT	K829	NA	NA	ICD	17	15
PRIM_OUT	K83	NA	NA	ICD	9	9
PRIM_OUT	K83	NA	NA	ICP	7727	690
PRIM_OUT	K830	NA	NA	ICD	144	73
PRIM_OUT	K831	NA	NA	ICD	56	24
PRIM_OUT	K838	NA	NA	ICD	21	16
PRIM_OUT	K839	NA	NA	ICD	26	22
PRIM_OUT	K84	NA	NA	ICP	6974	1919
PRIM_OUT	K85	NA	NA	ICD	322	189
PRIM_OUT	K85	NA	NA	ICP	55001	16449
PRIM_OUT	K850	NA	NA	ICD	14	12
PRIM_OUT	K851	NA	NA	ICD	46	16
PRIM_OUT	K852	NA	NA	ICD	53	28
PRIM_OUT	K858	NA	NA	ICD	50	28
PRIM_OUT	K859	NA	NA	ICD	89	69
PRIM_OUT	K86	NA	NA	ICD	29	16
PRIM_OUT	K86	NA	NA	ICP	32319	11674
PRIM_OUT	K8600	NA	NA	ICD	70	44
PRIM_OUT	K8601	NA	NA	ICD	24	18
PRIM_OUT	K8608	NA	NA	ICD	115	47
PRIM_OUT	K861	NA	NA	ICD	193	92
PRIM_OUT	K862	NA	NA	ICD	23	13
PRIM_OUT	K863	NA	NA	ICD	54	30
PRIM_OUT	K868	NA	NA	ICD	31	21
PRIM_OUT	K869	NA	NA	ICD	33	21
PRIM_OUT	K87	NA	NA	ICP	3450	1561
PRIM_OUT	K871	NA	NA	ICD	31	30
PRIM_OUT	K88	NA	NA	ICP	827	478
PRIM_OUT	K89	NA	NA	ICP	1586	485
PRIM_OUT	K90	NA	NA	ICD	15	13
PRIM_OUT	K90	NA	NA	ICP	67286	1894
PRIM_OUT	K900	NA	NA	ICD	1669	870
PRIM_OUT	K903	NA	NA	ICD	116	79
PRIM_OUT	K904	NA	NA	ICD	12	8
PRIM_OUT	K909	NA	NA	ICD	31	22
PRIM_OUT	K91	NA	NA	ICP	8806	812
PRIM_OUT	K911	NA	NA	ICD	15	10
PRIM_OUT	K912	NA	NA	ICD	28	13
PRIM_OUT	K914	NA	NA	ICD	61	10
PRIM_OUT	K915	NA	NA	ICD	6	6
PRIM_OUT	K92	NA	NA	ICD	31	28
PRIM_OUT	K92	NA	NA	ICP	2836	755
PRIM_OUT	K920	NA	NA	ICD	246	217
PRIM_OUT	K921	NA	NA	ICD	1290	1006
PRIM_OUT	K922	NA	NA	ICD	545	405
PRIM_OUT	K928	NA	NA	ICD	35	32
PRIM_OUT	K929	NA	NA	ICD	41	38
PRIM_OUT	K93	NA	NA	ICP	8067	692
PRIM_OUT	K94	NA	NA	ICP	6649	1142
PRIM_OUT	K95	NA	NA	ICP	1278	941
PRIM_OUT	K96	NA	NA	ICP	2732	1599
PRIM_OUT	K99	NA	NA	ICP	28418	2140
PRIM_OUT	KALER	NA	NA	MOP	14	13
PRIM_OUT	KARIE	NA	NA	MOP	63	39
PRIM_OUT	KARJL	NA	NA	MOP	13	12
PRIM_OUT	KARKT	NA	NA	MOP	9	8
PRIM_OUT	KAY20	NA	NA	MOP	3024	1772
PRIM_OUT	KAY40	NA	NA	MOP	4854	2281
PRIM_OUT	KAY60	NA	NA	MOP	1455	889
PRIM_OUT	KESKE	NA	NA	MOP	105	89
PRIM_OUT	KHV	NA	NA	MOP	907	647
PRIM_OUT	KIILL	NA	NA	MOP	7	7
PRIM_OUT	KIIN	NA	NA	MOP	11	10
PRIM_OUT	KIP00	NA	NA	MOP	11	11
PRIM_OUT	KIPSI	NA	NA	MOP	6	6
PRIM_OUT	KIRMA	NA	NA	MOP	18	15
PRIM_OUT	KKOJE	NA	NA	MOP	24	17
PRIM_OUT	KMAK	NA	NA	MOP	695756	104154
PRIM_OUT	KNAST	NA	NA	MOP	8	6
PRIM_OUT	KOIVK	NA	NA	MOP	36	20
PRIM_OUT	KOIVP	NA	NA	MOP	20	20
PRIM_OUT	KONS	NA	NA	MOP	76	68
PRIM_OUT	KOPCD	NA	NA	MOP	90	83
PRIM_OUT	KORHS	NA	NA	MOP	40	18
PRIM_OUT	KORJK	NA	NA	MOP	63	46
PRIM_OUT	KOTIH	NA	NA	MOP	32	17
PRIM_OUT	KUH	NA	NA	MOP	65	54
PRIM_OUT	KUINA	NA	NA	MOP	34	31
PRIM_OUT	KUITU	NA	NA	MOP	24	20
PRIM_OUT	KUKKA	NA	NA	MOP	7	6
PRIM_OUT	KUNLA	NA	NA	MOP	12	9
PRIM_OUT	KUUSK	NA	NA	MOP	8	8
PRIM_OUT	KYOST	NA	NA	MOP	10	8
PRIM_OUT	L00	NA	NA	ICD	44	36
PRIM_OUT	L01	NA	NA	ICD	835	696
PRIM_OUT	L01	NA	NA	ICP	33686	13482
PRIM_OUT	L010	NA	NA	ICD	641	554
PRIM_OUT	L011	NA	NA	ICD	188	170
PRIM_OUT	L02	NA	NA	ICD	4532	2620
PRIM_OUT	L02	NA	NA	ICP	18746	9414
PRIM_OUT	L020	NA	NA	ICD	617	502
PRIM_OUT	L021	NA	NA	ICD	303	223
PRIM_OUT	L022	NA	NA	ICD	3186	1878
PRIM_OUT	L023	NA	NA	ICD	1575	825
PRIM_OUT	L024	NA	NA	ICD	1944	1295
PRIM_OUT	L028	NA	NA	ICD	463	363
PRIM_OUT	L029	NA	NA	ICD	1779	1248
PRIM_OUT	L03	NA	NA	ICD	683	535
PRIM_OUT	L03	NA	NA	ICP	73158	26697
PRIM_OUT	L030	NA	NA	ICD	6714	4717
PRIM_OUT	L031	NA	NA	ICD	1012	739
PRIM_OUT	L032	NA	NA	ICD	144	114
PRIM_OUT	L033	NA	NA	ICD	159	120
PRIM_OUT	L038	NA	NA	ICD	134	118
PRIM_OUT	L039	NA	NA	ICD	1056	832
PRIM_OUT	L04	NA	NA	ICD	81	71
PRIM_OUT	L04	NA	NA	ICP	7421	4823
PRIM_OUT	L040	NA	NA	ICD	150	139
PRIM_OUT	L042	NA	NA	ICD	25	17
PRIM_OUT	L043	NA	NA	ICD	6	6
PRIM_OUT	L049	NA	NA	ICD	85	75
PRIM_OUT	L05	NA	NA	ICD	58	49
PRIM_OUT	L05	NA	NA	ICP	6851	4374
PRIM_OUT	L050	NA	NA	ICD	356	147
PRIM_OUT	L059	NA	NA	ICD	79	61
PRIM_OUT	L06	NA	NA	ICP	64	48
PRIM_OUT	L07	NA	NA	ICP	964	676
PRIM_OUT	L08	NA	NA	ICD	1253	851
PRIM_OUT	L08	NA	NA	ICP	56126	18971
PRIM_OUT	L080	NA	NA	ICD	461	396
PRIM_OUT	L081	NA	NA	ICD	64	46
PRIM_OUT	L088	NA	NA	ICD	2035	1269
PRIM_OUT	L089	NA	NA	ICD	1566	1191
PRIM_OUT	L09	NA	NA	ICP	7598	3430
PRIM_OUT	L10	NA	NA	ICP	6283	3461
PRIM_OUT	L109	NA	NA	ICD	11	10
PRIM_OUT	L11	NA	NA	ICP	12783	7217
PRIM_OUT	L12	NA	NA	ICD	35	18
PRIM_OUT	L12	NA	NA	ICP	26487	14443
PRIM_OUT	L120	NA	NA	ICD	154	62
PRIM_OUT	L129	NA	NA	ICD	94	30
PRIM_OUT	L13	NA	NA	ICD	30	21
PRIM_OUT	L13	NA	NA	ICP	39645	14202
PRIM_OUT	L130	NA	NA	ICD	96	65
PRIM_OUT	L138	NA	NA	ICD	74	63
PRIM_OUT	L139	NA	NA	ICD	187	150
PRIM_OUT	L14	NA	NA	ICD	19	17
PRIM_OUT	L14	NA	NA	ICP	12943	6533
PRIM_OUT	L15	NA	NA	ICP	58338	21896
