start_year	start_age	observation_years	n_patients	INPAT_logmean	INPAT_logsd	PURCH_logmean	PURCH_logsd	OUTPAT_logmean	OUTPAT_logsd	OPER_OUT_logmean	OPER_OUT_logsd	PRIM_OUT_logmean	PRIM_OUT_logsd	OPER_IN_logmean	OPER_IN_logsd	REIMB_logmean	REIMB_logsd	CANC_logmean	CANC_logsd
1960	0	55	9	3.116982263736983	0.7420329417406328	5.828099624313548	0.7239539237980416	4.274057570400405	1.3400722590434844	3.0409588903971616	2.1395586856121804	3.826254943356609	1.774800735468486	2.541814236447473	1.0773337149998554	1.3315734784358455	0.9794021591595259	-0.20487505226300765	0.579019516273603
1960	5	55	30	2.997191630197209	0.837831440668698	6.111674732524078	0.6475906711639449	4.396793585629692	1.0673151221222423	2.9456403192642084	1.195166980973698	4.267558545810259	1.4495385115187314	2.397531075987182	0.9661712873299217	1.450974807620304	0.7052531824029913	-0.47342472282632336	0.44695733854510533
1960	10	55	49	3.236975750174705	0.7938155089092401	6.0313922156402695	0.7437248281548268	4.314571705470057	1.1652465123638631	2.9596848901200663	1.3012969946185964	4.588124935992976	1.2934936264760306	2.6196458828314197	1.0789657420032763	1.4829915688365143	0.648739460362351	-0.4809362372583335	0.4573301447461545
1960	15	45	6	4.3271630093020255	0.24636537886518825	5.878656981152516	0.40126180718647725	4.251125987428697	1.1399382310406745	2.0446979500361957	1.3626236611789764	-0.2418054803762436	0.7176326877789961	2.686765856969058	0.6933805526591805	0.6608779199911597	0.7490410066837508	-0.18572677427270812	0.8305013493918989
1960	15	50	7	4.284521305382072	0.8730972014811611	6.18600893226476	0.9612039230195997	5.403014015310982	2.0490178643862764	3.5441232139462224	2.6685062603116187	3.6480604313815697	2.00689045705002	2.4216507934159717	1.732290642426067	1.909374399191393	0.8618258547511771	-0.14933825344989962	0.6992962261175334
1960	15	55	57	3.081352573236674	0.9159364978723376	6.0305099889884834	0.7736063177759496	4.185351033269968	1.2432636628762064	2.875786853629448	1.2277905480200686	4.63886497739211	1.3628476581272442	2.3172425747737218	1.1201010865510659	1.4988405197901764	0.7371519679992838	-0.3726002964054768	0.584830579096352
1960	20	50	10	3.434659283524252	0.8570194781623427	6.051407470938887	0.6297000887725661	4.218289257107732	1.1476581486874955	3.0328886442427616	1.5995496704203649	4.170863762506349	1.698636458227237	2.4715901043342026	1.3781975607397678	1.7670575031102858	0.6061508846240256	-0.09275847384929138	0.65093268518451
1960	20	55	40	3.095069868554253	0.8064191897392984	6.172809828661643	0.5470886514532093	4.029673116886617	1.2228286017395011	2.7065764035557165	1.1822686709855252	4.894092060793565	0.8953300107154418	2.5846702799255783	0.9282547753464793	1.4662032440319968	0.5759762936495875	-0.22816098390440187	0.6373679378095085
1960	25	45	6	3.5379551657132176	0.9046327322326349	5.868089906780364	0.6838667510071357	3.7967932569607736	0.8235231631832954	2.466140655322092	0.6170796582224336	0.2946738237684565	1.288693827963766	2.335367642481341	0.9431138982692282	1.3655933424464664	0.3690110586682785	0.22236305999681277	0.44850658873134774
1960	25	50	9	3.580685561722741	0.6065917840410048	6.186668353485275	0.33016985411116634	4.446143961481145	1.1874195475978357	3.2572988490506463	1.8257425036747712	4.944114742836712	1.9814761085394363	2.9938370882506375	0.8224512312923697	1.5402193761663565	0.633952132697369	-0.5710791484857108	0.3662040962227032
1960	25	55	28	3.485735031324245	0.6822107227349858	6.370889777337321	0.5076798507231212	3.9951176821564505	1.1298084849329473	2.5514309399811608	1.502599122024771	5.599699929343516	1.4965179189421334	2.6501308233987935	0.8262809270859865	1.5804204863661309	0.7556063603187121	-0.2642981043380496	0.5989697831221809
1960	30	45	8	3.657691773554722	0.5175884160066045	5.920398031022556	0.43296324411642945	3.2521110507551776	1.1303190324249275	1.1237637566930094	1.7422994418911055	2.3092972064370487	2.3093544212723405	2.138336040685863	0.8864777573214483	1.185965992267786	0.6318812416411038	-0.28116757230940415	0.5685858776101073
1960	30	55	30	2.9016746754906557	1.078851169171168	6.145806740909367	0.6799912450137156	3.992849188325524	1.2535125186458163	2.911163566130561	1.6914680357960596	4.91807151272958	1.740961965791989	2.3169712324492306	1.0489086553793463	1.238448311603595	0.832814465923948	-0.0011751567889416077	0.8048175889463179
