EVENT_AGE,Frequency,APPROX_EVENT_DAY,Frequency,CDA_ID_SALATTU,Frequency,DOC_GROUP_SALATTU,Frequency,DOC_TYPE_CODE,Frequency,DOC_VERSION,Frequency,TYPE_1_AMOUNT,Frequency,TYPE_1_SIZE,Frequency,TYPE_2_AMOUNT,Frequency,TYPE_2_SIZE_UNIT,Frequency,TYPE_3_TIME,Frequency,TYPE_3_UNIT,Frequency,ATC_CODE,Frequency,PREPARATION_TYPE_CODE,Frequency,PRODUCT_CODE,Frequency,RESEPTISTATUS,Frequency,LAAKEMUOTOKOODI,Frequency,DRUG_NAME_C,Frequency,DOSE_QUANTITY_TEXT,Frequency,RENEWAL_BAN,Frequency,MED_EXCHANGE_BAN,Frequency,DOSE_DISTRIBUTION,Frequency,ORGANIZATION_OID_SALATTU,Frequency,ERIKOISALA_CODE,Frequency
,,2019-06-06,145,,,,,,,,,,,,,,,,,,,,,,,,,114440,126,,,,,TAPTIQOM,103,,,,,,,,,3E70338AD015EB1D5807DDFCB98235B5,99,,
,,2020-09-05,145,,,,,,,,,,,,,,,,,,,,,,,,,589010,126,,,,,NEOTIGASON,103,,,,,,,,,9463876F3D5872882A46563D10D15F87,99,,
,,2018-02-26,145,,,,,,,,,,,,,,,,,,,,,,,,,37669,125,,,,,VALSARTAN KRKA,103,,,,,,,,,EDAA71F947044C5AB018EBDA78BE3FF1,99,,
,,2016-05-06,145,,,,,,,,,,,,,,,,,,,,,,,,,005244,125,,,,,CANDEXETIL,103,,,,,,,,,9CA6990F4C7B2FDB6F1FCC4DE9916DFC,99,,
,,2016-05-05,145,,,,,,,,,,,,,,,,,,,,,,,,,093047,125,,,,,AZARGA,103,,,,,,,,,0D7FD704D5A1A8BB3EDB18537DE322B8,99,,
,,2017-10-23,145,,,,,,,,,,,,,,,,,,,,,,,,,192444,125,,,,,HUMALOG,102,,,,,,,,,7B39EE7F22AF8F85766A55CA210E682B,99,,
,,2016-05-18,145,,,,,,,,,,,,,,,,,,,,,,,,,46724,125,,,,,ATENBLOCK,102,,,,,,,,,4E82EF3219DC965DCEB40728607233AB,99,,
,,2017-10-29,145,,,,,,,,,,,,,,,,,,,,,,,,,052081,125,,,,,MALTOFER,102,,,,,,,,,32462BF157830E4090366849FC24480E,98,,
,,2015-10-02,145,,,,,,,,,,,,,,,,,,,,,,,,,553651,125,,,,,CAVERJECT DUAL,101,,,,,,,,,934184137F26D48A9D5A5714BF8FC386,98,,
,,2021-03-09,144,,,,,,,,,,,,,,,,,,,,,,,,,438432,125,,,,,QUESTRAN,101,,,,,,,,,AD181495BF0DE3E8F057AA2CD2C3E9FD,98,,
,,2019-04-30,144,,,,,,,,,,,,,,,,,,,,,,,,,478876,124,,,,,NEULASTA,101,,,,,,,,,FB3E8AC272B69E88DD4A86E7CA612905,98,,
,,2022-10-06,144,,,,,,,,,,,,,,,,,,,,,,,,,012966,124,,,,,TESTOGEL,101,,,,,,,,,B2A02FB512F2F5FF7614522A04F6FBEF,98,,
,,2023-11-09,144,,,,,,,,,,,,,,,,,,,,,,,,,420630,124,,,,,ZYRTEC,100,,,,,,,,,A8FDB935DD5F0457968BB879DC429FA7,98,,
,,2023-11-04,144,,,,,,,,,,,,,,,,,,,,,,,,,75524,124,,,,,RETAFER,100,,,,,,,,,C73ACAD1C6ECB517486500880DC9E593,98,,
,,2022-06-06,144,,,,,,,,,,,,,,,,,,,,,,,,,434643,124,,,,,ELVANSE ADULT,100,,,,,,,,,4ED2CB66D9C1F967870EC8115B764ED5,98,,
,,2015-12-04,144,,,,,,,,,,,,,,,,,,,,,,,,,188988,124,,,,,BAKLOFEN MYLAN,100,,,,,,,,,2961BF02245F3A0D60F6D2266199FC48,98,,
,,2022-03-11,144,,,,,,,,,,,,,,,,,,,,,,,,,537305,123,,,,,LORATADIN ACTAVIS,100,,,,,,,,,B02A9E8E4E8E2426034FC4680FB8F011,97,,
,,2020-02-12,144,,,,,,,,,,,,,,,,,,,,,,,,,128207,123,,,,,YASMINELLE,100,,,,,,,,,4C339195EB80FC247F12C883EC4F988A,97,,
,,2022-12-23,144,,,,,,,,,,,,,,,,,,,,,,,,,129106,123,,,,,VELMETIA,99,,,,,,,,,F446C2E15005794FC5D87D099ADA5E5E,97,,
,,2021-09-14,144,,,,,,,,,,,,,,,,,,,,,,,,,193843,123,,,,,PARACETAMOL-RATIOPHARM,99,,,,,,,,,4A74DECA0E36DA0A574A40F505A2A581,97,,
,,2018-06-01,144,,,,,,,,,,,,,,,,,,,,,,,,,477919,123,,,,,MYCOSTATIN,99,,,,,,,,,FBF6C332719CB91735D5C6AB1D6E543B,97,,
,,2021-10-05,144,,,,,,,,,,,,,,,,,,,,,,,,,573705,123,,,,,CIPROFLOXACIN HEXAL,98,,,,,,,,,F174946942AF63FEC72175EC74702CE9,97,,
,,2021-09-24,144,,,,,,,,,,,,,,,,,,,,,,,,,581819,122,,,,,TITSANIDIINI,98,,,,,,,,,9AF2F64303202BA09005D2393371B402,97,,
,,2021-04-13,144,,,,,,,,,,,,,,,,,,,,,,,,,007102,122,,,,,SIPROFLOKSASIINI,98,,,,,,,,,A23F945624A9A7A839A8EC05391357C1,96,,
,,2020-05-05,144,,,,,,,,,,,,,,,,,,,,,,,,,068001,122,,,,,PNEUMOVAX,98,,,,,,,,,E237CC64893B35E05B46CA3E3F71C4B5,96,,
,,2017-02-21,144,,,,,,,,,,,,,,,,,,,,,,,,,496320,122,,,,,OXYCODONE ORION,98,,,,,,,,,AC8D145460051C00D420AF86556A17B3,96,,
,,2016-10-29,144,,,,,,,,,,,,,,,,,,,,,,,,,85860,122,,,,,BURANA-CAPS,97,,,,,,,,,D3CCFDC7553ED136762EE2A0FAC4731A,96,,
,,2016-10-12,144,,,,,,,,,,,,,,,,,,,,,,,,,108837,122,,,,,ENALAPRIL COMP RATIOPHARM,97,,,,,,,,,414C817A5FE37B563E5E6B0EF72D730A,96,,
,,2018-09-03,144,,,,,,,,,,,,,,,,,,,,,,,,,013964,122,,,,,ZIDOVAL,96,,,,,,,,,7664241747DEE3EA1266FAF289EBF9D1,96,,
,,2016-09-27,144,,,,,,,,,,,,,,,,,,,,,,,,,36475,121,,,,,ALENDRONAT MYLAN,96,,,,,,,,,D39FD49CAC3952BCFB49A35B754284BE,96,,
,,2023-04-05,144,,,,,,,,,,,,,,,,,,,,,,,,,13964,121,,,,,PRAVASTATIN RATIOPHARM,96,,,,,,,,,9B714B945A368D45CEA77EB62F9DE9B6,96,,
,,2023-04-06,144,,,,,,,,,,,,,,,,,,,,,,,,,434209,121,,,,,DOXITIN,95,,,,,,,,,53579FC5E5FC4AF89F04259AF9676CAB,96,,
,,2018-09-25,144,,,,,,,,,,,,,,,,,,,,,,,,,195323,121,,,,,APOCYCLIN,95,,,,,,,,,DCB4A76DD84C54C8E4F1EE5CEA290C51,95,,
,,2017-05-30,144,,,,,,,,,,,,,,,,,,,,,,,,,391987,121,,,,,METRONIDATSOLI,95,,,,,,,,,EA19E0E97224098A0A6226888B77071A,95,,
,,2018-10-30,144,,,,,,,,,,,,,,,,,,,,,,,,,106452,121,,,,,SIMVASTATIINI,95,,,,,,,,,531496ABA02AC4F6225D9D626CA0A164,95,,
,,2023-04-30,144,,,,,,,,,,,,,,,,,,,,,,,,,479142,121,,,,,STEMETIL,95,,,,,,,,,2503DDEF577AE8AE84B0E327BD9AFD2E,95,,
,,2019-05-18,144,,,,,,,,,,,,,,,,,,,,,,,,,196808,120,,,,,VIMPAT,95,,,,,,,,,2725E86ABF6E00B6DC532684647D6AB2,95,,
,,2021-11-25,144,,,,,,,,,,,,,,,,,,,,,,,,,490395,120,,,,,CARDACE COMP,94,,,,,,,,,2E251DCABDFA2EBD3EF02F3ACD379C1C,95,,
,,2017-11-22,144,,,,,,,,,,,,,,,,,,,,,,,,,196444,120,,,,,LEVOZIN,94,,,,,,,,,FE57588DCB8D25ADB9C057335CF805B0,94,,
,,2021-11-19,144,,,,,,,,,,,,,,,,,,,,,,,,,467563,120,,,,,FURESIS COMP,94,,,,,,,,,9359D0ED2EBB88BD1FEDD64B7D78DD53,94,,
,,2023-06-13,144,,,,,,,,,,,,,,,,,,,,,,,,,5494,120,,,,,REC,94,,,,,,,,,4BD18C7F1770FA08DA00CC1C8661A055,94,,
,,2019-09-03,144,,,,,,,,,,,,,,,,,,,,,,,,,493276,120,,,,,PAMOL F,93,,,,,,,,,2E502E266A56A8286D36DFE8CF9D3864,94,,
,,2019-10-05,144,,,,,,,,,,,,,,,,,,,,,,,,,50469,120,,,,,LEVOFLOKSASIINI,92,,,,,,,,,4B180E14C63435E8F4C1E5A461143B96,93,,
,,2019-10-22,144,,,,,,,,,,,,,,,,,,,,,,,,,467267,119,,,,,BOTOX,92,,,,,,,,,A9C27A9F2B94B662BF7116445B72B39B,93,,
,,2021-05-04,144,,,,,,,,,,,,,,,,,,,,,,,,,438816,119,,,,,CLIOVELLE,91,,,,,,,,,3E5DF9C62F345DBDF030B2E05433A8FB,93,,
,,2017-01-02,144,,,,,,,,,,,,,,,,,,,,,,,,,463695,119,,,,,SEROQUEL,91,,,,,,,,,2AB6C9BB31E4A2AD5A13B5DEF47BFC07,93,,
,,2023-05-18,144,,,,,,,,,,,,,,,,,,,,,,,,,590147,119,,,,,ORIPTAN,91,,,,,,,,,E93CA5B32166086A329ED8791D18C63A,93,,
,,2021-05-09,144,,,,,,,,,,,,,,,,,,,,,,,,,011306,119,,,,,ENTRESTO,91,,,,,,,,,10813A3FB7DFF5DEC2C3526AD3EDBBBB,93,,
,,2023-05-02,144,,,,,,,,,,,,,,,,,,,,,,,,,471441,118,,,,,VALTREX,91,,,,,,,,,34B7CC8D03D71A8D16217A19CA1725A8,93,,
,,2020-09-17,144,,,,,,,,,,,,,,,,,,,,,,,,,524276,118,,,,,CARVEDILOL ORION,90,,,,,,,,,F9CB4E764E8E0C58AFBFB023AE17908B,92,,
,,2017-10-05,144,,,,,,,,,,,,,,,,,,,,,,,,,436303,118,,,,,KLOTRIPTYL,90,,,,,,,,,5D0FAC0DB7F4503F503CF902052BAAD7,92,,
,,2018-02-09,144,,,,,,,,,,,,,,,,,,,,,,,,,104055,118,,,,,RYALTRIS,89,,,,,,,,,73B6BF4A238D386EDCE95099EA2459C2,92,,
,,2021-08-30,144,,,,,,,,,,,,,,,,,,,,,,,,,070185,118,,,,,ZOLPIDEM-RATIOPHARM,89,,,,,,,,,C210A98FB802E55A5D999F506733233D,92,,
,,2015-02-18,143,,,,,,,,,,,,,,,,,,,,,,,,,38534,118,,,,,DICLOMEX RAPID,89,,,,,,,,,FE62F1CCBEA1E1DCCFBB5DBC0EF83D9F,92,,
,,2021-03-05,143,,,,,,,,,,,,,,,,,,,,,,,,,030635,118,,,,,TEMATSEPAAMI,88,,,,,,,,,4E234AA4C27B01E18695335C6737FDC5,92,,
,,2021-03-07,143,,,,,,,,,,,,,,,,,,,,,,,,,523296,118,,,,,GALANTAMIN ORION,88,,,,,,,,,7DBED6623D08563C88153738ACC5E43B,92,,
,,2022-10-27,143,,,,,,,,,,,,,,,,,,,,,,,,,187595,118,,,,,DIGOXIN SEMI,87,,,,,,,,,85BF0CF246B1B58BA62E9384D9FF6D03,92,,
,,2022-10-20,143,,,,,,,,,,,,,,,,,,,,,,,,,3631,117,,,,,COVERSYL COMP NOVUM,87,,,,,,,,,3BC995E92BD07F2F9367AF4F129336F5,92,,
,,2019-04-04,143,,,,,,,,,,,,,,,,,,,,,,,,,93948,117,,,,,PANTOPRAZOL ORION,87,,,,,,,,,7CE36A31D3AB33F421649C97C73E9B60,92,,
,,2019-04-05,143,,,,,,,,,,,,,,,,,,,,,,,,,85792,117,,,,,EZETIMIB KRKA,87,,,,,,,,,0BB2161480D336D695B68C9BEF4529F8,92,,
,,2017-06-07,143,,,,,,,,,,,,,,,,,,,,,,,,,85969,117,,,,,TRAVATAN,87,,,,,,,,,200530620F3DACD90CE1134DCF7439F8,91,,
,,2022-10-03,143,,,,,,,,,,,,,,,,,,,,,,,,,119927,117,,,,,DUOTRAV,87,,,,,,,,,C09A81CDC786C592C4CA7D3AA2FDD7CD,91,,
,,2017-06-10,143,,,,,,,,,,,,,,,,,,,,,,,,,464996,117,,,,,ZARZIO,87,,,,,,,,,FBC88DD18719C9903B9D8D9DC56600C5,91,,
,,2022-09-13,143,,,,,,,,,,,,,,,,,,,,,,,,,106536,117,,,,,HYDREA,86,,,,,,,,,CA39E693AA09109E7ADC46DE1A0C96FB,91,,
,,2023-11-01,143,,,,,,,,,,,,,,,,,,,,,,,,,028121,117,,,,,DERMALOG SKIN-CURE,86,,,,,,,,,5C7DCA65C93E119BD8C64185F6AC0C51,91,,
,,2023-11-06,143,,,,,,,,,,,,,,,,,,,,,,,,,115,117,,,,,REQUIP DEPOT,86,,,,,,,,,AA90CCAB736AC1986DC8A0CF65B426AB,90,,
,,2023-11-07,143,,,,,,,,,,,,,,,,,,,,,,,,,000115,116,,,,,ERDOSTEIINI,86,,,,,,,,,70292A1B1372F419B1287EC2D389F2E1,90,,
,,2023-11-22,143,,,,,,,,,,,,,,,,,,,,,,,,,166989,116,,,,,PROCREN DEPOT PDS,86,,,,,,,,,1C380023F571E0FDF4694334DB3EAA9B,90,,
,,2018-04-30,143,,,,,,,,,,,,,,,,,,,,,,,,,484444,116,,,,,INSPIOLTO RESPIMAT,86,,,,,,,,,CE2AC0D18D3233D0204537A1DAA87377,90,,
,,2020-03-13,143,,,,,,,,,,,,,,,,,,,,,,,,,079653,116,,,,,ESCOR,86,,,,,,,,,943E94C5DC7607C1AC03D187C70046A5,90,,
,,2020-03-20,143,,,,,,,,,,,,,,,,,,,,,,,,,192146,116,,,,,FENOKSIMETYYLIPENISILLIINI,86,,,,,,,,,CC2ECCCF9018C7CBBEA10457A23DCDF2,90,,
,,2017-03-26,143,,,,,,,,,,,,,,,,,,,,,,,,,24288,116,,,,,XYLIDERM,85,,,,,,,,,A0D08A612B5FF2EFAA815294EB43F678,90,,
,,2016-12-09,143,,,,,,,,,,,,,,,,,,,,,,,,,442826,115,,,,,AIROMIR,85,,,,,,,,,A8A6E1563A9D69376A49A0D60C443620,90,,
,,2018-03-22,143,,,,,,,,,,,,,,,,,,,,,,,,,116418,115,,,,,IBUMETIN,85,,,,,,,,,15E552F435A805846DA1F1A7695D6C9B,89,,
,,2023-09-12,143,,,,,,,,,,,,,,,,,,,,,,,,,004579,115,,,,,ORBEOS,85,,,,,,,,,B03FC4996BDC76C758036BCAD47394E2,89,,
,,2023-10-10,143,,,,,,,,,,,,,,,,,,,,,,,,,5976,115,,,,,INSOMIN,85,,,,,,,,,B9EF02DA791446667B29F35E19242F9C,89,,
,,2023-09-25,143,,,,,,,,,,,,,,,,,,,,,,,,,394957,115,,,,,OMNIC OCAS,85,,,,,,,,,9C749ED6BCB9F4C703CB3E5199643FEF,89,,
,,2022-03-15,143,,,,,,,,,,,,,,,,,,,,,,,,,518715,115,,,,,FELODIPIN HEXAL,85,,,,,,,,,7A02C74D91FF3C4A592F27E0E2B29CEB,89,,
,,2022-03-30,143,,,,,,,,,,,,,,,,,,,,,,,,,026943,114,,,,,CORSODYL,85,,,,,,,,,4E685BDF7A1EC3C03D2D44FE4FC633AE,89,,
,,2019-02-01,143,,,,,,,,,,,,,,,,,,,,,,,,,79733,114,,,,,ZOCOR,85,,,,,,,,,694188310D75D57E100249F58EC38BEA,89,,
,,2019-02-21,143,,,,,,,,,,,,,,,,,,,,,,,,,443922,114,,,,,SEROXAT,85,,,,,,,,,E8B2DFB38D73446E14A3BECDC830845D,88,,
,,2021-10-16,143,,,,,,,,,,,,,,,,,,,,,,,,,416446,114,,,,,ELVANSE,84,,,,,,,,,9E630A998D64BD6BC2C8C8F71A819A21,88,,
,,2021-09-16,143,,,,,,,,,,,,,,,,,,,,,,,,,12831,114,,,,,STALEVO,84,,,,,,,,,63726834A5ECC3430E6E9C3A7B133CBD,88,,
,,2021-09-02,143,,,,,,,,,,,,,,,,,,,,,,,,,059951,114,,,,,COTRIM,84,,,,,,,,,7255D591440A8B7144B06E81F9FD0257,88,,
,,2017-08-23,143,,,,,,,,,,,,,,,,,,,,,,,,,525014,114,,,,,DEVISOL,84,,,,,,,,,8B6180004704165FC9434D5C0EF178FA,88,,
,,2020-05-16,143,,,,,,,,,,,,,,,,,,,,,,,,,463461,114,,,,,STESOLID,83,,,,,,,,,5A312520104E4E63E60B1F4131991167,88,,
,,2017-02-12,143,,,,,,,,,,,,,,,,,,,,,,,,,11306,113,,,,,SAXENDA,83,,,,,,,,,83BFF184EF1BC939C8B273CD1B84C7C0,88,,
,,2017-02-19,143,,,,,,,,,,,,,,,,,,,,,,,,,010999,113,,,,,DULOXETINE KRKA,83,,,,,,,,,B0B152861F17062F35686E56EEAC8D3C,87,,
,,2016-10-26,143,,,,,,,,,,,,,,,,,,,,,,,,,136595,113,,,,,LIPOLAN,83,,,,,,,,,089B4B86D8BBB2B76CE76B7D641DA025,87,,
,,2015-05-19,143,,,,,,,,,,,,,,,,,,,,,,,,,493232,113,,,,,BEPANTHEN,83,,,,,,,,,EAB7E179A8DFD643E9254208EA45BBD8,87,,
,,2016-10-09,143,,,,,,,,,,,,,,,,,,,,,,,,,24263,113,,,,,AZITHROMYCIN SANDOZ,83,,,,,,,,,B316D04F4872435DCD0766D7B7D1889F,87,,
,,2017-05-21,143,,,,,,,,,,,,,,,,,,,,,,,,,551929,112,,,,,PIROXIN,82,,,,,,,,,7C366EB99E91C49B6F45EDC8FDB8D05B,87,,
,,2018-10-24,143,,,,,,,,,,,,,,,,,,,,,,,,,592352,112,,,,,AQUALAN,82,,,,,,,,,0E2D9AF574484B24628D7BD3BE041610,87,,
,,2022-05-01,143,,,,,,,,,,,,,,,,,,,,,,,,,174938,112,,,,,ADURSAL,82,,,,,,,,,F6E3E7B2A3378B1A942FA2B56D5E6847,87,,
,,2021-11-14,143,,,,,,,,,,,,,,,,,,,,,,,,,558718,112,,,,,BETNOVAT SCALP,82,,,,,,,,,29B58537857F1B391B085F97F6655CCE,87,,
,,2019-12-02,143,,,,,,,,,,,,,,,,,,,,,,,,,70185,112,,,,,ENBREL,82,,,,,,,,,989C8991CABE1726C46092E3672B613C,87,,
,,2023-12-15,143,,,,,,,,,,,,,,,,,,,,,,,,,526297,112,,,,,ISOSORBIDIDINITRAATTI,82,,,,,,,,,CF25E3535F84B28EEBFA0C5FED78DD4E,87,,
,,2023-03-31,143,,,,,,,,,,,,,,,,,,,,,,,,,475648,112,,,,,SEREVENT DISKUS,82,,,,,,,,,C91F634BC7779C1F175388E8AB2266F4,87,,
,,2022-02-05,143,,,,,,,,,,,,,,,,,,,,,,,,,162141,112,,,,,MELIANE,82,,,,,,,,,D2DC8E8F6752D4A505424119E2FA7C9A,87,,
,,2022-02-03,143,,,,,,,,,,,,,,,,,,,,,,,,,482190,111,,,,,RANIXAL,81,,,,,,,,,060B89ED5646A5CFE304F51CC9704540,87,,
,,2022-02-16,143,,,,,,,,,,,,,,,,,,,,,,,,,012209,111,,,,,CAPECITABINE ORION,81,,,,,,,,,3DFA76CDAA87D13EE3CA71B93C8F1D55,87,,
,,2022-02-17,143,,,,,,,,,,,,,,,,,,,,,,,,,10940,111,,,,,KYLEENA,81,,,,,,,,,01F20D9540F925CE6B350592C285428E,86,,
,,2022-02-25,143,,,,,,,,,,,,,,,,,,,,,,,,,434905,111,,,,,TIZANIDIN ORION,81,,,,,,,,,24E0FDDF2F0A75EC8E3F7BA49A63B83D,86,,
,,2023-06-12,143,,,,,,,,,,,,,,,,,,,,,,,,,573576,111,,,,,AMITRID MITE,81,,,,,,,,,D5C312F4C7C19B9F0C2BA4D302EB2939,86,,
,,2019-03-07,143,,,,,,,,,,,,,,,,,,,,,,,,,17218,110,,,,,PERINDOPRIL RATIOPHARM,80,,,,,,,,,6DF9AEC693365D8B8B5A339C8C3E1728,86,,
,,2022-11-01,143,,,,,,,,,,,,,,,,,,,,,,,,,408278,110,,,,,LINATIL-HEXAL COMP,80,,,,,,,,,59734DEA074947737FD73BC88E6BF3B8,86,,
,,2019-03-17,143,,,,,,,,,,,,,,,,,,,,,,,,,489459,110,,,,,TASMINETTA,80,,,,,,,,,27829C855776B2453CF2F31131049294,86,,
,,2019-03-29,143,,,,,,,,,,,,,,,,,,,,,,,,,032178,110,,,,,OXYCONTIN DEPOT,80,,,,,,,,,04AF265C30565E8D517834B931E0BEA4,86,,
,,2014-12-08,143,,,,,,,,,,,,,,,,,,,,,,,,,006062,110,,,,,MOXONIDIN ACTAVIS,79,,,,,,,,,E797DF5C88EC6EF625C2327BAFF9447E,86,,
,,2020-11-19,143,,,,,,,,,,,,,,,,,,,,,,,,,003121,110,,,,,YELLOX,79,,,,,,,,,7D7E3AE57EB723A889F648123A536004,86,,
,,2016-02-08,143,,,,,,,,,,,,,,,,,,,,,,,,,021877,109,,,,,BLISSEL,79,,,,,,,,,533D842B07DFC861C76F996DE914545E,86,,
,,2016-11-03,143,,,,,,,,,,,,,,,,,,,,,,,,,399519,109,,,,,MEMANTINE RATIOPHARM,79,,,,,,,,,8C0E72117948B06E9838A0819B0BDF2F,86,,
,,2017-04-11,143,,,,,,,,,,,,,,,,,,,,,,,,,445155,109,,,,,CYPRETYL,79,,,,,,,,,8C4BA82A2C9C51D942544F53B1BD24C6,85,,
,,2015-04-24,143,,,,,,,,,,,,,,,,,,,,,,,,,433171,109,,,,,TAMSULOSIINI,79,,,,,,,,,DF5773123BB597ED4C9F1802B011BF95,85,,
,,2016-11-21,143,,,,,,,,,,,,,,,,,,,,,,,,,12869,109,,,,,IBUSAL,79,,,,,,,,,B2594EA5CA4FBA3D999FA61D6C9E8F1F,85,,
,,2018-11-08,143,,,,,,,,,,,,,,,,,,,,,,,,,90545,109,,,,,CLOPIDOGREL ACTAVIS,79,,,,,,,,,0F099E7ED0385106257EC24A9EE3224D,85,,
,,2019-06-10,143,,,,,,,,,,,,,,,,,,,,,,,,,075514,109,,,,,PROPRANOLOLI,79,,,,,,,,,AA3E52DE1058FF54ABD5103DCDFD5902,85,,
,,2019-06-09,143,,,,,,,,,,,,,,,,,,,,,,,,,82040,109,,,,,NAPROKSEENI,79,,,,,,,,,E6FC954D1590EAEDE837147D4969D585,85,,
,,2020-09-27,143,,,,,,,,,,,,,,,,,,,,,,,,,22500,109,,,,,NITROSID RETARD,78,,,,,,,,,1C46A0C4BE95F2ADA48D0B95C3E543B1,85,,
,,2019-06-20,143,,,,,,,,,,,,,,,,,,,,,,,,,20053,109,,,,,GLUCADOL,78,,,,,,,,,DDC15BF42114A62EC9E3705460618A85,85,,
,,2017-09-26,143,,,,,,,,,,,,,,,,,,,,,,,,,057042,109,,,,,ETSETIMIBI,78,,,,,,,,,8C0E1819C16204ABA19CEEB2D6B338FC,85,,
,,2017-10-09,143,,,,,,,,,,,,,,,,,,,,,,,,,005845,109,,,,,RENITEC,78,,,,,,,,,FF6318A1A04B93F8D18F30D54E4B561B,85,,
,,2017-10-20,143,,,,,,,,,,,,,,,,,,,,,,,,,022500,109,,,,,FELODIPIN ACTAVIS,78,,,,,,,,,4F2846CAF06B62CDE32ED964C7D8C90A,85,,
,,2019-01-28,143,,,,,,,,,,,,,,,,,,,,,,,,,431023,109,,,,,METOPROLIN,78,,,,,,,,,694FE7811D506044963B72B6FAAB6730,84,,
,,2022-01-15,143,,,,,,,,,,,,,,,,,,,,,,,,,509174,109,,,,,MOBILAT,78,,,,,,,,,2390B8FDB5DFEF949CBA285043FE516F,84,,
,,2020-01-27,143,,,,,,,,,,,,,,,,,,,,,,,,,386517,109,,,,,MENOPUR,78,,,,,,,,,4576484410DB178CC39A9BD23A9CCB4E,84,,
,,2018-05-31,143,,,,,,,,,,,,,,,,,,,,,,,,,020471,108,,,,,ALPHAGAN,77,,,,,,,,,BC5DCE201D9EA43B0BD9842300D59AB7,84,,
,,2021-08-23,143,,,,,,,,,,,,,,,,,,,,,,,,,11186,108,,,,,ISPAGHULA (PSYLLIUMIN SIEMENET),77,,,,,,,,,CCBF8F3C24B5D1925E235B407C930FFD,83,,
,,2020-08-17,142,,,,,,,,,,,,,,,,,,,,,,,,,6263,108,,,,,ATROVENT ECO,77,,,,,,,,,0B58371F090A7BC79C153113D97D6B16,83,,
,,2015-02-26,142,,,,,,,,,,,,,,,,,,,,,,,,,397950,108,,,,,MELATONIN 3MG TABL.,77,,,,,,,,,62459E0B1345BE459BD82B87A31ED3C3,83,,
,,2016-12-21,142,,,,,,,,,,,,,,,,,,,,,,,,,552646,108,,,,,LESCOL,76,,,,,,,,,988A27BBF4784B188568C042F9293157,83,,
,,2016-12-30,142,,,,,,,,,,,,,,,,,,,,,,,,,402807,108,,,,,OFTAN SCOPOLAMIN,76,,,,,,,,,AB0CAAA5DEC79267B391F8AF4409E697,83,,
,,2018-01-29,142,,,,,,,,,,,,,,,,,,,,,,,,,174627,108,,,,,NASOLIN,76,,,,,,,,,A8532642454214F8A50054D85BF46560,83,,
,,2014-11-26,142,,,,,,,,,,,,,,,,,,,,,,,,,456773,108,,,,,CLINDAMYCIN MIP,76,,,,,,,,,1584477014CCE856317979B8F92B3410,83,,
,,2017-06-04,142,,,,,,,,,,,,,,,,,,,,,,,,,174284,108,,,,,FUCICORT LIPID,76,,,,,,,,,5A9AC9EB18A9602BB7B1E9B553D44C7F,83,,
,,2017-06-11,142,,,,,,,,,,,,,,,,,,,,,,,,,390918,107,,,,,ASETYYLISALISYYLIHAPPO,75,,,,,,,,,0D1806B92D2D07834EC825EB93B58289,83,,
,,2023-11-03,142,,,,,,,,,,,,,,,,,,,,,,,,,195669,107,,,,,KARDOPAL,75,,,,,,,,,2D9E7BF7F883A1E7FB9FEEA038AD957E,82,,
,,2023-11-25,142,,,,,,,,,,,,,,,,,,,,,,,,,184432,107,,,,,CREON 10 000,75,,,,,,,,,A18E33B4FF9D9E12405F1A9D847259A2,82,,
,,2017-12-11,142,,,,,,,,,,,,,,,,,,,,,,,,,371722,107,,,,,NEXPLANON,75,,,,,,,,,9681512ACFE3A23E83475F6FE32E7F5E,82,,
,,2019-11-27,142,,,,,,,,,,,,,,,,,,,,,,,,,5845,107,,,,,ARIPIPRATSOLI,75,,,,,,,,,4CC7941FBAD63D8CB2246ED55E7DBA8E,82,,
,,2019-11-26,142,,,,,,,,,,,,,,,,,,,,,,,,,102188,106,,,,,MINI-PILL,75,,,,,,,,,B6A9418F4B176FB55C71A31955368450,82,,
,,2019-11-22,142,,,,,,,,,,,,,,,,,,,,,,,,,134374,106,,,,,EBIXA,75,,,,,,,,,3FE3D1480F92E477830872464F5EA529,82,,
,,2020-03-12,142,,,,,,,,,,,,,,,,,,,,,,,,,180968,106,,,,,RISOLID,75,,,,,,,,,C6FFD471864DD84DB7A3D0FB84865BEA,82,,
,,2021-06-04,142,,,,,,,,,,,,,,,,,,,,,,,,,024838,106,,,,,SYNJARDY,74,,,,,,,,,161448AB5415E59D5AEA8D2D53AF7660,82,,
,,2018-03-06,142,,,,,,,,,,,,,,,,,,,,,,,,,3182,106,,,,,ADALAT,74,,,,,,,,,3D1810966A40E948DD41D973E857B9B1,82,,
,,2015-12-05,142,,,,,,,,,,,,,,,,,,,,,,,,,12209,106,,,,,LORAZEPAM ORION,74,,,,,,,,,431DFA35A4687A56644A1B37C2F8ED0A,82,,
,,2018-03-04,142,,,,,,,,,,,,,,,,,,,,,,,,,119419,106,,,,,DASSELTA,74,,,,,,,,,C8967E650186CFA9A04F6BD3FCFEE121,82,,
,,2018-03-30,142,,,,,,,,,,,,,,,,,,,,,,,,,382795,105,,,,,SILDENAFIL ACCORD,74,,,,,,,,,C342CDFB3C6457E3B0F21527886391B5,81,,
