first_visit_year	first_visit_age	years_to_last_visit	n_patients	INPAT_logmean	INPAT_logsd	PURCH_logmean	PURCH_logsd	OUTPAT_logmean	OUTPAT_logsd	OPER_OUT_logmean	OPER_OUT_logsd	PRIM_OUT_logmean	PRIM_OUT_logsd	OPER_IN_logmean	OPER_IN_logsd	REIMB_logmean	REIMB_logsd	CANC_logmean	CANC_logsd	n_person_death
1955	30	60	6	2.633191788314969	0.5042915022690583	6.1055238279559845	0.26870527991076587	3.459390001715097	0.5026441035319272	2.1658527765106514	0.9609245535334048	4.731494430485401	1.7295744999670035	1.172478273677901	0.8255843326465847	0.707149876090873	0.529716319429497	0.6318190221336968	0.36645324824445974	0
1960	0	55	10	2.8322528257034296	0.48696139883708844	5.985152751712862	0.6309748753235502	4.585606012114753	0.7256581049064886	3.42195549869753	1.225767039302304	4.211968987645993	1.0580613762329176	1.836789263505508	0.7791567213795599	1.4530000317181726	0.6202809364876083	-0.3124809315829133	0.6285008958274321	0
1960	5	50	6	3.8119432196921403	0.45234211376300115	6.247740406581724	0.8865841868891499	4.834543113703364	1.3634549760088328	3.3507758957510205	2.2647087054868122	3.4348909203372693	2.2046975677518637	2.315517693891153	1.1323031909085526	1.842140204250822	0.4980930882593699	-0.5100451324485937	0.44850658873134774	6
1960	5	55	48	2.641702660452337	0.843656669264043	6.304553278734644	0.6386301263122103	4.578814175654328	0.9105610132268241	3.250220651417771	0.9084821652788946	4.373341148684494	1.2199849727070886	1.599743680504514	0.9524804146526531	1.4815285717143394	0.5495834624780778	-0.5558206444764315	0.3671767515778712	0
1960	10	50	7	3.217232308611738	0.6267017211277585	6.067777806126213	0.4212357176381318	4.934070769772806	1.1527558539006815	3.386126407083988	2.0765434442818633	3.325330154604573	1.6274753713276546	1.9971520512950272	1.0529852936929536	1.5434828380294903	0.42648436077561275	-0.37925795522619965	0.5360679063266816	7
1960	10	55	76	2.817489061639421	0.6657799573161123	6.271233739989495	0.6338436243948632	4.520316343765623	0.7497821220732518	3.1222638847558404	1.03272495614227	4.7048345762526615	1.1002238197015168	1.7168578695285583	0.9411608286818391	1.5074204841205423	0.5563726737033707	-0.4995179129900073	0.4587518943324227	7
1960	15	45	7	3.809948956373747	0.3389304557903673	6.028267298952077	0.479726339098686	4.198606691217675	1.134736549919813	1.9955430503673115	1.055749550847946	0.2651505457047789	1.6499196790556008	1.9958179641604632	0.8660044845000896	0.9504450019616641	0.42537049186677106	-0.10127079107544061	0.790383936959031	7
1960	15	50	8	3.326738159445485	0.6805800835343477	5.994063171160036	0.9826171381233313	4.738183325072232	1.3351220463080342	3.3168005046347937	2.065676473817747	3.5087117274075923	1.73750108595408	1.611955494733166	1.1360581858432681	1.5951674814310413	0.6339866684845816	-0.01613463028439277	0.7490671115976547	8
1960	15	55	103	2.820895124076977	0.7925559934261184	6.357705449285898	0.5946886986269874	4.433506703442272	1.068423568032981	3.156975180610249	1.2011346465021049	4.776472072053834	1.2224944501816115	1.7150805555402375	0.9172690154261823	1.621873574796129	0.5167312391672417	-0.3589522168957772	0.5819441641621952	13
1960	20	45	6	4.117012349055178	0.3689876398343567	6.1979628975517915	0.5474234123289698	5.0928933043000395	1.1148042314365165	3.7021088252420205	1.3348368053167177	-0.22094495655057594	1.1566545042303547	1.9919940772400133	2.1244460784616273	1.7778631241154912	0.40918482046297977	-0.2418054803762436	0.7176326877789961	6
1960	20	50	11	2.8886121931247986	0.6960177363999129	6.193297478805383	0.59556936238524	4.0867047299953665	1.2971574465292108	2.6873361149114703	1.3659439402506341	3.3739595079657483	1.6422206275270506	1.4733779702193421	1.1507417840120215	1.530446806799624	0.6168995668597015	-0.19377795843807724	0.5737315560464069	11
