visit_year_bin	SOURCE	CODE5	CODE6	CODE7	CODE8	CODE9	n_visits	n_events_per_visit_logmean	n_events_per_visit_logsd	n_patients
(1986,1994]	PURCH	NA	NA	K	NA	NA	46172	0.4054651081081644	0	4562
(1986,1994]	PURCH	NA	NA	O	NA	NA	379362	0.4054651081081644	0	57176
(1986,1994]	PURCH	NA	NA	Y	NA	NA	90000	0.4054651081081644	0	8708
(1994,2001]	PURCH	NA	NA	K	NA	NA	240229	0.4054651081081644	0	7802
(1994,2001]	PURCH	NA	NA	O	NA	NA	2028892	0.4054651081081644	0	80618
(1994,2001]	PURCH	NA	NA	U	NA	NA	1747	0.4054651081081644	0	282
(1994,2001]	PURCH	NA	NA	Y	NA	NA	499413	0.4054651081081644	0	14849
(2001,2009]	PURCH	NA	NA	K	NA	NA	468969	0.4054651081081644	0	13304
(2001,2009]	PURCH	NA	NA	O	NA	NA	3530394	0.4054651081081644	0	84282
(2001,2009]	PURCH	NA	NA	U	NA	NA	44189	0.4054651081081644	0	5477
(2001,2009]	PURCH	NA	NA	Y	NA	NA	958835	0.4054651081081644	0	20954
(2009,2017]	PURCH	NA	NA	K	NA	NA	797220	0.4054651081081644	0	20641
(2009,2017]	PURCH	NA	NA	O	NA	NA	5467923	0.4054651081081644	0	84387
(2009,2017]	PURCH	NA	NA	U	NA	NA	56191	0.4054651081081644	0	8224
(2009,2017]	PURCH	NA	NA	Y	NA	NA	1417993	0.4054651081081644	0	27746
(2017,2100]	PURCH	NA	NA	K	NA	NA	632125	0.4054651081081644	0	20074
(2017,2100]	PURCH	NA	NA	O	NA	NA	4565059	0.4054651081081644	0	80509
(2017,2100]	PURCH	NA	NA	U	NA	NA	64492	0.4054651081081644	0	12993
(2017,2100]	PURCH	NA	NA	Y	NA	NA	1568467	0.4054651081081644	0	31602
(2009,2017]	PRIM_OUT	-1	-1	2221	NA	NA	456	0.6369675419602342	0.3084397457011758	346
(2009,2017]	PRIM_OUT	-1	-1	22211	NA	NA	57	0.5620109939789434	0.27957918262996473	51
(2009,2017]	PRIM_OUT	-1	-1	22212	NA	NA	146	0.5930484529550379	0.35216861668272703	119
(2009,2017]	PRIM_OUT	-1	-1	22213	NA	NA	1376	0.6051981325823421	0.3076381142867416	1136
(2009,2017]	PRIM_OUT	-1	-1	222133	NA	NA	15	0.64385039919896	0.2637892178215597	15
(2009,2017]	PRIM_OUT	-1	-1	22215	NA	NA	19	0.8496788274667839	0.4822399668520185	17
(2009,2017]	PRIM_OUT	-1	-1	2222	NA	NA	2339	1.3487250683837162	0.4643481590933517	1447
(2009,2017]	PRIM_OUT	-1	-1	22221	NA	NA	80	1.3252466075907794	0.4725834770163382	69
(2009,2017]	PRIM_OUT	-1	-1	22222	NA	NA	6	0.8311531279131567	0.20854368762760217	6
(2009,2017]	PRIM_OUT	-1	-1	22223	NA	NA	69	0.8415382565665744	0.42854904335150446	43
(2009,2017]	PRIM_OUT	-1	-1	22302	NA	NA	31	0.7185517807389329	0.25292899781514244	17
(2009,2017]	PRIM_OUT	-1	-1	223052	NA	NA	30	0.50181845328987	0.22614962410249093	12
(2009,2017]	PRIM_OUT	-1	-1	22308	NA	NA	19	1.350364296445419	0.25281434122735885	19
(2009,2017]	PRIM_OUT	-1	-1	22311	NA	NA	43	0.5320867005333068	0.2378964778629944	29
(2009,2017]	PRIM_OUT	-1	-1	24451	NA	NA	58	0.7135110097312908	0.2802966296601213	22
(2009,2017]	PRIM_OUT	-1	-1	24461	NA	NA	8	0.4054651081081644	0	7
(2009,2017]	PRIM_OUT	-1	-1	3223	NA	NA	13	0.6805250593667748	0.26505440118466495	7
(2009,2017]	PRIM_OUT	-1	-1	3225	NA	NA	501	1.074686042448087	0.34879116803876103	435
(2009,2017]	PRIM_OUT	-1	-1	32251	NA	NA	11	1.1226678089658082	0.21048860208650927	11
(2009,2017]	PRIM_OUT	-1	-1	3226	NA	NA	11	0.7769746526652486	0.2386063252514851	6
(2009,2017]	PRIM_OUT	-1	-1	32261	NA	NA	532	0.6868837595168416	0.3438849223198425	200
(2009,2017]	PRIM_OUT	-1	-1	32269	NA	NA	8	0.9461757182007255	0.394001637415095	8
(2009,2017]	PRIM_OUT	-1	-1	3231	NA	NA	93	0.7704008689440814	0.3294304817369046	60
(2009,2017]	PRIM_OUT	-1	-1	32311	NA	NA	3000	0.6756431572876185	0.3019303020421583	1595
(2009,2017]	PRIM_OUT	-1	-1	32312	NA	NA	1557	0.7616464622877754	0.29719805744520117	1104
(2009,2017]	PRIM_OUT	-1	-1	32313	NA	NA	10	0.4054651081081644	0	10
(2009,2017]	PRIM_OUT	-1	-1	3232	NA	NA	7	0.8433156427647278	0.19307393768632247	6
(2009,2017]	PRIM_OUT	-1	-1	3460	NA	NA	16	0.7660254939352888	0.39092506575442565	6
(2009,2017]	PRIM_OUT	-1	-1	4222	NA	NA	29	0.4230797847897503	0.0948579369547291	28
(2009,2017]	PRIM_OUT	-1	-1	5132	NA	NA	46	0.9675305723753144	0.2788291094401298	8
(2009,2017]	PRIM_OUT	-1	-1	51321	NA	NA	3210	0.8523380231398288	0.3307232598835702	323
(2009,2017]	PRIM_OUT	-1	-1	51322	NA	NA	173	0.8401494340946597	0.244764946830304	22
(2009,2017]	PRIM_OUT	-1	-1	51325	NA	NA	56	0.623807056819645	0.360063334293783	56
(2009,2017]	PRIM_OUT	-1	-1	51331	NA	NA	421	1.060376465510465	0.2981863121240549	38
(2009,2017]	PRIM_OUT	-1	-1	51413	NA	NA	47	0.8754846199892071	0.2962614408351802	30
(2009,2017]	PRIM_OUT	-1	-1	NA	NA	NA	32	1.1629364286955397	0.2737756415588322	9
(2009,2017]	PRIM_OUT	-1	T11	22213	NA	NA	7	0.4784401972175916	0.19307393768632247	7
(2009,2017]	PRIM_OUT	-1	T11	32311	NA	NA	23	0.4498847275660766	0.14717093897878739	22
(2009,2017]	PRIM_OUT	-1	T11	32312	NA	NA	30	0.43952014969256376	0.1296006146314145	28
(2009,2017]	PRIM_OUT	-1	T21	32312	NA	NA	18	0.49060271206916284	0.19589268441731705	16
(2009,2017]	PRIM_OUT	-1	T23	32312	NA	NA	7	0.5514152863270189	0.24925738174860515	7
(2009,2017]	PRIM_OUT	-1	T26	32312	NA	NA	7	0.4784401972175916	0.19307393768632247	7
(2009,2017]	PRIM_OUT	-1	T27	32312	NA	NA	21	0.6000653457333037	0.25419365068863675	16
(2009,2017]	PRIM_OUT	-1	T28	32312	NA	NA	7	0.4054651081081644	0	7
(2009,2017]	PRIM_OUT	-1	T40	51321	NA	NA	13	0.706407539106868	0.30361818998975926	10
(2009,2017]	PRIM_OUT	-1	T40	51331	NA	NA	15	0.8757428672225124	0.2948211616779931	8
(2009,2017]	PRIM_OUT	-1	T51	32261	NA	NA	48	0.48697034983697995	0.2044557674156279	22
(2009,2017]	PRIM_OUT	-1	T60	-1	NA	NA	22	0.42868445464298216	0.10890838891971076	22
(2009,2017]	PRIM_OUT	-1	T60	2222	NA	NA	1295	0.427296710142854	0.12933033898011745	1030
(2009,2017]	PRIM_OUT	-1	T60	22221	NA	NA	7	0.4054651081081644	0	6
(2009,2017]	PRIM_OUT	-1	T60	22222	NA	NA	7	0.4054651081081644	0	7
(2009,2017]	PRIM_OUT	-1	T60	22223	NA	NA	9	0.4054651081081644	0	9
(2009,2017]	PRIM_OUT	-1	T60	3225	NA	NA	388	0.41989461985185866	0.10609025314475129	352
(2009,2017]	PRIM_OUT	-1	T60	51325	NA	NA	86	0.4054651081081644	0	66
(2009,2017]	PRIM_OUT	-1	T71	24451	NA	NA	14	0.6298875926604552	0.3448080748630049	11
(2009,2017]	PRIM_OUT	-1	T71	32311	NA	NA	9	0.6892571213114925	0.2692287430461283	8
(2009,2017]	PRIM_OUT	-2	-2	-2	NA	NA	95	0.4736461708496874	0.23517855341341667	62
(2009,2017]	PRIM_OUT	-2	-2	22211	NA	NA	28	0.4966839694949484	0.1992327348013922	20
(2009,2017]	PRIM_OUT	-2	-2	22212	NA	NA	94	0.46696724333052964	0.18456032273566478	61
(2009,2017]	PRIM_OUT	-2	-2	22213	NA	NA	329	0.4920875092870922	0.258864536089871	227
(2009,2017]	PRIM_OUT	-2	-2	32261	NA	NA	7	0.4054651081081644	0	7
(2009,2017]	PRIM_OUT	-2	-2	32311	NA	NA	61	0.45571025142940935	0.1533871934737796	60
(2009,2017]	PRIM_OUT	-2	-2	32312	NA	NA	81	0.41807808647275674	0.07976524703078304	56
(2009,2017]	PRIM_OUT	-2	-2	NA	NA	NA	42	0.5247713912427181	0.31293615812215686	41
(2009,2017]	PRIM_OUT	-2	T11	22213	NA	NA	37	0.4330773039874071	0.11710342074715899	26
(2009,2017]	PRIM_OUT	-2	T11	32311	NA	NA	7	0.4054651081081644	0	6
(2009,2017]	PRIM_OUT	-2	T27	22212	NA	NA	7	1.1525586978548221	0.4931206980914787	7
(2009,2017]	PRIM_OUT	-2	T27	22213	NA	NA	7	0.6243903754364462	0.27304778121677503	7
(2009,2017]	PRIM_OUT	-2	T27	24451	NA	NA	9	0.9514063909573431	0.4595029824412725	6
(2009,2017]	PRIM_OUT	-2	T27	32312	NA	NA	12	0.7546220530732833	0.42500206866259344	12
(2009,2017]	PRIM_OUT	-2	T60	2222	NA	NA	12	0.4054651081081644	0	6
(2009,2017]	PRIM_OUT	R10	-1	32311	NA	NA	6	0.7460155239521582	0.2637892178215597	6
(2009,2017]	PRIM_OUT	R10	-2	-2	NA	NA	14	0.44195265266287803	0.13652389060838752	9
(2009,2017]	PRIM_OUT	R10	-2	22212	NA	NA	8	0.4693183110789132	0.18060413128439	7
(2009,2017]	PRIM_OUT	R10	-2	22213	NA	NA	48	0.5152645890901715	0.23895795964966662	33
(2009,2017]	PRIM_OUT	R10	-2	32311	NA	NA	8	0.4693183110789132	0.18060413128439	8
(2009,2017]	PRIM_OUT	R10	T11	-1	NA	NA	8	0.5752305436273137	0.3269543562151834	8
(2009,2017]	PRIM_OUT	R10	T11	-2	NA	NA	3165	0.5458733849600349	0.2859386812737538	2221
(2009,2017]	PRIM_OUT	R10	T11	1	NA	NA	1004	0.6368537679636157	0.3387972330292364	665
(2009,2017]	PRIM_OUT	R10	T11	100	NA	NA	1036	0.5306530560181774	0.2463984576827181	595
(2009,2017]	PRIM_OUT	R10	T11	12292	NA	NA	17	0.4355136742120462	0.12389341194465923	6
(2009,2017]	PRIM_OUT	R10	T11	222	NA	NA	59	0.8118716624715777	0.35501219530305855	44
(2009,2017]	PRIM_OUT	R10	T11	2221	NA	NA	85254	0.5563456875962316	0.2891913808903742	18145
(2009,2017]	PRIM_OUT	R10	T11	22210	NA	NA	19	0.8383967894794957	0.408046514487114	14
(2009,2017]	PRIM_OUT	R10	T11	22211	NA	NA	8478	0.559501557834141	0.29936426829387425	4414
(2009,2017]	PRIM_OUT	R10	T11	222111	NA	NA	23	0.6753289570789477	0.3119854097113885	14
(2009,2017]	PRIM_OUT	R10	T11	22212	NA	NA	62840	0.5636164344006178	0.31674580828379445	19665
(2009,2017]	PRIM_OUT	R10	T11	22213	NA	NA	348791	0.543542873663798	0.28700658514336697	57033
(2009,2017]	PRIM_OUT	R10	T11	222131	NA	NA	226	0.5859992595072685	0.2855004616093718	155
(2009,2017]	PRIM_OUT	R10	T11	222132	NA	NA	58	0.519749566233846	0.24722137137259767	48
(2009,2017]	PRIM_OUT	R10	T11	222133	NA	NA	602	0.6183759572527732	0.2626866689333913	387
(2009,2017]	PRIM_OUT	R10	T11	22214	NA	NA	172	0.5255806331290007	0.243551099990148	133
(2009,2017]	PRIM_OUT	R10	T11	22215	NA	NA	398	0.5588545640755129	0.27580681717464656	228
(2009,2017]	PRIM_OUT	R10	T11	2222	NA	NA	9	0.4054651081081644	0	9
(2009,2017]	PRIM_OUT	R10	T11	22221	NA	NA	8	0.4693183110789132	0.18060413128439	6
(2009,2017]	PRIM_OUT	R10	T11	2223	NA	NA	18	0.49060271206916284	0.19589268441731705	12
(2009,2017]	PRIM_OUT	R10	T11	2229	NA	NA	61	0.4737202889485587	0.20365088246732496	24
(2009,2017]	PRIM_OUT	R10	T11	22302	NA	NA	2036	0.5694293766954367	0.25512658734749694	1367
(2009,2017]	PRIM_OUT	R10	T11	22303	NA	NA	3475	0.5454138224039968	0.23094487670430752	1561
(2009,2017]	PRIM_OUT	R10	T11	22305	NA	NA	1285	0.5004323892633838	0.21001085009602552	754
(2009,2017]	PRIM_OUT	R10	T11	22309	NA	NA	8	0.4693183110789132	0.18060413128439	6
(2009,2017]	PRIM_OUT	R10	T11	24451	NA	NA	575	0.5711463753807485	0.24909507383796667	111
(2009,2017]	PRIM_OUT	R10	T11	24453	NA	NA	44	0.8930713853393374	0.10763456277237918	8
(2009,2017]	PRIM_OUT	R10	T11	24461	NA	NA	54	0.42438457565505294	0.09737658257196379	25
(2009,2017]	PRIM_OUT	R10	T11	300	NA	NA	21	0.4784401972175916	0.18316601997185977	18
(2009,2017]	PRIM_OUT	R10	T11	31	NA	NA	46	0.6400752081636772	0.31559334057876565	34
(2009,2017]	PRIM_OUT	R10	T11	3223	NA	NA	27	0.5503633156260588	0.2569564709440812	22
(2009,2017]	PRIM_OUT	R10	T11	3226	NA	NA	439	0.4589912554731657	0.15663129897757458	80
(2009,2017]	PRIM_OUT	R10	T11	32261	NA	NA	433	0.826244579934981	0.4139030965914323	229
(2009,2017]	PRIM_OUT	R10	T11	32269	NA	NA	149	0.6773114744794487	0.2739271677986516	85
(2009,2017]	PRIM_OUT	R10	T11	323	NA	NA	595	0.49930672710941804	0.21299706974130106	427
(2009,2017]	PRIM_OUT	R10	T11	3231	NA	NA	4246	0.5374290113957605	0.25197548390901636	1270
(2009,2017]	PRIM_OUT	R10	T11	32310	NA	NA	71	0.9387865540539545	0.09630334947325074	21
(2009,2017]	PRIM_OUT	R10	T11	32311	NA	NA	329601	0.6660334181740714	0.3092063791773464	52216
(2009,2017]	PRIM_OUT	R10	T11	32312	NA	NA	115298	0.6618293461302923	0.3194320150079795	29791
(2009,2017]	PRIM_OUT	R10	T11	32313	NA	NA	250	0.4708507879502112	0.17100398537556835	119
(2009,2017]	PRIM_OUT	R10	T11	32314	NA	NA	13	0.4447593868593944	0.14167753686993506	12
(2009,2017]	PRIM_OUT	R10	T11	32316	NA	NA	168	0.4206682516726284	0.08706399714488233	94
(2009,2017]	PRIM_OUT	R10	T11	3232	NA	NA	819	0.9087572380386026	0.37746487643625876	344
(2009,2017]	PRIM_OUT	R10	T11	34	NA	NA	254	0.6173353996680198	0.3223045707540708	216
(2009,2017]	PRIM_OUT	R10	T11	3431	NA	NA	14	0.8433156427647278	0.18549943913753553	11
(2009,2017]	PRIM_OUT	R10	T11	34601	NA	NA	184	0.46187071313423095	0.16996370961807897	28
(2009,2017]	PRIM_OUT	R10	T11	34809	NA	NA	186	0.7407748832298785	0.39268407347305456	51
(2009,2017]	PRIM_OUT	R10	T11	37710	NA	NA	7	0.4054651081081644	0	6
(2009,2017]	PRIM_OUT	R10	T11	4	NA	NA	353	0.4401375830812841	0.1450353854172269	236
(2009,2017]	PRIM_OUT	R10	T11	400	NA	NA	326	0.5080934154886889	0.22458145657765757	245
(2009,2017]	PRIM_OUT	R10	T11	4112	NA	NA	10	0.6097953576145607	0.2637892178215597	9
(2009,2017]	PRIM_OUT	R10	T11	4114	NA	NA	129	0.4054651081081644	0	86
(2009,2017]	PRIM_OUT	R10	T11	4115	NA	NA	101	0.515007784699323	0.2173662951026385	64
(2009,2017]	PRIM_OUT	R10	T11	4190	NA	NA	82	0.4677609158845047	0.16818586244021902	72
(2009,2017]	PRIM_OUT	R10	T11	4222	NA	NA	1243	0.5775851315284499	0.2696184718946859	662
(2009,2017]	PRIM_OUT	R10	T11	507	NA	NA	85	0.4714280177994297	0.19968886323347024	75
(2009,2017]	PRIM_OUT	R10	T11	513	NA	NA	33	0.4620999295602609	0.1882444970127366	20
(2009,2017]	PRIM_OUT	R10	T11	5132	NA	NA	869	0.510817199423372	0.21763492297521908	432
(2009,2017]	PRIM_OUT	R10	T11	51321	NA	NA	33289	0.5722017631244027	0.26078233446561494	13709
(2009,2017]	PRIM_OUT	R10	T11	51322	NA	NA	221	0.6023932718242003	0.2900449639427527	33
(2009,2017]	PRIM_OUT	R10	T11	51323	NA	NA	1195	0.7016513851098244	0.3296026549647227	798
(2009,2017]	PRIM_OUT	R10	T11	51326	NA	NA	79	0.4183974023807211	0.0807555143163467	10
(2009,2017]	PRIM_OUT	R10	T11	51331	NA	NA	30	0.5076302328613626	0.20782332731403214	18
(2009,2017]	PRIM_OUT	R10	T11	51413	NA	NA	487	0.6953652075854017	0.3641158558268181	183
(2009,2017]	PRIM_OUT	R10	T11	605	NA	NA	166	0.4884775015058355	0.20226846019655503	139
(2009,2017]	PRIM_OUT	R10	T11	607	NA	NA	45	0.5488905566447145	0.28250594910415106	40
(2009,2017]	PRIM_OUT	R10	T11	722	NA	NA	8	0.6172895732049652	0.39222269482037514	6
(2009,2017]	PRIM_OUT	R10	T11	9	NA	NA	302	0.4879844083759013	0.20345738359453794	151
(2009,2017]	PRIM_OUT	R10	T11	901	NA	NA	83	0.5284082157907123	0.24227925884313772	71
(2009,2017]	PRIM_OUT	R10	T11	91321	NA	NA	15	0.49600667371837737	0.2472549083097123	12
(2009,2017]	PRIM_OUT	R10	T11	999	NA	NA	20	0.482088951673063	0.18713971499426776	11
(2009,2017]	PRIM_OUT	R10	T11	NA	NA	NA	81397	0.6295904687925402	0.32524123611373673	23221
(2009,2017]	PRIM_OUT	R10	T21	-2	NA	NA	79	0.721874936246847	0.3615083547688812	46
(2009,2017]	PRIM_OUT	R10	T21	1	NA	NA	32	0.8944965584810579	0.2186045172515848	28
(2009,2017]	PRIM_OUT	R10	T21	2221	NA	NA	2565	0.738546335587501	0.3669971347823008	937
(2009,2017]	PRIM_OUT	R10	T21	22211	NA	NA	204	0.6333706147174555	0.30429741719269093	148
(2009,2017]	PRIM_OUT	R10	T21	22212	NA	NA	3690	0.762203210487189	0.3295773036868278	1453
(2009,2017]	PRIM_OUT	R10	T21	22213	NA	NA	9448	0.7486202462184778	0.31963666739465063	3529
(2009,2017]	PRIM_OUT	R10	T21	22302	NA	NA	38	0.8533431195227468	0.21063050568189523	22
(2009,2017]	PRIM_OUT	R10	T21	22305	NA	NA	153	0.8125766130552886	0.24186799647837906	37
(2009,2017]	PRIM_OUT	R10	T21	24451	NA	NA	111	0.5172642007405236	0.24078017677067248	34
(2009,2017]	PRIM_OUT	R10	T21	3231	NA	NA	123	1.0506152755486353	0.317609351217589	20
(2009,2017]	PRIM_OUT	R10	T21	32311	NA	NA	509	0.856381865083798	0.2790363242688696	219
(2009,2017]	PRIM_OUT	R10	T21	32312	NA	NA	59813	0.8423021891002462	0.2831303956904677	5672
(2009,2017]	PRIM_OUT	R10	T21	3232	NA	NA	665	0.8573173468413269	0.22234080787901067	297
(2009,2017]	PRIM_OUT	R10	T21	34	NA	NA	13	0.7849960966093282	0.2788200108432147	11
(2009,2017]	PRIM_OUT	R10	T21	400	NA	NA	132	0.7985023966408379	0.2737520765456644	50
(2009,2017]	PRIM_OUT	R10	T21	51321	NA	NA	19	0.6651442055036975	0.2909968278296961	19
(2009,2017]	PRIM_OUT	R10	T21	9	NA	NA	10	0.7966902684064792	0.2892517763486785	9
(2009,2017]	PRIM_OUT	R10	T21	NA	NA	NA	5513	0.8031707588202043	0.3108169342141337	961
(2009,2017]	PRIM_OUT	R10	T22	1	NA	NA	6	1.252762968495368	0	6
(2009,2017]	PRIM_OUT	R10	T22	2221	NA	NA	476	0.8150275119906323	0.3491133178820102	258
(2009,2017]	PRIM_OUT	R10	T22	22211	NA	NA	23	0.8193389744881949	0.306242787993279	19
(2009,2017]	PRIM_OUT	R10	T22	22212	NA	NA	221	0.7955052304895625	0.3025576271111247	148
(2009,2017]	PRIM_OUT	R10	T22	22213	NA	NA	1250	0.7481734233635581	0.2876084571955115	785
(2009,2017]	PRIM_OUT	R10	T22	22305	NA	NA	46	0.9051858270096771	0.07531712922210318	29
(2009,2017]	PRIM_OUT	R10	T22	24451	NA	NA	184	0.5796385773377499	0.27939896921630764	50
(2009,2017]	PRIM_OUT	R10	T22	24461	NA	NA	21	0.4784401972175916	0.18316601997185977	9
(2009,2017]	PRIM_OUT	R10	T22	32311	NA	NA	176	0.7450911851889096	0.3012048358266559	116
(2009,2017]	PRIM_OUT	R10	T22	32312	NA	NA	8730	0.7854184874693095	0.28156335088608525	3549
(2009,2017]	PRIM_OUT	R10	T22	400	NA	NA	37	0.9338170939797157	0.23202696114163968	26
(2009,2017]	PRIM_OUT	R10	T22	NA	NA	NA	993	0.7541480821033758	0.28920305797184814	568
(2009,2017]	PRIM_OUT	R10	T23	-2	NA	NA	31	0.6960545694944454	0.3227133075755293	29
(2009,2017]	PRIM_OUT	R10	T23	1	NA	NA	20	0.5842540764262611	0.249977874960587	19
(2009,2017]	PRIM_OUT	R10	T23	100	NA	NA	16	0.5012449125642876	0.2059203921618399	16
(2009,2017]	PRIM_OUT	R10	T23	2221	NA	NA	1480	0.6735279289032721	0.30753219536529564	1042
(2009,2017]	PRIM_OUT	R10	T23	22211	NA	NA	60	0.47066930149121683	0.18542097597264046	53
(2009,2017]	PRIM_OUT	R10	T23	22212	NA	NA	1746	0.7112727321526415	0.34557852889120744	1255
(2009,2017]	PRIM_OUT	R10	T23	22213	NA	NA	3752	0.7007628630627628	0.37058410832072836	2707
(2009,2017]	PRIM_OUT	R10	T23	22302	NA	NA	18	0.8498460299476684	0.2191660461373077	13
(2009,2017]	PRIM_OUT	R10	T23	22305	NA	NA	42	0.8253095939884887	0.29150655228704714	34
(2009,2017]	PRIM_OUT	R10	T23	24451	NA	NA	18	0.4054651081081644	0	9
(2009,2017]	PRIM_OUT	R10	T23	3231	NA	NA	32	0.9760796164527317	0.27066137819682845	30
(2009,2017]	PRIM_OUT	R10	T23	32311	NA	NA	604	0.6689356985862374	0.3221443128680534	451
(2009,2017]	PRIM_OUT	R10	T23	32312	NA	NA	11132	0.8036288128485906	0.3304456978510117	5794
(2009,2017]	PRIM_OUT	R10	T23	3232	NA	NA	319	1.067405189739304	0.35555199758568695	234
(2009,2017]	PRIM_OUT	R10	T23	34	NA	NA	14	0.6849116511783893	0.3025920566243027	13
(2009,2017]	PRIM_OUT	R10	T23	4	NA	NA	46	0.41657001297264246	0.07531712922210318	40
(2009,2017]	PRIM_OUT	R10	T23	400	NA	NA	25	0.5619551722274903	0.2638925023715817	21
(2009,2017]	PRIM_OUT	R10	T23	507	NA	NA	16	0.4054651081081644	0	15
(2009,2017]	PRIM_OUT	R10	T23	51321	NA	NA	527	0.5781460055171406	0.288215999864541	409
(2009,2017]	PRIM_OUT	R10	T23	605	NA	NA	7	0.4054651081081644	0	7
(2009,2017]	PRIM_OUT	R10	T23	NA	NA	NA	1359	0.71620427475767	0.32310415850299884	900
(2009,2017]	PRIM_OUT	R10	T24	-2	NA	NA	6	0.8581729361592292	0.3815879187691924	6
(2009,2017]	PRIM_OUT	R10	T24	2221	NA	NA	21	0.7900278525961264	0.31229135805925634	18
(2009,2017]	PRIM_OUT	R10	T24	22212	NA	NA	118	0.5904417764656551	0.30934740345956685	72
(2009,2017]	PRIM_OUT	R10	T24	22213	NA	NA	371	0.6822417252908598	0.3487813762746365	238
(2009,2017]	PRIM_OUT	R10	T24	2229	NA	NA	14	0.44195265266287803	0.13652389060838752	7
(2009,2017]	PRIM_OUT	R10	T24	22302	NA	NA	75	0.7436908121235611	0.25103628221044905	60
(2009,2017]	PRIM_OUT	R10	T24	24451	NA	NA	196	0.5557382345943005	0.23647666993704125	26
(2009,2017]	PRIM_OUT	R10	T24	24461	NA	NA	186	0.6255230457680947	0.26915657472141136	56
(2009,2017]	PRIM_OUT	R10	T24	32261	NA	NA	203	0.5200340022145006	0.23231645798485315	20
(2009,2017]	PRIM_OUT	R10	T24	32269	NA	NA	59	0.7226508734391566	0.2866012915892556	36
(2009,2017]	PRIM_OUT	R10	T24	32311	NA	NA	1915	0.7120157225514268	0.32220463616716327	989
(2009,2017]	PRIM_OUT	R10	T24	32312	NA	NA	20727	0.8203072386257276	0.2867858420373135	5879
(2009,2017]	PRIM_OUT	R10	T24	3232	NA	NA	28	0.7520967813779438	0.24294604388291938	13
(2009,2017]	PRIM_OUT	R10	T24	34601	NA	NA	73	0.7500363778079031	0.3584466048114975	29
(2009,2017]	PRIM_OUT	R10	T24	4222	NA	NA	138	0.8496613026872868	0.17266317506168768	21
(2009,2017]	PRIM_OUT	R10	T24	51321	NA	NA	103	0.7732132362617512	0.2438507904434688	58
(2009,2017]	PRIM_OUT	R10	T24	51326	NA	NA	42	0.4499638963919545	0.16796002205389104	30
(2009,2017]	PRIM_OUT	R10	T24	9	NA	NA	17	0.5256593725236917	0.22335202472932578	16
(2009,2017]	PRIM_OUT	R10	T24	998	NA	NA	11	1.038644272463687	0.1697586481522486	6
(2009,2017]	PRIM_OUT	R10	T24	NA	NA	NA	1621	0.7901419712047832	0.33826530877803407	864
(2009,2017]	PRIM_OUT	R10	T25	22212	NA	NA	10	0.45654767048476347	0.161537245827677	6
(2009,2017]	PRIM_OUT	R10	T25	24451	NA	NA	491	0.45953984924495295	0.16277147695474273	109
(2009,2017]	PRIM_OUT	R10	T25	24461	NA	NA	522	0.47291772195270143	0.18678567461922527	113
(2009,2017]	PRIM_OUT	R10	T25	32269	NA	NA	47	0.8139824847668419	0.3235426457837141	16
(2009,2017]	PRIM_OUT	R10	T25	32312	NA	NA	27	0.5000624458426071	0.20220899025185776	15
(2009,2017]	PRIM_OUT	R10	T25	NA	NA	NA	64	0.5462193784671443	0.26649020106966553	17
(2009,2017]	PRIM_OUT	R10	T26	-2	NA	NA	92	0.860799461957975	0.33756059358090285	54
(2009,2017]	PRIM_OUT	R10	T26	1	NA	NA	9	1.4705264899874229	0.5022647863417699	9
(2009,2017]	PRIM_OUT	R10	T26	2221	NA	NA	837	0.83824449959017	0.3954334203351887	604
(2009,2017]	PRIM_OUT	R10	T26	22211	NA	NA	41	0.6087658112723665	0.2798886273542979	35
(2009,2017]	PRIM_OUT	R10	T26	22212	NA	NA	507	0.7150177560227982	0.32507511569225916	393
(2009,2017]	PRIM_OUT	R10	T26	22213	NA	NA	3138	0.7707109020084126	0.3089124481935203	2098
(2009,2017]	PRIM_OUT	R10	T26	222131	NA	NA	24	0.7247311229619086	0.2526213312161379	23
(2009,2017]	PRIM_OUT	R10	T26	22302	NA	NA	32	0.6289513185057853	0.2574643533691931	12
(2009,2017]	PRIM_OUT	R10	T26	22305	NA	NA	736	0.5164476647003996	0.2215638676225698	276
(2009,2017]	PRIM_OUT	R10	T26	24451	NA	NA	137	0.8179837673286888	0.22189346380413105	37
(2009,2017]	PRIM_OUT	R10	T26	24461	NA	NA	22	0.4054651081081644	0	9
(2009,2017]	PRIM_OUT	R10	T26	32261	NA	NA	48	0.9417618615846293	0.35813369677545115	40
(2009,2017]	PRIM_OUT	R10	T26	32311	NA	NA	472	0.7136871967611723	0.28311949232286826	163
(2009,2017]	PRIM_OUT	R10	T26	32312	NA	NA	33892	0.73640969271125	0.29064620812502234	4403
(2009,2017]	PRIM_OUT	R10	T26	400	NA	NA	52	0.8399563757037571	0.3308335563657678	35
(2009,2017]	PRIM_OUT	R10	T26	51321	NA	NA	10	0.7630430447443579	0.24675221885333976	8
(2009,2017]	PRIM_OUT	R10	T26	NA	NA	NA	1195	0.7876944401080612	0.3187621931528662	544
(2009,2017]	PRIM_OUT	R10	T27	-2	NA	NA	52	0.9515149960637641	0.4145050591915752	35
(2009,2017]	PRIM_OUT	R10	T27	2221	NA	NA	475	0.7809946021396033	0.3729329372623895	345
